"","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","pagerank"
"1",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"2",16,16,16,25,0.183333333333333,0.0311111111111111,1,0.0772279107230825
"3",22,22,22,45,0.147186147186147,0.0313199105145414,0.0588409896590982,0.0833457362345417
"4",14,14,14,6,0.197802197802198,0.0256880733944954,0.0430167919927226,0.0602340776415977
"5",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"6",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"7",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"8",8,8,8,53,0.285714285714286,0.0320366132723112,0.982771722524625,0.0537629364092872
"9",4,4,4,0,0.333333333333333,0.0150375939849624,0.12845667563407,0.0280084125205119
"10",2,2,2,0,0,0.00710299340436327,0.152298223368553,0.0286813321863846
"11",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"12",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"13",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"14",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"15",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"16",12,12,12,64,0.303030303030303,0.0320733104238259,0.00544894942845074,0.0325883430969241
"17",4,4,4,1,0,0.022508038585209,0.000243994403590306,0.0263215580188859
"18",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"19",10,10,10,0,0.355555555555556,0.0282828282828283,0.0155333441344867,0.0578082969868795
"20",2,2,2,0,0,0.024822695035461,0.00040960047978072,0.0260356758466045
"21",4,4,4,13,0.333333333333333,0.029504741833509,0,0.02729315717171
"22",6,6,6,0,0.266666666666667,0.0304347826086957,0.00199308754131372,0.029882128545803
"23",10,10,10,0,0.355555555555556,0.0298189563365282,0.00343406450766355,0.0304701337029544
"24",4,4,4,0,0.333333333333333,0.0287179487179487,0,0.0288654423621725
"25",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"26",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"27",14,14,14,6,0.197802197802198,0.0256880733944954,0.0430167866957101,0.0602340776415976
"28",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
"29",0,0,0,0,0,0.0344827586206897,0.0187745250888789,0.0249457700650759
