"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",1539,80,80,80,150.625140970447,0.298101265822785,0.0177395160764364,0.0165590447265101
"2",276,146,146,146,503.348841643888,0.207274444969296,0.0177383592017738,0.207852536481973
"3",415,152,152,152,625.553658657301,0.252875566399442,0.0177812643001896,0.395960465467797
"4",2282,124,124,124,189.836012315376,0.307107264621033,0.0177279541158835,0.0751862040600342
"5",1653,80,80,80,592.093394629331,0.322151898734177,0.0177164072168306,0.0727630169302737
"6",526,192,192,192,201.009444203077,0.257526178010471,0.0176715176715177,0.176215992891776
"7",378330,36,36,36,34.0520051789679,0.457142857142857,0.0176680740500162,0.00562817508885609
"8",670,206,206,206,570.019129011505,0.230547004499171,0.0177859151245668,0.286825235411561
"9",758,78,78,78,22.5078630017723,0.298368298368298,0.0176359981845296,0.0182971436705888
"10",671,156,156,156,1773.58813809754,0.212406947890819,0.0178395749983603,0.12455645238577
"11",494,204,204,204,596.794216037637,0.213754467304163,0.0176588976173473,0.447566091676665
"12",199,154,154,154,1238.02234019226,0.266021560139207,0.0178220416721269,0.169977194310815
"13",286,70,70,70,3.64238910507847,0.322153209109731,0.0175983436853002,0.0371999899323239
"14",587,92,92,92,731.414493387236,0.295747730530339,0.0177859151245668,0.0478887324430361
"15",259,14,14,14,58.3584221994528,0.373626373626374,0.0176543129746219,0.000485095641871602
"16",410,58,58,58,149.420978193985,0.343617664851785,0.0176554589121122,0.069709879137837
"17",610,208,208,208,623.933512261117,0.17075436640654,0.0177580466148724,0.172089270114044
"18",411,344,344,344,1068.05159168436,0.123838904332497,0.0176508760545101,1
"19",756,206,206,206,404.104671629233,0.225905754203173,0.0177476184262038,0.237658559658996
"20",253,88,88,88,1079.7120836199,0.311389759665622,0.0178419153820925,0.0465690785285051
"21",873,50,50,50,44.974067584582,0.130612244897959,0.017542728152209,0.0249010238559698
"22",258,120,120,120,288.533415765805,0.242296918767507,0.0176462955754509,0.155549859126238
"23",434144,0,0,0,0,0,0.00366300366300366,8.1079878688088e-06
"24",319,192,192,192,751.014730480431,0.242801047120419,0.0177615254015933,0.123544789790038
"25",273,204,204,204,449.428326368329,0.215203322708394,0.0176703696485415,0.699997167047097
"26",434143,0,0,0,0,0,0.00366300366300366,8.1079878688088e-06
"27",443,288,288,288,1328.30966514892,0.156987998451413,0.0177987174453606,0.277225420288781
"28",826,28,28,28,2.80771142603377,0.354497354497354,0.0175167439464194,0.00723733287599318
"29",677,100,100,100,160.015611354996,0.307474747474747,0.0177140996418105,0.0664442294305023
"30",804,70,70,70,104.257689420535,0.259213250517598,0.0176234287935726,0.0240975847163284
"31",197,298,298,298,818.187751712045,0.142860371048291,0.0177129460797083,0.557064114843059
"32",23,106,106,106,677.023031174265,0.302246181491464,0.0178103719224725,0.0968289372189652
"33",460,32,32,32,189.694386523388,0.362903225806452,0.0177395160764364,0.00272330363484274
"34",378767,106,106,106,188.758521419482,0.357951482479784,0.0176830061110389,0.0565538973846361
"35",832,62,62,62,85.6010073185271,0.317292437863564,0.0176028993010614,0.0133108203466314
"36",413,256,256,256,605.650559086182,0.177144607843137,0.0176784089431951,0.320710381996069
"37",412,122,122,122,932.633407581359,0.319468906652215,0.0178103719224725,0.0927194221837851
"38",1645,184,184,184,136.731594198012,0.232953195533381,0.0177279541158835,0.110305833566858
"39",177,112,112,112,114.410719726162,0.333333333333333,0.0176784089431951,0.0174442121420652
"40",379028,0,0,0,0,0,0.00366300366300366,8.1079878688088e-06
"41",379031,36,36,36,92.63048843869,0.431746031746032,0.0176956606596838,0.00449782013891534
"42",379033,26,26,26,54.6748496025667,0.344615384615385,0.0176508760545101,0.00162842546550861
"43",379041,16,16,16,431.435904779765,0.383333333333333,0.0177592060590232,0.000259443024738252
"44",379044,0,0,0,0,0,0.00366300366300366,8.1079878688088e-06
"45",760,154,154,154,437.407542447872,0.237840590781767,0.017749934742887,0.0654500072490178
"46",735,192,192,192,426.684131535733,0.24978184991274,0.0177661659046375,0.287008812119335
"47",1644,224,224,224,921.313492615184,0.197789878283152,0.0177708088331373,0.208834977921789
"48",189,198,198,198,423.629593880528,0.232066861508486,0.0177164072168306,0.309739141367324
"49",1439,66,66,66,208.363293922689,0.375757575757576,0.0176968119713728,0.0214850978059564
"50",379589,182,182,182,264.357473615907,0.248436646226701,0.0177071805221014,0.0529762652932325
"51",379590,122,122,122,456.819398012558,0.327868852459016,0.017797552836485,0.0408407040656957
"52",379591,22,22,22,6.77510503772113,0.45021645021645,0.0175280319628818,0.00568204698169683
"53",379593,118,118,118,229.922741914587,0.320730117340287,0.0176818565949425,0.0548935734315023
"54",193,190,190,190,527.894604696305,0.250069618490671,0.0177106394061727,0.269904877330207
"55",379605,30,30,30,132.106282616571,0.450574712643678,0.0176899063475546,0.00295298156320366
"56",185,172,172,172,433.760208023152,0.273493812049504,0.0176956606596838,0.211654297560473
"57",379606,20,20,20,10.3338432606128,0.442105263157895,0.0174953367209108,0.00164073464131938
"58",379607,124,124,124,220.666782316071,0.308943089430894,0.0176853055916775,0.0348842550710704
"59",379608,134,134,134,464.741588119158,0.306138480529682,0.0177719699444626,0.0312255963087043
"60",379609,42,42,42,47.4107932697315,0.429732868757259,0.0176611908317642,0.00271775036881497
"61",2393,26,26,26,13.6116733444288,0.418461538461538,0.0175415968012382,0.00608827521962965
"62",179,146,146,146,1116.64831517572,0.288899385923477,0.0178606605817848,0.0495374064764379
"63",182,190,190,190,970.169466403201,0.248955722639933,0.017833726724364,0.226205950542174
"64",659,246,246,246,388.477113731154,0.192002654720425,0.01769220762326,0.648676550908357
"65",234,168,168,168,314.252955888315,0.281579697747362,0.0177014187166471,0.208200380968821
"66",721,152,152,152,279.164832101405,0.274660160334611,0.0176623376623377,0.123794233044306
"67",2126,96,96,96,288.203468108697,0.383333333333333,0.0177175612298072,0.0236124446689218
"68",249,140,140,140,97.4176989995335,0.305652620760534,0.0176680740500162,0.0726266915518415
"69",724,138,138,138,182.602228925533,0.313128107479107,0.0176945094977882,0.0796462433939963
"70",379630,16,16,16,6.34609014699759,0.433333333333333,0.0175994823681656,0.00019035866680445
"71",379632,50,50,50,356.533821378398,0.445714285714286,0.0177476184262038,0.00357972677941047
"72",379633,12,12,12,0,0.454545454545455,0.0175563157555025,0.000401916388542878
"73",379634,112,112,112,1131.65714111948,0.364864864864865,0.0177998822066619,0.0168561092146741
"74",379635,142,142,142,290.069695462302,0.323843771850964,0.0177626853000718,0.0829241189516838
"75",379637,82,82,82,64.6782469138647,0.373381511592894,0.0176726658436749,0.0119046017878435
"76",1445,96,96,96,206.601345563704,0.374561403508772,0.017749934742887,0.0643746651183014
"77",379642,68,68,68,16.8072712658364,0.415276558384548,0.0176325683910281,0.0162458360559768
"78",2396,42,42,42,0.217532467532468,0.394889663182346,0.0175653858572812,0.00495031452879948
"79",446833,180,180,180,900.581820966825,0.262073246430788,0.0177894048397646,0.273931937054806
"80",1449,160,160,160,565.592836935735,0.269654088050314,0.0176968119713728,0.141804420654066
"81",693,176,176,176,1148.29185883839,0.265714285714286,0.0178033774054196,0.138955857961929
