"project","author"
1,12
5,2
8,28
9,0
21,0
27,0
35,0
37,9
40,0
41,0
42,16
46,7
51,14
53,0
61,15
63,31
64,1
66,0
68,0
69,3
75,0
76,0
82,0
83,7
94,16
95,0
96,0
100,0
103,8
104,11
105,0
109,5
116,3
120,0
126,19
135,0
138,0
142,10
145,3
147,0
154,0
156,0
160,6
161,1
172,0
173,5
175,0
184,0
189,0
191,0
197,12
204,0
206,0
208,0
217,0
218,0
219,14
221,0
229,0
237,6
240,0
241,1
249,0
