"","temp","degree_centralization","betweenness_centralization","closeness_centralization","eigenvector_centralization","global_clustcoeff","assortativity","diameter","avg_degree","modularity","density","avg_path_length","vertices","edges"
"3934","190_330_138",0.714285714285714,0.476190476190476,0.601851851851852,0.318765651616779,0.863013698630137,-0.0956521739130434,285,9,-0.013888888888889,1.28571428571429,1.35714285714286,8,36
"3935","190_330_139",0.785714285714286,0.523809523809524,0.62962962962963,0.321747001347374,0.845070422535211,-0.560878243512976,12369,8.5,-0.0363321799307958,1.21428571428571,1.39285714285714,8,34
"3936","190_330_14",1.77381648158971,0.112824257585046,0.534539813937139,0.689789655051746,0.679615888258402,-0.197975047829567,15,47.1186440677966,0.0580808446767766,0.81239041496201,1.66510812390415,59,1390
"3937","190_330_140",0.857142857142857,0.530612244897959,0.677777777777778,0.369485287914806,0.761904761904762,-0.591160220994475,10856,8,-0.0078125,1.14285714285714,1.42857142857143,8,32
"3938","190_330_141",0.857142857142857,0.6,0.7,0.378903476694739,0.769230769230769,-0.62962962962963,8292,6.85714285714286,0.0520833333333333,1.14285714285714,1.42857142857143,7,24
"3939","190_330_142",0.857142857142857,0.6,0.7,0.37890347669474,0.769230769230769,-0.62962962962963,6629,6.85714285714286,-0.03125,1.14285714285714,1.42857142857143,7,24
"3940","190_330_143",1.04761904761905,0.655555555555556,0.816111111111111,0.502465680884081,0.535714285714286,-0.702898550724637,5036,5.71428571428571,0.08,0.952380952380952,1.52380952380952,7,20
"3941","190_330_144",1.14285714285714,0.722222222222222,0.871111111111111,0.568998022125656,0.391304347826087,-0.6875,2760,5.14285714285714,0.0493827160493827,0.857142857142857,1.57142857142857,7,18
"3942","190_330_145",0.904761904761905,0.6,0.673015873015873,0.575431321796503,0.352941176470588,-0.6,2198,4.57142857142857,-0.03125,0.761904761904762,1.76190476190476,7,16
"3943","190_330_146",0.666666666666667,0.455555555555556,0.395191409897292,0.585080421290652,0.272727272727273,-0.491803278688525,1603,4,0.13265306122449,0.666666666666667,2.04761904761905,7,14
"3944","190_330_147",0.8,0.62,0.617775974025974,0.55009826501324,0.3,-0.679999999999999,903,4,0.166666666666667,0.8,1.73333333333333,6,12
"3945","190_330_148",0.7,0.333333333333333,0.298148148148148,0.609971171124655,0.6,-0.714285714285714,465,3.2,0,0.8,1.33333333333333,5,8
"3946","190_330_149",0.666666666666667,0.666666666666667,0.75,0.414956756686984,0.6,-0.714285714285714,10,4,0,1.33333333333333,1.33333333333333,4,8
"3947","190_330_15",1.74400935125658,0.114982136308057,0.536516561104941,0.685721090747833,0.679400625720402,-0.20668892752152,15,46.8474576271186,0.0583384469748536,0.807714786674459,1.66803039158387,59,1382
"3948","190_330_16",1.6296992481203,0.120137949557214,0.541846734461509,0.66518388097778,0.692597454483192,-0.200281228352343,15,46.7368421052632,0.0546650253857461,0.834586466165414,1.64724310776942,57,1332
"3949","190_330_17",1.67272727272727,0.131592551480373,0.564964340621538,0.668322883762766,0.70118605062843,-0.198549924144496,16,46,0.0520451564368659,0.836363636363636,1.64415584415584,56,1288
"3950","190_330_18",1.6974025974026,0.142682371825921,0.206324015120611,0.675236503976885,0.71362543908301,-0.191529846705025,28,44.6428571428571,0.0494912,0.811688311688312,1.64242424242424,56,1250
"3951","190_330_19",1.71649831649832,0.126070182897065,0.201298323896418,0.670016118237573,0.717330689633806,-0.184660805364809,16,45.3090909090909,0.0488188205467771,0.839057239057239,1.62683438155136,55,1246
"3952","190_330_2",1.96924603174603,0.09562197229025,0.60566506346967,0.702848496678506,0.643756558237146,-0.182741452605411,15,51.9375,0.0788699332861253,0.824404761904762,1.66468253968254,64,1662
