"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
7,97.5714,39,0,236,3,8,1089,613,0,18,48,48,48,54.0114630467571,0.455673758865248,0.0195939982347749,0.0101318099730862,2779
1,5,25,0,15,1,8,4572,3684,0,57,34,34,34,65.7,0.477718360071301,0.0196494954859267,0.00553581825315023,2780
56,1.375,1107,0,194,3,7,472760,301457,0,60,58,58,58,0,0.433151845130067,0.0190198766278273,0.944884532239498,2782
70,12.9714,134,0,24,2,9,40227,15028,0,61,52,52,52,0,0.464555052790347,0.019646017699115,0.408073863008561,2784
97,4.2887,202,0,154,1,10,56997,29751,0,63,34,34,34,6.52874975901292,0.481283422459893,0.019646017699115,0.0290362844894086,2785
10,70,68,0,63,2,8,16703,7175,0,62,54,54,54,21.8757355592327,0.441649196366177,0.0198002140563682,0.0100304862530723,2786
33,6.1818,89,0,35,3,6,17906,9227,0,68,50,50,50,0,0.468571428571429,0.0190361859029326,0.15402052410271,2787
67,177.0448,239,0,421,1,9,139906,89132,0,83,38,38,38,106.178295397413,0.452347083926031,0.0197896238188625,0.0170730349646132,2789
200,15.191,493,0,74,2,7,47087,31742,0,36,54,54,54,0,0.445842068483578,0.0194123819517314,0.0481901395705476,2792
1090,24.4463,2275,6,654,4,8,390354,289841,4,34,94,94,94,40.0198064866776,0.235186456188515,0.0199138858988159,0.67735078952587,2793
74,7.8108,274,0,82,3,10,72793,47428,0,33,54,54,54,0,0.437456324248777,0.0190296588376479,0.134907863832861,2794
14,1.9286,22,0,31,3,7,1627,506,0,32,40,40,40,58.6663307969785,0.471794871794872,0.0198462363668872,0.00151095584663447,2795
7,0.1429,31,0,117,2,7,969,611,0,46,60,60,60,49.5738520109907,0.40225988700565,0.0198249687444186,0.0025167789883301,2796
21,2.7143,34,148,13,4,6,1065,285,136,47,58,58,58,47.1602874369993,0.284331518451301,0.0198675496688742,0.000256363781776909,2802
2,50.5,8,9,29,4,9,151,32,9,106,10,10,10,11.0612828691776,0.4,0.0198320528854744,7.11995599274101e-05,2812
2,13,6,26,100,11,6,666,48,0,74,12,12,12,1.63338493292054,0.363636363636364,0.0197684772929653,2.94822262146107e-05,2813
6,10.8333,7,78,0,1,8,14354,20,71,85,4,4,4,0,0.333333333333333,0.0190852819807428,7.65233218301612e-06,2819
2,0,9,15,38,2,9,589,340,14,11,28,28,28,6.25749416275732,0.253968253968254,0.0197088068181818,0.000353008164766825,2833
3,2.3333,42,144,72,4,7,13587,6706,132,105,44,44,44,32.7280767478136,0.236786469344609,0.0198037466547725,0.0098577804705847,2836
61,4.1803,207,265,198,1,7,16533,4795,234,86,32,32,32,0.2,0.298387096774194,0.0193886462882096,0.050506401118285,2844
26,4.3462,43,312,23,3,9,5338,858,269,88,36,36,36,65.1197290808706,0.374603174603175,0.01988534575421,5.66464709585046e-05,2846
0,0,1,1,0,3,9,886,676,0,39,6,6,6,6.79407203907204,0.133333333333333,0.0197649572649573,1.0307676857352e-05,2852
1,0,3,0,0,1,6,329,222,0,100,18,18,18,0,0.274509803921569,0.01952163207879,0.00175097853781469,2857
0,0,2,10,116,4,6,12,0,5,80,8,8,8,62.6915792918149,0.428571428571429,0.0198426885949231,3.01009791496416e-06,2858
1,4,3,11,6,1,6,532,53,11,101,26,26,26,15.9736710234714,0.393846153846154,0.0198320528854744,4.42854949632159e-05,2860
1,0,1,1,0,3,10,18,2,0,103,4,4,4,0,0.333333333333333,0.0197719985749911,0,2875
43,1.3953,0,0,2,5,8,0,0,0,22,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,3107
1,8,4,29,0,2,0,241,60,26,109,36,36,36,1.80085164835165,0.361904761904762,0.0197333333333333,5.40644022877808e-05,64670
1,0,1,10,1,3,0,33,1,10,108,8,8,8,12.923038828302,0.428571428571429,0.0197228144989339,2.05934687078814e-05,309806
1,0,2,11,9,3,0,2,15,7,110,14,14,14,16.2898458448186,0.43956043956044,0.0198533357181184,8.32542585941083e-06,378228
2092,21.5908,0,0,0,13,0,0,0,0,48,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,378243
8,0.125,0,0,155,4,0,0,0,0,12,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,379795
1,0,0,0,49,3,0,0,0,0,15,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,379909
0,0,0,0,33,2,0,0,0,0,16,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,379951
2,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,380016
1,204,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,380197
0,0,0,0,34,2,0,0,0,0,23,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,381658
104,27.5481,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,381967
1,0,0,0,7,1,0,0,0,0,49,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,387129
24,20.0833,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,391952
8,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,391953
3,16.6667,0,0,14,2,0,0,0,0,67,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,391972
18,0,0,0,15,2,0,0,0,0,64,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,391977
2,0,0,0,4,2,0,0,0,0,65,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,391979
3,0,0,0,10,2,0,0,0,0,70,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,398335
0,0,0,0,30,1,0,0,0,0,72,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,398953
0,0,0,5,22,2,0,0,0,0,73,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,399109
1,0,0,0,31,2,0,0,0,0,75,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,400259
5,0,0,0,0,1,0,0,0,0,76,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,404097
8,39.375,0,0,1,2,0,0,0,0,77,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,410508
137,23.6642,0,0,12,2,0,0,0,0,78,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,410684
1,0,0,0,0,1,0,0,0,0,79,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,411260
584,25.3664,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,412675
1,7,0,0,0,1,0,0,0,0,82,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,413978
11,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,422572
2,0,0,11,0,2,0,0,0,7,91,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,426907
61,8.5246,0,0,0,1,0,0,0,0,93,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,427228
6,0,0,0,5,1,0,0,0,0,94,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,427468
5,0,0,0,0,1,0,0,0,0,95,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,427546
28,0,0,0,0,1,0,0,0,0,96,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,427876
0,0,0,0,0,2,0,0,0,0,97,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,428113
22,0.0455,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,428729
1,0,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,428736
0,0,0,4,0,2,0,0,0,0,102,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,429382
0,0,0,0,0,1,0,0,0,0,104,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,432588
1,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,432797
1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,434144
1,1792,0,6,0,1,0,0,0,6,111,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,444193
1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,447097
0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,447157
0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,448212
1,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,448844
18,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,452199
1,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0.00892857142857143,7.12370873878717e-05,452230
