"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
17,15.6471,1922,9,2,5,10,1404472,1044558,9,4,60,60,60,0,0.0203389830508475,0.129411764705882,1,104
7,106.4286,283,0,26,7,7,69599,97018,0,3,52,52,52,0,0.0271493212669683,0.120879120879121,0.359027203627719,106
0,0,227,0,3,2,7,16530,19049,0,9,36,36,36,0.8,0.0476190476190476,0.132530120481928,0.0496512587683271,107
5,0,114,0,3,4,8,39591,20196,0,10,44,44,44,15.8,0.0380549682875264,0.150684931506849,0.104720960215436,108
7,42,190,0,2,2,9,73244,38751,0,6,46,46,46,0,0.0289855072463768,0.126436781609195,0.473621116862049,315
0,0,14,0,0,1,9,5994,6463,0,8,22,22,22,0,0.12987012987013,0.129411764705882,0.0113308070551458,316
1,144,26,0,1,1,6,8289,4639,0,1,14,14,14,0,0.131868131868132,0.0814814814814815,0.00161036428377161,317
2,186.5,276,11,1,4,7,754372,704370,11,11,50,50,50,10,0.0293877551020408,0.146666666666667,0.604712092385747,576
0,0,0,0,0,1,7,0,0,0,12,0,0,0,0,0,0.0833333333333333,0.000157062265308079,3234
53,16.3774,0,0,0,13,0,0,0,0,5,0,0,0,0,0,0.0833333333333333,0.000157062265308079,378243
1,101,0,0,1,3,0,0,0,0,7,0,0,0,0,0,0.0833333333333333,0.000157062265308079,382301
1,158,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0833333333333333,0.000157062265308079,382974
