"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
3,0,2,0,0,7,9,10,2,0,4,0,0,0,0,0,0.0526315789473684,0.00475575987017863,273
3,0,22,1,0,4,6,2050,1693,1,3,10,10,10,0,0.266666666666667,0.0277349768875193,0.11231032498675,411
47,72.4043,835,1,0,2,7,62697,31633,0,5,14,14,14,0,0.021978021978022,0.024896265560166,0.028163233115052,412
17,4.8,3200,89,0,4,7,491956,410253,74,17,30,30,30,4,0.032183908045977,0.0324324324324324,1,589
6,21.3333,208,3,0,13,8,41449,19911,3,2,14,14,14,6,0.153846153846154,0.0325497287522604,0.32909453097762,670
1,47,0,0,0,3,10,0,0,0,6,0,0,0,0,0,0.0526315789473684,0.00475575987017863,721
2,0,0,0,0,2,10,0,0,0,7,0,0,0,0,0,0.0526315789473684,0.00475575987017863,765
1,0,0,0,0,1,7,0,0,0,8,0,0,0,0,0,0.0526315789473684,0.00475575987017863,829
28,6.1071,112,16,0,1,6,21425,30470,15,9,10,10,10,0,0.266666666666667,0.0261248185776488,0.196382213109412,1569
1,7,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.00475575987017863,2282
0,0,69,0,0,4,9,4786,1374,0,18,10,10,10,7,0.266666666666667,0.0325497287522604,0.0860852537664253,2542
0,0,0,0,0,2,9,0,0,0,19,0,0,0,0,0,0.0526315789473684,0.00475575987017863,3082
0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0.0526315789473684,0.00475575987017863,378243
2,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0.0526315789473684,0.00475575987017863,382758
1117,55.6957,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0.0526315789473684,0.00475575987017863,432600
5,302.4,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0.0526315789473684,0.00475575987017863,432620
1,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0.0526315789473684,0.00475575987017863,432896
6,310.1667,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.0526315789473684,0.00475575987017863,433641
1,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0.0526315789473684,0.00475575987017863,433973
