"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
1,33,1,5,0,4,9,1934,394,3,43,22,22,22,5.74189144189144,0.432900432900433,0.0238095238095238,0.00293929937318126,3214
1,48,3,0,0,2,10,15,34,0,64,14,14,14,74.7197598411221,0.32967032967033,0.0239792611795204,0.000154176301397511,3360
2,0.5,21,38,0,3,0,1908,111,38,61,32,32,32,28.5038450111979,0.407258064516129,0.0239404723390489,0.00139809035685126,64715
28,63.4286,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,378243
0,0,0,9,0,2,0,0,0,9,75,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,381076
0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385409
0,0,0,5,0,2,0,0,0,5,11,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385410
0,0,0,8,0,2,0,0,0,8,24,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385418
0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385421
0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385422
1,0,0,0,0,2,0,0,0,0,60,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385425
0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385431
0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385479
0,0,0,0,0,3,0,0,0,0,37,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,385766
0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,396936
0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,396964
1,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,396965
0,0,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,396966
3,0.3333,0,18,0,1,0,0,0,18,45,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,396973
1,0,0,0,0,2,0,0,0,0,57,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407215
1,0,0,0,0,2,0,0,0,0,72,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407715
0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407725
0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407727
0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407731
0,0,0,0,0,1,0,0,0,0,51,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407735
0,0,0,0,0,1,0,0,0,0,53,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407745
1,7,0,31,0,1,0,0,0,27,54,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,407746
0,0,0,0,0,2,0,0,0,0,74,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,431712
0,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,431713
0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,431826
2,0,0,0,0,2,0,0,0,0,58,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,432315
0,0,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,432421
1,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,434643
0,0,0,0,0,1,0,0,0,0,67,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,434740
1,5,2,2,0,1,0,55,4,2,71,4,4,4,0.502620186830713,0.333333333333333,0.0236724248240563,6.51765706538041e-05,443759
2,1.5,0,10,0,1,0,0,0,9,63,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,446155
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,447467
2,0,0,24,0,0,0,0,0,23,15,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,447468
0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,447470
0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,447472
0,0,0,50,0,0,0,0,0,42,46,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,448572
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,452635
