"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
2,0.5,0,0,0,1,7,0,0,0,3,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,167
3,4.3333,141,462,4,2,7,56108,19798,449,27,56,56,56,43.874208539998,0.207792207792208,0.0239948119325551,0.0593427260783249,536
0,0,0,0,0,2,8,0,0,0,1,0,0,0,0,0,0.0133333333333333,4.1639943057496e-07,826
1,73,2,8,0,3,10,59,25,8,65,2,2,2,0,0,0.0228818800247372,0.000101899963236921,889
11,0.2727,870,224,6,3,10,886417,289476,200,59,84,84,84,58.6625480814335,0.140562248995984,0.0238555770470664,0.467824874298409,2038
4,228,667,1469,0,3,6,83032,37274,1368,20,128,128,128,62.6735375563549,0.0588090551181102,0.0240025948751216,0.364544503485699,2039
4,1,272,172,11,2,9,83787,34247,154,22,56,56,56,20.6588395780346,0.248051948051948,0.0238632699129313,0.199471625374552,2040
1,1,754,28,2,4,10,73186,36755,25,2,60,60,60,36.7588684105712,0.218079096045198,0.0239482200647249,0.487272620916336,2041
0,0,778,348,2,1,10,803471,736263,327,4,112,112,112,23.4091153256788,0.055984555984556,0.0238940910558605,1,2042
1,1,307,112,0,3,8,71621,17274,101,25,98,98,98,77.1576371770644,0.0841573742899221,0.0240103828682674,0.21670456406408,2043
1,7,489,821,2,1,10,24577,25440,791,5,66,66,66,57.9077429106841,0.202331002331002,0.0238786705388835,0.504216446701799,2046
0,0,162,577,0,1,8,16489,9544,536,47,58,58,58,35.7159126133584,0.251663641863279,0.0239327296248383,0.0289877140881422,2050
1,0,61,12,0,1,6,1848,562,12,12,38,38,38,8.56065776328934,0.284495021337127,0.0239095315024233,0.0374573738865971,3182
0,0,35,0,0,1,9,960,102,0,44,32,32,32,17.4627872127872,0.286290322580645,0.0238325281803543,0.024403738569238,3183
3,0,518,227,0,3,9,57895,99460,223,14,62,62,62,37.1485452456041,0.222104706504495,0.0239018087855297,0.467215152074346,3184
5,5,30,35,0,3,8,6351,2416,35,17,36,36,36,20.5562409211016,0.33968253968254,0.0238863783085862,0.0068402234860991,3185
0,0,34,60,0,3,7,827,327,54,13,50,50,50,35.792153675358,0.267755102040816,0.0239559728067336,0.00602781424694943,3186
0,0,27,26,0,1,9,1550,803,21,18,20,20,20,0,0.378947368421053,0.0236270753512133,0.00450256575842786,3187
3,0.3333,4,3,0,1,7,43,2,3,32,16,16,16,26.8239039082692,0.35,0.0238863783085862,0.000252586510614785,3188
1,3,26,32,0,2,7,1521,863,25,16,46,46,46,1.23174603174603,0.106280193236715,0.0238095238095238,0.00821401933476988,3191
0,0,5,8,0,1,9,649,263,8,19,32,32,32,5.25714285714286,0.358870967741935,0.0237483953786906,0.00249685123776337,3192
1,42,2,0,0,2,8,231,7,0,70,22,22,22,1.23921568627451,0.303030303030303,0.0236951649055395,0.00214647186724706,3193
4,2.75,15,0,0,3,6,2758,463,0,26,32,32,32,39.363921046274,0.290322580645161,0.0238786705388835,0.00257488916896438,3195
1,0,211,309,2,3,7,25643,15482,210,42,50,50,50,10.570098932715,0.313469387755102,0.0238863783085862,0.127303489945109,3197
1,14,2,0,0,1,8,725,94,0,33,18,18,18,0,0.366013071895425,0.0232266164469554,0.0048302728736017,3198
1,0,16,3,1,1,6,356,50,3,21,26,26,26,36.237432441999,0.393846153846154,0.0239559728067336,0.00179978859316592,3200
1,0,1,0,0,2,7,34,16,0,73,16,16,16,6.00749967266995,0.35,0.0239095315024233,0.00059666751658465,3201
4,0.75,26,59,0,4,6,2644,317,56,31,34,34,34,54.0736646738195,0.35650623885918,0.0239714933592485,0.00146223323542408,3202
1,0,5,4,52,1,8,212,5,4,7,14,14,14,0,0.43956043956044,0.0235743867473718,0.0002208056265226,3204
0,0,5,12,0,3,10,588,227,12,23,32,32,32,8.77961168518444,0.42741935483871,0.0239018087855297,0.00382446421599375,3205
1,0,8,9,1,4,8,689,214,9,62,28,28,28,37.5632244604381,0.412698412698413,0.0239482200647249,0.000835008370042243,3209
0,0,1,0,0,1,6,12,4,0,9,8,8,8,7.36217158314682,0.428571428571429,0.0238940910558605,8.09638346591676e-05,3212
1,219,6,12,0,1,10,4407,479,1,52,24,24,24,4.01900660399112,0.420289855072464,0.0238325281803543,0.00119949307958287,3213
