"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,0,0,119,2,0,0,0,0,19,0,0,0,0,0,0.00819672131147541,0.00244670179973012,384661
0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0.00819672131147541,0.00244670179973012,384683
4,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.00819672131147541,0.00244670179973012,384687
1,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385166
0,0,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385174
147,2.0952,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385549
0,0,0,0,0,1,0,0,0,0,31,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385551
11,2.5455,0,0,34,1,0,0,0,0,32,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385555
2,3,0,0,0,4,0,0,0,0,35,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385557
5,34.6,0,0,6,1,0,0,0,0,39,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385559
10,1.3,0,0,68,1,0,0,0,0,40,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385560
151,9.8013,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385561
0,0,0,0,19,1,0,0,0,0,43,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385562
5,8.4,0,0,0,1,0,0,0,0,46,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385565
0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385568
0,0,0,0,305,1,0,0,0,0,51,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385573
18,80.4444,0,0,44,1,0,0,0,0,52,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385575
0,0,0,0,2,1,0,0,0,0,53,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385576
3,0,0,0,37,2,0,0,0,0,55,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385592
62,5.9032,0,0,176,1,0,0,0,0,56,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385602
0,0,0,0,0,1,0,0,0,0,57,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385603
109,1.0734,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385605
325,24.3046,0,0,0,1,0,0,0,0,59,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385609
17,89.1765,0,0,47,1,0,0,0,0,60,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385610
111,25.1892,0,0,267,1,0,0,0,0,61,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385611
167,6.7425,0,0,323,1,0,0,0,0,62,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385612
18,50.6111,0,0,12,1,0,0,0,0,63,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385613
0,0,0,0,3,2,0,0,0,0,65,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385618
0,0,0,0,11,1,0,0,0,0,66,0,0,0,0,0,0.00819672131147541,0.00244670179973012,385634
15,0,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0.00819672131147541,0.00244670179973012,386297
51,35.0392,0,0,0,1,0,0,0,0,71,0,0,0,0,0,0.00819672131147541,0.00244670179973012,389608
64,24.1587,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0.00819672131147541,0.00244670179973012,389641
0,0,0,0,0,1,0,0,0,0,74,0,0,0,0,0,0.00819672131147541,0.00244670179973012,389673
1,0,0,0,0,1,0,0,0,0,75,0,0,0,0,0,0.00819672131147541,0.00244670179973012,389684
12,1.0833,0,0,0,1,0,0,0,0,79,0,0,0,0,0,0.00819672131147541,0.00244670179973012,395667
113,17.177,0,0,181,1,0,0,0,0,80,0,0,0,0,0,0.00819672131147541,0.00244670179973012,396989
2,18,0,0,1,1,0,0,0,0,82,0,0,0,0,0,0.00819672131147541,0.00244670179973012,397038
131,26.2061,0,0,100,1,0,0,0,0,83,0,0,0,0,0,0.00819672131147541,0.00244670179973012,397039
0,0,0,0,0,1,0,0,0,0,84,0,0,0,0,0,0.00819672131147541,0.00244670179973012,398967
0,0,0,0,18,1,0,0,0,0,88,0,0,0,0,0,0.00819672131147541,0.00244670179973012,407816
67,2.3881,0,0,138,1,0,0,0,0,89,0,0,0,0,0,0.00819672131147541,0.00244670179973012,407818
59,41.6271,0,0,91,1,0,0,0,0,90,0,0,0,0,0,0.00819672131147541,0.00244670179973012,407886
0,0,0,0,64,2,0,0,0,0,91,0,0,0,0,0,0.00819672131147541,0.00244670179973012,407887
10,108.5,0,0,9,1,0,0,0,0,94,0,0,0,0,0,0.00819672131147541,0.00244670179973012,407975
0,0,0,0,0,1,0,0,0,0,95,0,0,0,0,0,0.00819672131147541,0.00244670179973012,407988
1,0,0,0,0,1,0,0,0,0,96,0,0,0,0,0,0.00819672131147541,0.00244670179973012,408106
37,20.4054,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0.00819672131147541,0.00244670179973012,408303
51,25.9412,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0.00819672131147541,0.00244670179973012,408331
1,0,0,0,0,1,0,0,0,0,102,0,0,0,0,0,0.00819672131147541,0.00244670179973012,408394
10,0.1,0,0,0,2,0,0,0,0,103,0,0,0,0,0,0.00819672131147541,0.00244670179973012,408405
3,0,0,0,0,1,0,0,0,0,105,0,0,0,0,0,0.00819672131147541,0.00244670179973012,408452
0,0,0,0,0,1,0,0,0,0,111,0,0,0,0,0,0.00819672131147541,0.00244670179973012,409735
5,10.6,0,0,3,2,0,0,0,0,119,0,0,0,0,0,0.00819672131147541,0.00244670179973012,432367
42,0,0,0,0,1,0,0,0,0,115,0,0,0,0,0,0.00819672131147541,0.00244670179973012,433228
18,0,0,0,0,1,0,0,0,0,117,0,0,0,0,0,0.00819672131147541,0.00244670179973012,433365
0,0,0,0,0,1,0,0,0,0,118,0,0,0,0,0,0.00819672131147541,0.00244670179973012,433366
0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,0.00819672131147541,0.00244670179973012,433601
5,0,0,0,0,1,0,0,0,0,121,0,0,0,0,0,0.00819672131147541,0.00244670179973012,433604
12,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0.00819672131147541,0.00244670179973012,433644
40,0,130,0,0,2,0,7053,3887,0,122,66,66,66,0.262387387387387,0.100699300699301,0.0110482103725347,0.0043212478706996,443878
66,8.2576,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447368
1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447446
258,9.9845,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447483
11,138.1818,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447484
403,0.9355,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447486
29,8.4138,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447496
86,0.1744,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447615
1,37,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0.00819672131147541,0.00244670179973012,447928
6,8,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0.00819672131147541,0.00244670179973012,448097
0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0.00819672131147541,0.00244670179973012,448565
0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0.00819672131147541,0.00244670179973012,448581
4,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0.00819672131147541,0.00244670179973012,449790
33,51.5455,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0.00819672131147541,0.00244670179973012,449799
12,0.9167,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.00819672131147541,0.00244670179973012,449896
56,1.3036,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0.00819672131147541,0.00244670179973012,449909
1,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0.00819672131147541,0.00244670179973012,449919
1,806,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0.00819672131147541,0.00244670179973012,450062
0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0.00819672131147541,0.00244670179973012,450113
