"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
1,0,0,0,75,6,6,0,0,0,26,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,24
1,0,0,0,9,1,10,0,0,0,38,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,26
8,0,0,0,5,2,6,0,0,0,17,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,177
1,0,12,5,1,3,7,7035,6767,4,15,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,197
20,7.55,65,250,65,3,6,6194,2505,195,8,50,50,50,19.6027255898224,0.0587755102040816,0.0173933209647495,0.00417147709659597,199
1,1,2,1,0,2,9,77,41,0,11,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,258
7,27.5714,4,6,120,7,9,25,33,6,13,10,10,10,0,0.133333333333333,0.0173490631505899,0.000117151236701616,273
3,0,5,16,0,5,8,136,77,4,2,12,12,12,16.1708957708958,0.303030303030303,0.0174216027874564,0.000114816462321316,276
1,20,0,0,8,2,7,0,0,0,12,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,319
10,28.8,2,0,51,1,7,16,13,0,48,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,341
46,10.8667,64,0,141,3,6,13854,1151,0,50,20,20,20,18.0666666666667,0.294736842105263,0.0173330251906633,0.02776722376254,388
388,24.4651,1572,1,469,4,6,235693,372222,1,10,62,62,62,37.7111109320787,0.0645161290322581,0.0174337517433752,1,411
141,41.2302,1283,1,191,2,7,122461,66561,0,16,24,24,24,11.542982823628,0.202898550724638,0.0174013921113689,0.406627737112389,412
2,1,884,23,272,6,8,103709,67322,23,72,34,34,34,0.75,0.142602495543672,0.0173330251906633,0.626132112294105,417
3,211.6667,20,0,0,2,7,49273,1096,0,28,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,430
2,0,0,0,0,1,10,0,0,0,14,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,443
2,1.5,5,2,60,6,9,713,75,1,6,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,526
22,22.2727,50,0,7,4,10,17163,1886,0,1,10,10,10,0,0.444444444444444,0.0171900068760028,0.0022351459359443,527
1,0,17,29,3,5,8,404,1560,20,9,20,20,20,0,0.2,0.0173210161662818,0.000646550906817775,587
33,10.9394,3934,171,1371,4,7,593566,472249,133,73,24,24,24,4.32359307359307,0.130434782608696,0.0173812282734647,0.00108658097797092,589
