"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
372,36.7832,1962,111,1642,13,8,3348838,2320345,100,7,138,138,138,79.0658570819861,0.0126943827356395,0.0174581005586592,0.93188176607926,670
1,0,0,0,0,2,8,0,0,0,21,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,693
1,47,0,0,0,3,10,0,0,0,18,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,721
33,111.5758,199,0,58,2,10,46795,26668,0,30,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,765
30,13.3,33,0,37,2,8,5475,1341,0,4,44,44,44,27.9307359307359,0.0782241014799154,0.0174216027874564,0.00181579193459414,808
1,0,0,0,0,1,7,0,0,0,31,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,829
0,0,0,0,0,1,9,0,0,0,55,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,1120
26,102.8,77,27,26,4,6,35286,37872,26,5,24,24,24,2.64285714285714,0.173913043478261,0.0173570932654478,0.000870530387707713,1307
4,0.75,93,0,175,4,6,19902,7103,0,27,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,1401
49,42,16,0,13,4,7,5477,1896,0,52,20,20,20,12.7571428571429,0.157894736842105,0.0173611111111111,0.00628937130452571,1404
14,35.2857,201,0,43,1,7,92160,1724,0,47,14,14,14,0,0.32967032967033,0.0172970479704797,0.0901667457881993,1407
1,0,0,0,0,4,8,0,0,0,20,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,1449
2,37.5,0,0,4,2,8,0,0,0,61,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,1460
32,5.3438,123,16,0,1,6,23377,32039,15,34,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,1569
0,0,7,18,0,1,6,452,28,17,71,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,2076
1,0,0,0,2,3,7,0,0,0,19,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,2126
2,0,2,8,0,3,8,140,42,8,51,6,6,6,19.104457191554,0.4,0.0174094707520891,1.74847160149546e-05,2245
3,46,0,0,61,3,7,0,0,0,3,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,2282
0,0,173,2,9,4,9,14034,7687,2,75,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,2542
11,3.9091,30,0,29,2,8,12471,7559,0,59,16,16,16,19.3760019550342,0.333333333333333,0.0173691523853636,0.0851623689502041,2972
1,0,1,0,74,2,6,393,46,0,54,4,4,4,5.6969696969697,0.333333333333333,0.0174013921113689,1.62120985758824e-05,2977
1,0,4,0,0,2,8,149,71,0,53,14,14,14,0,0.21978021978022,0.0173852573018081,0.00029951074543477,2978
8,33.875,13,5,0,1,6,2553,531,3,70,14,14,14,1.88311688311688,0.395604395604396,0.0173933209647495,0.000844308298280441,2986
75,35.5467,15,0,29,5,6,1570,252,0,46,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,3071
2,0,1,0,348,7,6,562,273,0,39,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,3080
0,0,2,3,0,2,9,6,5,3,76,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,3082
63,33.6667,0,0,0,13,0,0,0,0,40,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,378243
7,121,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,379675
46,20.6957,0,0,32,6,0,0,0,0,23,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,379690
2,67.5,0,0,6,1,0,0,0,0,29,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,380118
17,0,0,0,31,1,0,0,0,0,32,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,381082
114,28.4298,0,0,0,2,0,0,0,0,33,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,381084
26,1.0769,0,0,4,1,0,0,0,0,35,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,381114
1,0,0,0,17,2,0,0,0,0,37,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,381295
24,10.9091,0,0,22,2,0,0,0,0,44,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,382758
1,15,0,0,10,1,0,0,0,0,45,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,382814
32,10.625,0,0,0,2,0,0,0,0,49,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,383631
1,0,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,389171
4,0.25,0,0,34,1,0,0,0,0,60,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,389186
1,13,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,395937
5,20,0,0,0,2,0,0,0,0,63,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,395939
27,17.6,0,0,17,1,0,0,0,0,64,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,395960
1,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,401620
1,0,0,0,0,2,0,0,0,0,67,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,404802
135,8.2074,0,0,0,2,0,0,0,0,68,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,405723
1,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,432588
0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,432589
1133,55.1989,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,432600
424,41.0591,0,0,0,1,0,0,0,0,43,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,432620
16,41.875,0,0,0,1,0,0,0,0,74,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,432641
82,8.3704,0,0,0,1,0,0,0,0,65,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,432896
1,394,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,433146
12,155.8333,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,433641
33,36.8182,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,433703
551,20.5519,0,0,0,1,0,0,0,0,57,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,433973
12,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0.0131578947368421,1.08597844731666e-07,434003
