"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
4,12.25,70,0,1,2,7,22698,11791,0,9,14,14,14,0,0.021978021978022,0.112359550561798,1,160
0,0,2,0,4,1,8,61,312,0,7,4,4,4,2,0.333333333333333,0.114942528735632,0.0213478368408825,161
0,0,3,0,18,4,10,3,3852,0,4,6,6,6,2,0.266666666666667,0.114942528735632,0.0651927600218625,165
68,47.3485,380,0,16,1,7,123515,120368,0,6,8,8,8,0,0.142857142857143,0.099009900990099,0.979096602527165,167
0,0,0,0,11,3,10,0,0,0,3,0,0,0,0,0,0.0909090909090909,0.00783775021270968,393
0,0,0,0,0,1,6,0,0,0,5,0,0,0,0,0,0.0909090909090909,0.00783775021270968,2202
3,16.6667,0,0,0,13,0,0,0,0,11,0,0,0,0,0,0.0909090909090909,0.00783775021270968,378243
0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0.0909090909090909,0.00783775021270968,378323
0,0,0,0,34,2,0,0,0,0,2,0,0,0,0,0,0.0909090909090909,0.00783775021270968,381933
0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0.0909090909090909,0.00783775021270968,382556
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0909090909090909,0.00783775021270968,447831
