"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
323,4.2012,1471,0,89,3,10,772806,532622,0,1,4,4,4,0,0,0.0833333333333333,1,1386
0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0.0833333333333333,0.0378552604544306,378243
2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0.0833333333333333,0.0378552604544306,378843
0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,0.0833333333333333,0.0378552604544306,378870
2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0.0833333333333333,0.0378552604544306,390242
0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0.0833333333333333,0.0378552604544306,390782
1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0.0833333333333333,0.0378552604544306,390783
0,0,0,0,2,3,0,0,0,0,8,0,0,0,0,0,0.0833333333333333,0.0378552604544306,390809
2,82.5,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0.0833333333333333,0.0378552604544306,390815
1,26,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0.0833333333333333,0.0378552604544306,413547
0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0.0833333333333333,0.0378552604544306,432162
1,39,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0.0833333333333333,0.0378552604544306,432389
