"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
26,17.6923,132,663,7,3,6,10350,2562,591,4,28,28,28,0,0.296296296296296,0.0861244019138756,0.652992249060462,415
106,4.0189,341,772,195,4,10,160266,126674,694,1,30,30,30,0,0.271264367816092,0.105263157894737,1,527
6,3.5,56,655,17,4,7,2423,4949,587,17,28,28,28,1,0.301587301587302,0.126760563380282,0.600726020060763,543
15,28.3333,92,77,36,2,9,36684,23836,70,6,10,10,10,0,0.444444444444444,0.0608108108108108,0.136775521118175,678
2,3,13,2,95,4,6,185,153,1,9,8,8,8,9.8,0.428571428571429,0.137404580152672,0.00692570508400973,679
10,11.6,67,0,66,1,9,5170,3265,0,10,26,26,26,4.58333333333333,0.326153846153846,0.130434782608696,0.580770646399748,682
16,4.2667,23,330,30,3,8,12927,2841,293,8,28,28,28,40.8166666666667,0.301587301587302,0.148760330578512,0.15090354049171,683
4,0,4,0,0,3,6,215,16,0,7,20,20,20,16,0.431578947368421,0.138461538461538,0.037907432691271,818
2,0,5,0,21,2,9,115,32,0,13,12,12,12,21.1166666666667,0.454545454545455,0.145161290322581,0.023347157752371,1525
1,0,1,0,0,2,6,85,1,0,12,18,18,18,0,0.470588235294118,0.131386861313869,0.0246355747908854,1527
1,0,2,52,0,1,10,56,8,35,15,6,6,6,14,0.4,0.125874125874126,0.00183437971099908,1529
3,81.3333,4,41,0,1,6,323,156,39,5,10,10,10,0,0.444444444444444,0.128571428571429,0.0181771273005573,1533
2,0,4,15,0,2,9,87,17,9,18,12,12,12,11.05,0.454545454545455,0.134328358208955,0.00472667656167866,1534
1,0,2,2,0,1,9,2,2,2,11,18,18,18,7.15,0.470588235294118,0.138461538461538,0.0147554821158937,1558
1,25,0,0,0,1,8,0,0,0,14,0,0,0,0,0,0.0526315789473684,0.00264323194126836,2678
1,0,1,2,0,2,0,101,0,2,16,18,18,18,10.15,0.470588235294118,0.141732283464567,0.0138233504870861,298233
81,8.6329,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0.0526315789473684,0.00264323194126836,378235
9,38.2222,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0.0526315789473684,0.00264323194126836,378243
5,22.8,7,67,0,2,0,1575,87,65,19,24,24,24,26,0.340579710144928,0.137404580152672,0.109306120951153,443877
