"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
6,19.6667,22,14,1,3,6,2358,1710,14,7,44,44,44,4.78333333333333,0.19661733615222,0.01262472001629,0.0326423317552533,671
8,90.125,197,204,16,5,7,11285,4164,175,18,98,98,98,65.8267553140275,0.0887860298758679,0.0126491890237682,0.240860218111812,677
19,57.4737,12,0,0,2,8,56,24,0,51,6,6,6,0,0.4,0.0125901106711341,6.82322604605785e-05,693
165,174.4286,188,0,19,3,10,21940,10979,0,43,76,76,76,25.0028486440548,0.152280701754386,0.0126453191923312,0.466365892189551,721
272,41.059,352,0,15,3,9,33919,19862,0,45,16,16,16,0,0.383333333333333,0.0121699872411424,0.156841627226181,724
2,0,29,0,36,3,7,4248,3037,0,29,4,4,4,0,0.333333333333333,0.0122845254606697,0.00589190728039112,735
80,157.2125,60,0,6,4,6,4636,2628,0,87,22,22,22,29.6388057766548,0.329004329004329,0.0126569357966725,0.0452624425382614,738
30,112.0333,371,0,7,1,7,65972,26285,0,74,18,18,18,0,0.274509803921569,0.0126311500458389,0.0510375601143656,743
4,7.5,458,0,0,3,8,76909,55744,0,75,10,10,10,0,0.355555555555556,0.0124037211163349,0.00086689441405317,750
54,115.9259,280,0,71,3,6,47073,7759,0,12,76,76,76,0.355555555555556,0.112280701754386,0.012619580704254,0.503135293969416,756
142,3.4718,273,2,10,4,8,139591,69589,2,6,36,36,36,12.4768054933572,0.107936507936508,0.0126427406199021,0.162152896562953,758
198,43.1515,355,16,132,1,6,32049,13450,12,28,54,54,54,158.188360627915,0.0908455625436757,0.0126685737637924,0.315958196039827,760
21,112.8571,570,0,118,2,10,60606,32727,0,71,158,158,158,12.886427619436,0.0351527856163831,0.012646608873024,0.732638673552928,765
10,15.5,98,0,1,4,10,11496,4186,0,98,56,56,56,5.37288169147925,0.118181818181818,0.0126362987873229,0.106332159082325,771
2,0,21,40,7,3,9,827,352,37,19,52,52,52,15.1655820974969,0.200603318250377,0.0126633986928105,0.033283819021346,804
0,0,5,9,0,2,10,28,5,0,115,46,46,46,50.6514969926135,0.228019323671498,0.0126530612244898,0.00680478200685336,823
0,0,55,139,0,2,10,9316,13944,128,108,46,46,46,0,0.21256038647343,0.0126157289653067,0.0820140621692295,824
1,0,11,24,0,1,8,187,34,21,21,44,44,44,46.25,0.224101479915433,0.0126362987873229,0.00693246650901593,832
0,0,1,0,0,2,10,1,1,0,97,12,12,12,0,0.303030303030303,0.0126093146227374,0.0010027246869711,872
0,0,14,16,0,2,10,230564,5480735,9,13,14,14,14,0,0,0.0115909515797345,0.386142868212832,873
0,0,4,9,0,1,9,23,6,7,124,20,20,20,78.0287020566475,0.294736842105263,0.0126763443058679,0.00239602119281544,874
0,0,1,0,0,3,6,78,7,0,122,8,8,8,0,0.428571428571429,0.0125696908261531,0.00127113697800922,875
1,0,22,67,0,5,7,6386,2767,57,89,38,38,38,3.79166666666667,0.236130867709815,0.0126388747324432,0.0332268945068956,876
0,0,3,7,0,2,6,19,27,6,116,2,2,2,0,0,0.0125050423557886,0.000362081277224862,884
1,0,3,18,0,1,8,1655,608,13,123,4,4,4,0,0,0.0125633232016211,0.00302066095177595,893
77,10.3766,0,0,7,2,10,0,0,0,65,0,0,0,0,0,0.008,0.00035549491925867,1377
2,48.5,754,0,4,3,6,75691,64155,0,52,0,0,0,0,0,0.008,0.00035549491925867,1448
1,0,0,4,3,2,7,0,0,0,1,0,0,0,0,0,0.008,0.00035549491925867,1539
3,89.3333,0,0,0,2,8,0,0,0,30,0,0,0,0,0,0.008,0.00035549491925867,1644
3,36.6667,0,0,0,4,9,0,0,0,24,0,0,0,0,0,0.008,0.00035549491925867,1645
96,310.1979,0,0,0,3,7,0,0,0,79,0,0,0,0,0,0.008,0.00035549491925867,1652
0,0,46,2,0,2,8,7683,3376,2,107,0,0,0,0,0,0.008,0.00035549491925867,1977
17,0.2353,316,0,0,2,9,71806,44771,0,58,0,0,0,0,0,0.008,0.00035549491925867,2342
3,0,0,0,0,13,0,0,0,0,95,0,0,0,0,0,0.008,0.00035549491925867,378243
1,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0.008,0.00035549491925867,379031
0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0.008,0.00035549491925867,379033
831,28.3988,0,0,5,2,0,0,0,0,32,0,0,0,0,0,0.008,0.00035549491925867,379589
278,38.3626,0,0,14,2,0,0,0,0,33,0,0,0,0,0,0.008,0.00035549491925867,379590
102,25.1471,0,0,1,2,0,0,0,0,34,0,0,0,0,0,0.008,0.00035549491925867,379593
1,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.008,0.00035549491925867,379606
420,18.9786,0,0,1,2,0,0,0,0,37,0,0,0,0,0,0.008,0.00035549491925867,379607
179,8.8363,0,0,38,3,0,0,0,0,38,0,0,0,0,0,0.008,0.00035549491925867,379608
4,52.75,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0.008,0.00035549491925867,379609
15,11.4667,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0.008,0.00035549491925867,379630
80,4.7875,0,0,1,2,0,0,0,0,47,0,0,0,0,0,0.008,0.00035549491925867,379632
1,84,0,0,6,2,0,0,0,0,48,0,0,0,0,0,0.008,0.00035549491925867,379635
17,8.1765,0,0,12,3,0,0,0,0,49,0,0,0,0,0,0.008,0.00035549491925867,379637
130,61.6077,0,0,0,2,0,0,0,0,53,0,0,0,0,0,0.008,0.00035549491925867,379670
32,29.5938,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0.008,0.00035549491925867,379684
18,80.7222,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0.008,0.00035549491925867,379701
1,0,0,0,0,1,0,0,0,0,59,0,0,0,0,0,0.008,0.00035549491925867,379807
438,45.5548,0,0,47,2,0,0,0,0,62,0,0,0,0,0,0.008,0.00035549491925867,379837
12,0.0833,0,0,0,1,0,0,0,0,63,0,0,0,0,0,0.008,0.00035549491925867,379845
8,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0.008,0.00035549491925867,379900
3,18.3333,0,0,3,2,0,0,0,0,68,0,0,0,0,0,0.008,0.00035549491925867,379923
1,48,0,0,0,1,0,0,0,0,72,0,0,0,0,0,0.008,0.00035549491925867,380730
0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0.008,0.00035549491925867,380752
1,0,0,0,34,1,0,0,0,0,77,0,0,0,0,0,0.008,0.00035549491925867,381254
0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0.008,0.00035549491925867,381698
19,44.1053,0,0,4,1,0,0,0,0,86,0,0,0,0,0,0.008,0.00035549491925867,382374
0,0,0,0,0,2,0,0,0,0,90,0,0,0,0,0,0.008,0.00035549491925867,383224
2,746.5,0,0,0,2,0,0,0,0,91,0,0,0,0,0,0.008,0.00035549491925867,383631
1,8,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0.008,0.00035549491925867,386086
1,438,0,0,5,2,0,0,0,0,100,0,0,0,0,0,0.008,0.00035549491925867,386146
30,73.6,0,0,0,2,0,0,0,0,101,0,0,0,0,0,0.008,0.00035549491925867,386882
9,50.5556,0,0,1,2,0,0,0,0,102,0,0,0,0,0,0.008,0.00035549491925867,387140
510,258.8588,0,0,0,2,0,0,0,0,103,0,0,0,0,0,0.008,0.00035549491925867,388687
40,9.45,0,0,1,2,0,0,0,0,106,0,0,0,0,0,0.008,0.00035549491925867,395073
19,4.3158,0,0,0,1,0,0,0,0,110,0,0,0,0,0,0.008,0.00035549491925867,398473
0,0,0,0,0,1,0,0,0,0,111,0,0,0,0,0,0.008,0.00035549491925867,398674
2,0,0,0,0,1,0,0,0,0,112,0,0,0,0,0,0.008,0.00035549491925867,400331
10,0,0,0,0,1,0,0,0,0,113,0,0,0,0,0,0.008,0.00035549491925867,401752
9,95.7778,0,0,16,2,0,0,0,0,114,0,0,0,0,0,0.008,0.00035549491925867,401938
2,10,0,0,0,2,0,0,0,0,117,0,0,0,0,0,0.008,0.00035549491925867,407495
1,0,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0.008,0.00035549491925867,411004
3,349,0,0,0,1,0,0,0,0,120,0,0,0,0,0,0.008,0.00035549491925867,411575
0,0,0,0,0,1,0,0,0,0,121,0,0,0,0,0,0.008,0.00035549491925867,412675
1,0,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0.008,0.00035549491925867,432588
0,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,0.008,0.00035549491925867,432589
1,0,0,0,0,1,0,0,0,0,93,0,0,0,0,0,0.008,0.00035549491925867,432608
6,0,0,0,0,1,0,0,0,0,92,0,0,0,0,0,0.008,0.00035549491925867,432683
3466,203.7209,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0.008,0.00035549491925867,433031
3,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0.008,0.00035549491925867,433146
3,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0.008,0.00035549491925867,433641
1,0,0,0,0,1,0,0,0,0,78,0,0,0,0,0,0.008,0.00035549491925867,434121
3,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.008,0.00035549491925867,434143
1,797,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0.008,0.00035549491925867,434389
3,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0.008,0.00035549491925867,434791
1,0,0,0,0,1,0,0,0,0,105,0,0,0,0,0,0.008,0.00035549491925867,444603
0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0.008,0.00035549491925867,445339
1,323,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0.008,0.00035549491925867,445371
1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0.008,0.00035549491925867,446833
1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0.008,0.00035549491925867,446844
0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0.008,0.00035549491925867,447097
0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0.008,0.00035549491925867,447099
5,1,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0.008,0.00035549491925867,447320
1,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0.008,0.00035549491925867,447330
0,0,0,166,0,0,0,0,0,23,125,0,0,0,0,0,0.008,0.00035549491925867,450596
