"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,35,131,2,2,9,7198,2388,117,81,44,44,44,47.8464666697192,0.133192389006343,0.0126672795995505,0.0112137819491115,32
8,10.5,89,0,6,2,6,25483,14225,0,25,122,122,122,301.363600278117,0.0536512667660209,0.0126815299652281,0.341180060508807,177
4,27.5,73,0,15,3,6,11789,2978,0,40,0,0,0,0,0,0.008,0.00035549491925867,182
43,13.1628,131,0,8,4,10,7748,4473,0,35,12,12,12,43.7695906432749,0.454545454545455,0.01262472001629,0.0488968682310943,185
157,6.2102,878,0,3,2,10,143659,77172,0,31,14,14,14,0,0.32967032967033,0.0122808755075765,0.00466983330547598,189
11,44.3636,293,23,31,3,7,8711,13483,22,20,158,158,158,293.747846827848,0.0419253406433927,0.0126854219948849,0.189889231292816,197
58,132.2931,75,25,0,3,6,5548,3070,25,8,46,46,46,88.4335801062866,0.146859903381643,0.0126750485536134,0.0377434660093647,199
0,0,0,0,103,4,10,0,0,0,42,0,0,0,0,0,0.008,0.00035549491925867,234
4,2.25,256,0,8,3,6,89789,82814,0,44,8,8,8,0,0.428571428571429,0.0123333996419336,0.0581912914696847,249
3,3.3333,33,85,5,2,9,2143,757,77,14,36,36,36,48.1554723034816,0.247619047619048,0.012637586628618,0.0128327658430411,258
1,0,11,4,16,7,9,54,137,4,15,16,16,16,0,0.333333333333333,0.0124049619847939,0.0113637401704289,273
28,27.7857,525,4337,161,5,8,15484950,8055565,3705,2,212,212,212,324.689484078898,0.0230707323616203,0.0126815299652281,1,276
0,0,6,0,0,2,9,1137,46,0,96,38,38,38,0.837121212121212,0.295874822190612,0.0126260054984217,0.0141745311138227,278
0,0,14,107,36,3,6,2409,363,67,9,68,68,68,60.7018241251717,0.17910447761194,0.0126530612244898,0.020148737476851,286
26,8.7308,1824,131,93,4,6,115869,89921,124,11,152,152,152,16.6402490842148,0.0444405716277449,0.0126427406199021,0.574917802369522,411
3,0,9,0,12,2,7,82,11,0,23,20,20,20,0,0.210526315789474,0.0126272912423625,0.00819322080266012,412
2,136,0,0,0,3,10,0,0,0,22,0,0,0,0,0,0.008,0.00035549491925867,413
0,0,1,1,0,3,6,31,8,1,3,10,10,10,12.8271063918996,0.444444444444444,0.012646608873024,0.000427916680150048,415
11,8.3636,113,3,3,2,7,17526,10720,3,69,102,102,102,77.3932143638007,0.0590176664725296,0.0126621055856224,0.157091015391896,430
67,2.1343,61,0,17,2,9,44117,6418,0,67,12,12,12,22.5997677119628,0.303030303030303,0.0126414517280049,0.0028772531908554,432
0,0,14,0,0,1,10,150,61,0,17,14,14,14,8.85359246073532,0.32967032967033,0.0126491890237682,0.000490695815155133,443
3,0,4,4,18,6,9,2030,1813,0,4,4,4,4,0,0.333333333333333,0.0125214581439968,0.000495912723987233,526
8,190.125,2,9,0,5,9,7,5,6,10,2,2,2,0,0,0.0126221498371336,0.000120344628258778,610
7,203.5714,20,0,12,3,9,785,198,0,41,28,28,28,27.3191833689291,0.322751322751323,0.0126440297746508,0.00880198120218612,659
413,78.6973,1469,0,417,5,10,524403,463832,0,64,72,72,72,46.7972222222222,0.143974960876369,0.012629863515991,0.792527905977965,663
458,61.9716,390,0,109,3,8,50775,38196,0,57,62,62,62,55.635119047619,0.175568482284506,0.0126388747324432,0.423512723738506,665
2,0,321,0,0,13,8,31900,30034,0,5,0,0,0,0,0,0.008,0.00035549491925867,670
