"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
1,0,0,0,0,4,9,0,0,0,41,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,668
34,91.6176,666,1,55,13,8,38468,23536,1,8,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,670
531,21.2201,1400,199,225,3,6,149426,120168,172,9,166,166,166,65.3777777777778,0.0169404892296459,0.00844379880152533,1,671
0,0,3,7,14,5,7,229,69,0,88,32,32,32,6.70666666666667,0.338709677419355,0.00843920145190563,0.0145796689186204,677
567,27.2222,3680,0,8,2,8,445269,341661,0,32,50,50,50,0,0.182857142857143,0.00836180543067794,0.920966032687684,693
304,4.2895,326,0,6,2,9,91934,29111,0,73,44,44,44,50,0.226215644820296,0.00842849374660141,0.469718066760051,694
359,8.9582,657,0,38,2,9,71568,55862,0,22,48,48,48,0,0.196808510638298,0.00838517717067893,0.542425887588368,695
1,0,0,0,0,3,10,0,0,0,29,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,721
1,0,0,0,0,3,9,0,0,0,52,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,754
57,6.9825,0,0,0,2,9,0,0,0,55,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,759
1,55,0,0,10,2,10,0,0,0,46,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,765
0,0,1,4,1,7,7,19,4,2,85,20,20,20,61.1526118326118,0.294736842105263,0.00844686648501362,0.00126937088085002,817
1,0,6,11,0,2,10,190,108,6,66,28,28,28,27.8428571428571,0.253968253968254,0.00844379880152533,0.00551951377707704,872
0,0,1,2,0,1,8,45,1,2,82,20,20,20,2.6984126984127,0.294736842105263,0.00844379880152533,0.00133425926275778,893
0,0,4,20,0,4,8,282,182,20,84,28,28,28,136.486391386391,0.328042328042328,0.00845300854390111,0.00260395346028234,906
13,4.9231,0,0,0,1,9,0,0,0,69,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,1120
1,70,0,0,0,3,6,0,0,0,33,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,1448
146,3.9452,252,0,0,4,8,24698,15256,0,31,6,6,6,0,0.4,0.0017541543278571,0.160971209590287,1449
2,9,0,0,0,2,7,0,0,0,47,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,1456
2,0,0,0,2,2,7,0,0,0,59,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,1481
1,0,0,0,0,2,8,0,0,0,23,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,1644
144,3.4583,285,0,15,3,9,27519,19666,0,37,6,6,6,0,0.4,0.00107864855774249,0.323584394404693,1702
79,24.4487,96,0,40,3,7,17609,8904,0,2,62,62,62,172.707026307026,0.116340560549974,0.00845608292416803,0.108765386247448,1705
1,1,2,3,0,1,9,72,82,3,65,6,6,6,0,0.133333333333333,0.00841628959276018,0.00123456902879269,1715
7,0,0,0,0,2,8,0,0,0,44,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,2134
2,0,0,0,1,3,8,0,0,0,60,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,2151
0,0,1,2,0,4,9,2,1,1,6,2,2,2,0,0,0.00842391304347826,1.3537537882723e-05,2235
2,0,0,0,0,2,9,0,0,0,38,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,2342
3,0,0,0,1,4,10,0,0,0,71,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,2735
1,63,0,0,0,1,8,0,0,0,77,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,2806
0,0,1,3,0,3,0,84,19,3,90,30,30,30,0,0.349425287356322,0.00842086200651938,0.00681420895191594,106262
0,0,2,0,0,3,0,12,5,0,91,8,8,8,2,0.214285714285714,0.00842543939119406,0.00013695155314935,141038
0,0,1,0,0,3,0,30,22,0,86,12,12,12,52.8571428571428,0.303030303030303,0.00844073334543474,0.00022463848104033,340389
0,0,1,0,0,2,0,64,8,0,92,28,28,28,0,0.349206349206349,0.00840791971792785,0.00660648490672277,378230
1,0,0,0,0,13,0,0,0,0,68,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,378243
0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,378297
2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,378330
1,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,379589
1,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,379620
3,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,379634
1,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,379706
1,0,0,0,7,1,0,0,0,0,39,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,379812
2,2.5,0,0,0,3,0,0,0,0,42,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,379930
1,142,0,0,0,1,0,0,0,0,48,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,381266
3,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,381446
2,0,0,0,0,1,0,0,0,0,53,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,381907
1,0,0,0,0,2,0,0,0,0,54,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,381933
246,12.9878,0,0,0,2,0,0,0,0,56,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,382655
3,0,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,383611
2,0,0,0,0,1,0,0,0,0,63,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,383629
70,0.0857,0,0,0,2,0,0,0,0,74,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,398620
3,0,0,0,3,1,0,0,0,0,75,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,398653
1,0,0,0,0,1,0,0,0,0,76,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,398667
210,48.2679,0,0,0,2,0,0,0,0,78,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,398693
76,5.0921,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,398712
1,2,0,0,0,1,0,0,0,0,81,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,398755
1288,42.4188,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,432588
3963,17.7241,0,0,0,1,0,0,0,0,34,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,432589
1,0,0,0,0,1,0,0,0,0,64,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,432608
2,0,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,432620
1,87,0,0,0,1,0,0,0,0,61,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,432680
0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,432694
1,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,433031
0,0,0,0,0,1,0,0,0,0,87,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,433211
85,0.8235,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,433468
1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,433472
1,113,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,433641
1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,434144
2,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,434791
70,29.9571,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,445358
1,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,445371
58,0.6379,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,445372
0,0,0,2,0,2,0,0,0,2,94,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,445540
0,0,0,0,0,1,0,0,0,0,93,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,445768
2,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0.0106382978723404,5.46816979461643e-05,447044
