"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
112,3.7833,643,0,79,1,7,66886,12393,0,4,28,28,28,7.075,0.201058201058201,0.0332502078137988,0.564305836081841,25
244,108.8858,1329,5,640,7,6,1426316,1130573,2,16,36,36,36,49.2669330669331,0.193650793650794,0.0340136054421769,0.0254688073401961,1483
60,52.4833,58,0,169,1,7,4498,2729,0,7,14,14,14,2.61111111111111,0.417582417582418,0.0341005967604433,0.00230130210421482,1485
432,26.5163,5926,682,3264,5,9,2222161,1473917,602,1,86,86,86,77,0.0683994528043776,0.0297397769516729,1,1489
10,13.7778,6,0,2,1,10,741,435,0,19,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,1490
15,50.8571,12,0,0,1,10,1554,393,0,18,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,1491
1,271,2,0,5,2,7,52,12,0,32,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,1493
1,194,1,16,58,2,7,149,0,1,39,4,4,4,0,0.333333333333333,0.0299625468164794,0.000111111190787937,2456
4,0,154,169,557,1,9,40196,47371,157,12,40,40,40,16.5595238095238,0.2,0.0341005967604433,0.0951702697783934,2510
3,1027.6667,177,0,87,1,6,31257,12469,0,6,18,18,18,0,0.431372549019608,0.0293040293040293,0.204578345394984,2582
28,51.1071,860,0,111,4,9,158894,109013,0,5,22,22,22,0,0.38961038961039,0.0324149108589951,0.589605119937527,2583
2,1549.5,160,0,39,2,7,43895,41551,0,8,20,20,20,0,0.410526315789474,0.0335570469798658,0.160868631009683,2584
85,113.0476,1247,40,1928,4,7,271810,50800,26,2,86,86,86,127.965476190476,0.0607387140902873,0.0348128807658834,0.171284136689546,2585
1,0,103,30,517,3,8,48810,14151,27,9,42,42,42,40.3882867132867,0.139372822299652,0.0345721694036301,0.021574722865026,2587
14,16.2143,111,0,36,4,9,38333,17198,0,13,32,32,32,42.4686507936508,0.294354838709677,0.0345721694036301,0.0939196053763403,2588
230,25.7565,252,5,307,1,9,59854,39949,3,15,24,24,24,24.8940476190476,0.253623188405797,0.0340425531914894,0.099069495454279,2589
22,6.8182,141,0,34,2,7,24984,13582,0,14,12,12,12,0,0.393939393939394,0.0329760923330585,0.053451464582002,2590
20,54,147,31,701,4,10,104112,60845,13,10,64,64,64,97.3282106782107,0.0873015873015873,0.0349344978165939,0.0797584797987153,2591
22,6.6818,521,0,282,1,10,214753,160809,0,25,46,46,46,57.1005494505494,0.18743961352657,0.0337268128161889,0.452116035021057,2592
1,0,14,0,116,1,10,3154,3018,0,21,10,10,10,0,0.444444444444444,0.0343347639484979,0.00190898518384925,2593
1,0,8,0,12,3,7,118,90,0,27,4,4,4,0,0.333333333333333,0.0275292498279422,7.68666492682516e-05,2594
3,0.3333,19,0,11,1,7,26418,24824,0,26,4,4,4,0,0.333333333333333,0.00373866716515562,0.00903759167945285,2595
10,11.3,105,0,89,3,10,17069,12032,0,22,28,28,28,1.9010989010989,0.0740740740740741,0.0332778702163062,0.0113006970082636,2596
6,55,172,0,15,2,8,41306,30489,0,33,28,28,28,0,0.100529100529101,0.0333889816360601,0.120203447659938,2597
9,6.5556,42,0,8,3,7,11218,2077,0,3,12,12,12,2,0.393939393939394,0.0337268128161889,0.0123743362774855,2598
3,0,13,1,2,1,8,11768,2874,1,35,24,24,24,0,0.101449275362319,0.0341880341880342,0.00406183436200124,2599
5,70.2,205,174,335,5,7,31805,20315,156,36,46,46,46,65.1347374847375,0.114009661835749,0.0340425531914894,0.0620264673692509,2600
11,51.9091,197,50,143,3,7,133219,104756,45,34,36,36,36,19.949494949495,0.180952380952381,0.0343347639484979,0.107116390254093,2605
2,0,2,0,2,1,8,2954,460,0,31,4,4,4,27,0.333333333333333,0.00762631077216397,0.00184672470768544,2608
11,9.7273,22,56,160,3,9,2959,1989,54,38,24,24,24,52.7395521145521,0.246376811594203,0.0345721694036301,0.00545892841327861,2614
3,0,54,0,23,3,8,5294,4656,0,40,32,32,32,63.2666666666667,0.237903225806452,0.0346620450606586,0.00700174544562389,2618
1,0,6,59,291,3,8,1625,184,49,37,14,14,14,0.808080808080808,0.307692307692308,0.0342759211653813,0.00347274190936003,2622
0,0,1,10,42,3,0,8,4,6,41,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,378228
127,4.0714,0,0,0,13,0,0,0,0,23,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,378243
1,123,0,0,43,1,0,0,0,0,11,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,382535
69,6.6087,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,382551
4,247.5,0,0,32,1,0,0,0,0,20,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,384963
0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,384972
2,66,0,0,0,1,0,0,0,0,28,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,385004
2,6,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,385010
0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0.024390243902439,3.30031458245516e-06,447422
