"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,523,177,6,2,6,943639,133511,16,1,16,16,16,0,0.466666666666667,0.069364161849711,0.214987031789691,400
4,0,434,16,3,4,7,2070919,355729,13,8,16,16,16,0,0.466666666666667,0.0506329113924051,0.731366182881466,401
5,1.8,1151,38,7,3,8,343997,415749,31,5,16,16,16,0,0.466666666666667,0.0296296296296296,1,403
6,0,265,2,19,4,7,34998,20528,2,4,16,16,16,0,0.466666666666667,0.0452830188679245,0.836335087595214,406
0,0,245,0,0,1,9,172642,132310,0,10,16,16,16,0,0.466666666666667,0.0789473684210526,0.133846537776547,564
3,0,1912,0,0,3,6,208456,170711,0,7,16,16,16,3,0.466666666666667,0.0845070422535211,0.0409100467417368,565
0,0,405,0,1,2,6,173633,42068,0,13,16,16,16,0,0.466666666666667,0.069364161849711,0.169017366189203,567
4,16.25,73,13,1,4,7,7597,48622,11,12,16,16,16,0,0.466666666666667,0.072289156626506,0.209520880153876,568
0,0,206,2,0,2,9,290298,91689,0,3,0,0,0,0,0,0.0769230769230769,0.0141753601294381,934
0,0,351,0,0,1,6,119568,109158,0,11,16,16,16,20.3333333333333,0.466666666666667,0.0863309352517986,0.0339010211125475,1466
53,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0.0769230769230769,0.0141753601294381,378243
0,0,0,0,2,1,0,0,0,0,6,0,0,0,0,0,0.0769230769230769,0.0141753601294381,384502
1,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0.0769230769230769,0.0141753601294381,384503
