"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
1,0,18,2,0,4,9,784,100,2,8,2,2,2,0,0,0.0380116959064327,0,200
1,0,0,0,3,3,6,0,0,0,13,0,0,0,0,0,0.037037037037037,0,249
1,0,4,18,0,3,6,60,59,6,1,2,2,2,0,0,0.0408163265306122,0.0155587807612116,286
0,0,0,2,0,5,8,0,0,0,7,0,0,0,0,0,0.037037037037037,0,587
1,0,0,0,0,4,9,0,0,0,10,0,0,0,0,0,0.037037037037037,0,664
1,0,0,0,6,4,9,0,0,0,9,0,0,0,0,0,0.037037037037037,0,668
1,0,3,0,26,13,8,78,29,0,6,2,2,2,0,0,0.0408163265306122,0.0155587807627427,670
23,4.7391,61,2,14,4,10,6127,1548,2,27,18,18,18,3,0,0.0409448818897638,1,771
2,100.5,0,0,0,4,6,0,0,0,15,0,0,0,0,0,0.037037037037037,0,1439
1,0,0,0,6,3,6,0,0,0,17,0,0,0,0,0,0.037037037037037,0,1448
1,0,0,0,0,4,9,0,0,0,18,0,0,0,0,0,0.037037037037037,0,1645
37,149.1622,102,0,2,3,6,3172,760,0,26,2,2,2,0,0,0.039453717754173,0.186707535410928,1972
1,0,0,0,0,2,8,0,0,0,19,0,0,0,0,0,0.037037037037037,0,2394
11,0,0,0,0,2,9,0,0,0,11,0,0,0,0,0,0.037037037037037,0,2396
2,2.5,6,18,0,4,9,896,7,12,2,2,2,2,0,0,0.0380116959064327,0,3237
0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0.037037037037037,0,378243
1,0,0,0,2,2,0,0,0,0,16,0,0,0,0,0,0.037037037037037,0,379589
70,25.8857,0,0,3,2,0,0,0,0,14,0,0,0,0,0,0.037037037037037,0,379635
143,78.035,0,0,36,6,0,0,0,0,5,0,0,0,0,0,0.037037037037037,0,379690
1,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0.037037037037037,0,381084
1,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0.037037037037037,0,381162
3,137.3333,0,0,0,3,0,0,0,0,21,0,0,0,0,0,0.037037037037037,0,391200
3,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0.037037037037037,0,410752
1,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0.037037037037037,0,416115
2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0.037037037037037,0,432608
9,6.125,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0.037037037037037,0,441310
1,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0.037037037037037,0,444603
