"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
1,0,55,0,68,7,8,12268,68537,0,20,40,40,40,19.8,0.0538461538461538,0.0492610837438424,1,105
36,33.7222,116,372,389,5,8,3511,46614,345,1,46,46,46,43.8,0.0483091787439614,0.0497512437810945,0.794571552473457,276
5,0,0,0,7,2,7,0,0,0,6,0,0,0,0,0,0.032258064516129,0.000411632812094288,319
1,0,0,0,0,1,9,0,0,0,2,0,0,0,0,0,0.032258064516129,0.000411632812094288,410
66,9.9394,382,0,259,4,6,31138,27534,0,4,8,8,8,0.2,0.428571428571429,0.0462249614791988,0.0194982537342623,411
23,1.4783,260,0,71,2,7,4523,3702,0,12,2,2,2,0,0,0.0488599348534202,0.000538449362013113,412
36,2.3889,130,0,51,2,7,59506,4308,0,13,4,4,4,0,0.333333333333333,0.0488599348534202,0.00397721134597768,430
6,0.5,4,0,0,5,9,10,10,0,3,0,0,0,0,0,0.032258064516129,0.000411632812094288,610
10,8.8,53,9,94,5,7,4849,1153,5,9,20,20,20,10,0.252631578947368,0.0489396411092985,0.162884383275058,677
70,0.0143,254,0,131,3,6,47430,5584,0,5,0,0,0,0,0,0.032258064516129,0.000411632812094288,756
21,6.2381,353,0,42,2,10,55163,31425,0,14,0,0,0,0,0,0.032258064516129,0.000411632812094288,765
12,41.75,17,0,32,4,10,35,35,0,21,0,0,0,0,0,0.032258064516129,0.000411632812094288,771
2,0,777,0,232,5,7,350705,88210,0,18,0,0,0,0,0,0.032258064516129,0.000411632812094288,773
49,30.4082,68,41,61,3,9,1365,722,39,10,24,24,24,0,0.166666666666667,0.0418994413407821,0.409325471938977,804
8,0,0,0,8,4,9,0,0,0,11,0,0,0,0,0,0.032258064516129,0.000411632812094288,813
1,0,49,156,177,7,7,5374,2387,143,30,20,20,20,0,0.242105263157895,0.0442477876106195,0.580695345464843,817
8,99.625,18,107,43,2,8,2007,161,70,7,34,34,34,38.8,0.071301247771836,0.0496688741721854,0.404134848512626,826
1,0,1,2,0,3,10,70,39,2,26,4,4,4,0,0.333333333333333,0.0488599348534202,0.00258023800341818,889
1,0,1,6,1,4,8,17,16,1,28,2,2,2,0,0,0.0467289719626168,0.00204178868024602,906
8,4.75,43,251,7,2,7,14864,6192,233,25,18,18,18,0,0.196078431372549,0.0470957613814757,0.854470291187967,911
4,6,48,0,40,3,8,11092,5971,0,17,0,0,0,0,0,0.032258064516129,0.000411632812094288,1058
3,2.3333,28,0,13,3,6,11901,6926,0,22,0,0,0,0,0,0.032258064516129,0.000411632812094288,1060
5,0.2,0,0,12,3,6,0,0,0,19,0,0,0,0,0,0.032258064516129,0.000411632812094288,1342
49,50.8696,1,0,22,1,8,8,8,0,23,0,0,0,0,0,0.032258064516129,0.000411632812094288,1696
3,67.3333,13,70,24,2,8,7241,3326,58,15,14,14,14,8,0.32967032967033,0.0475435816164818,0.0484325673348868,2334
1117,6.9274,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0.032258064516129,0.000411632812094288,378243
0,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,0.032258064516129,0.000411632812094288,388687
1,0,0,4,4,2,0,0,0,4,31,0,0,0,0,0,0.032258064516129,0.000411632812094288,412979
2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.032258064516129,0.000411632812094288,433146
2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.032258064516129,0.000411632812094288,446775
0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.032258064516129,0.000411632812094288,450596
