"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
1,1792,22,25,16,2,9,5763,645,25,13,82,82,82,6.0048903831573,0.136103583258055,0.00818162115301257,0.000447580451338484,258
0,0,3,9,29,7,9,114,15,4,9,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,259
1,1,3,1,0,4,7,421,37,1,3,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,261
156,41.3013,929,181,64,6,8,120047,32451,103,6,360,360,360,44.5536357442193,0.00795419374806561,0.00818428184281843,0.0329866818571924,262
0,0,1,0,0,2,8,198,1,0,135,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,266
1,3243,1,0,11,1,10,1,0,0,96,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,268
42,380.675,114,4,2,2,7,14293,2993,4,115,44,44,44,3.93307273205171,0.192389006342495,0.00817984832069339,3.22544621676319e-05,269
0,0,1,3,2,2,6,21,3,0,87,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,272
1,0,8,0,950,7,9,71,13,0,17,14,14,14,0,0.351648351648352,0.00816922743994806,1.35797343616535e-06,273
1,0,2,0,3,1,6,882,51,0,134,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,274
4,2.25,5,29,597,5,8,149,63,14,1,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,276
0,0,1,0,0,2,9,64,2,0,86,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,278
0,0,1,0,23,6,9,54,3,0,55,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,282
10,284.4,13,0,0,1,10,754,40,0,102,26,26,26,7.79033389944489,0.221538461538462,0.00818117787289375,7.25490612878959e-06,285
2,44.5,17,64,142,3,6,11525,11249,27,7,26,26,26,0,0.190769230769231,0.00816966942595899,5.54050785212454e-05,286
1,709,1,9,0,1,8,59,1,8,137,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,287
1,1954,5,0,0,1,8,2582,348,0,138,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,288
1,3,2,0,0,1,9,40,2,0,127,24,24,24,27.6938624338624,0.202898550724638,0.00816657652785289,5.78947464214397e-06,289
1,0,1,0,0,3,10,24,10,0,148,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,291
1,1087,1,0,0,2,8,43,6,0,139,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,292
552,56.5798,5984,0,816,2,7,1037026,376403,0,16,358,358,358,31.0172564551445,0.00832511775659985,0.00818117787289375,1,319
11,28.6364,187,0,19,3,7,16558,6199,0,95,214,214,214,63.9234025356216,0.0216752226756176,0.00818428184281843,0.0288086266620143,320
95,5.6737,695,158,132,4,8,41963,21329,118,15,238,238,238,51.3110188429752,0.0189341559408574,0.00818206448117042,0.0997887772074147,322
0,0,0,0,1,3,10,0,0,0,72,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,393
8,117.625,24,82,278,3,6,2473,1022,38,2,138,138,138,8.27655493246945,0.0391410134348884,0.00818206448117042,0.000444911756313429,415
1,0,0,0,402,1,10,0,0,0,20,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,443
0,0,4,13,54,5,8,7,3,8,8,10,10,10,0,0.266666666666667,0.00817099567099567,7.22852127644601e-07,587
108,127.5556,587,27,0,5,9,40336,30960,26,10,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,610
2,0,0,0,208,3,8,0,0,0,46,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,665
183,71.3661,1820,0,553,4,9,685049,455744,0,50,106,106,106,0,0.0955974842767296,0.00814147840621125,0.484636654374641,668
10,10.4,206,14,393,3,6,7568,4099,14,5,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,671
2,0,0,0,8,2,8,0,0,0,41,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,693
1,0,0,0,275,3,6,0,0,0,11,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,756
0,0,0,0,225,1,6,0,0,0,23,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,760
0,0,10,0,0,1,7,220,81,0,61,60,60,60,25.1631436386334,0.170621468926554,0.00818383827434827,5.34238271313637e-05,829
0,0,0,3,3,4,8,0,0,0,144,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,906
0,0,0,18,7,2,7,0,0,0,97,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,911
0,0,6,17,5,5,8,507,108,2,146,64,64,64,10.4375,0.156746031746032,0.00817719051229286,0.00145543795933113,916
1,0,0,0,139,3,6,0,0,0,42,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,1448
0,0,0,0,0,2,8,0,0,0,108,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,1460
10,254.9,40,1,3,1,9,1971,907,1,107,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,1463
32,6.4375,65,1,7,1,9,13112,2710,1,19,192,192,192,38.6584038126985,0.0208333333333333,0.00818428184281843,0.000280118688601346,1587
21,2.5238,27,0,0,3,8,11278,3551,0,93,80,80,80,2.7008496002361,0.0493670886075949,0.00818029145674197,5.90151308909356e-05,1781
468,33.6332,3571,0,554,2,7,336389,139148,0,34,206,206,206,2.85758673890749,0.025195358749704,0.00817409191793428,0.863922330877547,1951
14,213.1429,325,11,7,5,6,67050,20448,10,59,194,194,194,17.9658352200004,0.0275626302013781,0.00818250785737509,0.0774368931639679,1979
63,17.6032,146,6,4,1,7,22728,3486,6,133,244,244,244,40.7209247131837,0.0161910544424206,0.00818206448117042,0.00110041609259375,1990
1,0,1,0,14,3,7,13,16,0,35,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,2126
52,135.5192,624,0,16,4,10,56668,42415,0,43,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,2129
0,0,1,5,0,6,8,177,59,2,149,20,20,20,2.62606837606838,0.221052631578947,0.00817276466767699,1.10962945227804e-05,2205
1,35,0,0,0,2,8,0,0,0,47,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,2394
262,69.1265,902,0,23,3,8,279673,79083,0,25,98,98,98,0,0.0980433410477593,0.00817188007360104,0.362379417076966,3014
367,22.7788,1324,0,19,3,10,74729,47556,0,37,192,192,192,0,0.0275959860383944,0.00817586225567167,0.307684930125219,3017
268,4.3408,1083,19,71,5,6,181025,44259,9,101,374,374,374,32.5139159940534,0.00725437628134364,0.00818295128163442,0.0882807434262767,3025
21,2.6667,31,0,0,4,8,2852,904,0,136,142,142,142,32.2530963059055,0.0385575866546798,0.00818206448117042,0.000245552031508174,3038
19,2.3684,82,85,8,4,9,8024,1599,4,114,230,230,230,38.5197545291031,0.0159483576988798,0.00818339475395621,0.00117028472621161,3045
0,0,2,8,0,2,8,102,48,2,152,44,44,44,7.16064318345171,0.221987315010571,0.00818162115301257,5.65891350808276e-05,3055
1,0,46,0,0,4,9,5801,283,0,140,78,78,78,1.66586452762923,0.11988011988012,0.0081754195993503,0.000799176459740989,3057
3,80,0,0,76,5,8,0,0,0,68,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,3107
2,2217,2,0,5,2,7,895,29,0,143,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,3261
3,1382,3,0,5,4,6,480,302,0,141,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,3262
1,1967,2,0,0,3,6,205,3,0,142,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,3263
4,61.25,1,0,0,2,10,208,24,0,117,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,3270
0,0,0,0,0,13,0,0,0,0,77,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,378243
2,0,0,0,40,2,0,0,0,0,26,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379589
26,0.1154,0,0,7,1,0,0,0,0,28,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379597
1,226,0,0,3,2,0,0,0,0,30,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379607
0,0,0,0,11,2,0,0,0,0,38,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379634
207,18.0531,0,0,95,3,0,0,0,0,39,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379637
31,151.3667,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379642
11,2.4545,0,0,3,1,0,0,0,0,45,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379706
6,540.1667,0,0,24,2,0,0,0,0,51,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379862
13,0,0,0,3,4,0,0,0,0,52,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379870
45,3.5333,0,0,0,2,0,0,0,0,53,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,379890
1,0,0,0,10,1,0,0,0,0,54,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,380112
6,108.3333,0,0,0,1,0,0,0,0,58,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,380479
1,0,0,0,0,2,0,0,0,0,110,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,380708
2,0,0,0,35,1,0,0,0,0,60,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,380730
1,0,0,0,0,1,0,0,0,0,63,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,380968
1,0,0,0,0,2,0,0,0,0,67,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,381323
0,0,0,8,0,2,0,0,0,0,150,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,382818
2,0,0,0,0,2,0,0,0,0,76,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,383224
1,0,0,0,0,2,0,0,0,0,78,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,383633
1,4,0,0,0,2,0,0,0,0,79,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,383645
71,15.9718,0,0,1,1,0,0,0,0,90,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,384098
2,0,0,0,6,1,0,0,0,0,84,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,384279
42,16.7619,0,0,16,1,0,0,0,0,85,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,384563
3,35,0,0,12,2,0,0,0,0,88,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,386035
27,18,0,0,0,2,0,0,0,0,91,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,387054
38,26.8684,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,388019
1,0,0,0,0,2,0,0,0,0,98,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,388687
0,0,0,0,0,2,0,0,0,0,151,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,391196
7,0,0,0,127,4,0,0,0,0,105,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,391542
16,20,0,0,0,2,0,0,0,0,111,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,398354
11,2.0909,0,0,1,1,0,0,0,0,112,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,398425
1,0,0,0,0,2,0,0,0,0,118,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,400613
1,0,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,400676
14,9.1429,0,0,0,1,0,0,0,0,120,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,400686
1,0,0,0,8,1,0,0,0,0,121,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,400696
131,11.374,0,0,0,2,0,0,0,0,122,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,401016
2,67,0,0,1,1,0,0,0,0,123,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,401095
1,0,0,0,0,1,0,0,0,0,124,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,401620
0,0,0,0,31,2,0,0,0,0,125,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,401938
1,0,0,0,0,1,0,0,0,0,128,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,403548
0,0,0,0,0,1,0,0,0,0,129,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,403622
1,0,0,0,0,1,0,0,0,0,131,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,403944
1,0,0,0,0,2,0,0,0,0,132,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,404802
0,0,0,0,2,2,0,0,0,0,145,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,431690
3,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,432589
1,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,432600
2562,27.622,0,0,0,1,0,0,0,0,82,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,432608
5575,80.1076,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,432683
2588,69.8966,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,432694
3610,190.916,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,432797
6,0.5,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,433031
1,449,0,0,0,1,0,0,0,0,62,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,433088
2,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,433146
1,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,433472
1,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,433641
139,25.0216,0,0,0,1,0,0,0,0,103,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,433861
2,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,434143
6,63,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,434144
1,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,434223
0,0,0,0,0,1,0,0,0,0,94,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,434418
15,505.6667,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,434791
1,0,0,0,0,1,0,0,0,0,106,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,444603
0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,445335
1,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,445339
0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,445354
1,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,445371
2,168,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,446670
52,21.7692,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,446844
3,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,447330
7,1101.4286,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,447606
1,289,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,448149
3,0.3333,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0.00657894736842105,3.39312487576117e-09,449216
