"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
55,51.8364,2283,25,830,3,9,164246,102556,23,4,32,32,32,0,0.145161290322581,0.0354838709677419,1,498
576,27.6516,3299,52,444,5,6,848651,459541,37,5,96,96,96,0,0.0157894736842105,0.0407407407407407,0.992441040609527,499
248,70.3725,2244,1,723,6,10,588174,500361,0,3,90,90,90,33,0.0179775280898876,0.0873015873015873,0.494735383152864,500
51,38.7551,196,0,146,3,8,17679,9002,0,1,60,60,60,8,0.0406779661016949,0.06875,0.0208503754007754,501
542,32.4981,1326,7,590,5,8,226883,110112,6,2,96,96,96,0,0.0157894736842105,0.0632183908045977,0.31964503115902,502
65,29.6038,150,0,92,3,9,24101,7220,0,9,32,32,32,0,0.145161290322581,0.0774647887323944,0.0286538381190167,503
21,30.4762,399,164,179,2,10,42374,27485,1,10,32,32,32,0,0.145161290322581,0.069620253164557,0.0392856573561797,504
0,0,0,0,0,4,7,0,0,0,12,0,0,0,0,0,0.0833333333333333,0.255953292182973,589
4,0.75,32,0,13,2,7,440,204,0,7,32,32,32,14,0.145161290322581,0.0846153846153846,0,2079
6,0,19,0,6,1,8,1554,74,0,6,30,30,30,0,0.16551724137931,0.0392857142857143,0,2080
338,27.288,1757,55,321,5,6,382079,275744,47,8,32,32,32,0,0.145161290322581,0.0374149659863946,0.10556326744846,2081
20,184.8421,0,0,12,1,0,0,0,0,11,0,0,0,0,0,0.0833333333333333,0.255953292182973,425353
