"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
6,148,14,26,0,1,10,1420,258,26,14,16,16,16,0,0.183333333333333,0.0613333333333333,0.00456292134166704,29
1,28,1,7,0,5,8,34,14,0,1,10,10,10,16.8,0.266666666666667,0.0628415300546448,0.000138032979800902,276
51,45.8039,223,34,70,4,7,63446,62156,29,11,34,34,34,17,0.0784313725490196,0.0637119113573407,0.1429933709165,476
1,0,2,0,0,2,6,153,22,0,17,10,10,10,0,0.266666666666667,0.0613333333333333,0.000730343284601626,478
0,0,0,0,0,1,9,0,0,0,12,0,0,0,0,0,0.0416666666666667,0.00024171054547016,479
518,57.161,3353,33,194,1,6,270687,172212,26,3,48,48,48,13.8,0.0390070921985816,0.0647887323943662,1,494
1,0,7,27,61,5,9,866,279,19,4,28,28,28,0,0.0687830687830688,0.0635359116022099,0.00484631389609587,1489
223,84.9596,694,0,117,2,7,479033,95911,0,6,50,50,50,14,0.0261224489795918,0.0647887323943662,0.710242146896867,2216
1233,25.0154,2704,7,32,4,8,306303,278863,1,13,32,32,32,0,0.0524193548387097,0.0635359116022099,0.942322670147372,2218
65,30.7869,257,0,4,3,7,52488,28206,0,7,4,4,4,0,0.333333333333333,0.0509977827050998,0.0368002119450839,2223
13,15.3077,18,0,0,2,8,428,204,0,16,8,8,8,0,0.428571428571429,0.0606860158311346,0.00574643502493932,2226
1,35,6,48,18,1,8,487254,343476,13,18,16,16,16,5,0.166666666666667,0.0644257703081232,0.00259435126496863,2231
1,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0.0416666666666667,0.00024171054547016,378243
1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0416666666666667,0.00024171054547016,378266
3,293,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0.0416666666666667,0.00024171054547016,378499
0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0.0416666666666667,0.00024171054547016,382566
2,55,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0.0416666666666667,0.00024171054547016,390835
4,73.5,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0.0416666666666667,0.00024171054547016,390845
1,1,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0.0416666666666667,0.00024171054547016,390859
2,103,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0.0416666666666667,0.00024171054547016,390882
76,49.5067,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0416666666666667,0.00024171054547016,447097
4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0416666666666667,0.00024171054547016,447159
0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.0416666666666667,0.00024171054547016,452216
1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.0416666666666667,0.00024171054547016,452626
