"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
2,508,0,45,0,1,0,0,0,32,22,0,0,0,0,0,0.024390243902439,0.000107979341637702,525
2,0,3111,232,64,4,10,5474330,4464889,222,37,98,98,98,32.0476190476191,0.0420786871449611,0.0466744457409568,0.841263019626824,834
31,24.2857,1,3,16,4,8,0,0,3,17,0,0,0,0,0,0.024390243902439,0.000107979341637702,1129
401,78.2063,1911,124,122,3,10,8521988,5188180,109,2,114,114,114,45.3042606516291,0.0282564819127465,0.0469483568075117,1,1320
30,29.3,152,0,36,5,6,53630,28420,0,10,42,42,42,37.1916002126528,0.204413472706156,0.0467836257309941,0.0201722908818468,1334
18,64.0588,329,0,28,3,6,401686,299795,0,25,46,46,46,6.37543859649123,0.173913043478261,0.0458190148911798,0.230649571944617,1342
47,148.9,1200,916,223,4,8,1896287,1623730,806,35,54,54,54,39,0.141160027952481,0.0464576074332172,0.626038604152881,1345
1,0,76,49,2,1,6,1477254,1682715,43,13,42,42,42,26.6491228070175,0.222996515679443,0.0468933177022274,0.3059480721402,1346
258,100.0957,142,438,0,1,10,53024,34676,394,5,28,28,28,5.14285714285714,0.343915343915344,0.0459242250287026,0.00531596445930248,1347
1,17,8,0,0,1,9,140399,155529,0,18,4,4,4,0,0.333333333333333,0.0436205016357688,0.000145839549671364,1348
123,72.4348,342,58,24,3,9,393291,322388,47,14,34,34,34,24.3333333333333,0.242424242424242,0.0463499420625724,0.0443704727003299,1350
118,43.1609,630,268,159,7,8,615804,325578,223,23,44,44,44,0,0.209302325581395,0.0448430493273543,0.0933042974401952,1351
36,91.4848,1,0,0,2,8,96,0,0,19,0,0,0,0,0,0.024390243902439,0.000107979341637702,1356
2,0,202,50,134,3,6,545382,234758,44,39,26,26,26,0.4,0.326153846153846,0.0455062571103527,0.0215650443303958,1360
2,0,10,0,0,1,8,18635,3386,0,28,2,2,2,0,0,0.0338696020321761,0.000137130442321298,1363
17,129.8571,134,289,34,4,8,126701,87432,209,33,44,44,44,0.473684210526316,0.202959830866808,0.0459242250287026,0.0193393613595362,1369
15,375.5,68,265,8,4,7,68387,55420,216,31,34,34,34,0,0.27807486631016,0.045766590389016,0.00886812873042146,1375
3,68,9,38,5,3,9,53089,64,21,26,20,20,20,1.15959595959596,0.378947368421053,0.0455062571103527,0.0025228012518854,1379
14,0,8,28,1,3,10,13066,10400,15,32,14,14,14,38.3120908331435,0.461538461538462,0.0467836257309941,0.000476365237776895,1381
0,0,2,12,1,3,6,710,706,5,38,6,6,6,0,0.133333333333333,0.046029919447641,5.78533519322138e-05,1384
5,0,28,274,7,3,8,18087,3074,207,24,32,32,32,23.2761904761905,0.298387096774194,0.0466200466200466,0.00387892940742173,1385
0,0,1,11,0,1,8,387,187,8,27,8,8,8,0,0.428571428571429,0.0433369447453954,0.000573944262813115,3235
17,215.6,68,351,0,3,10,366959,363079,189,29,54,54,54,88.0040100250626,0.0880503144654088,0.0472813238770686,0.00845151407492998,3244
1,35,7,10,0,4,10,107722,106532,8,40,20,20,20,36.8890331890332,0.378947368421053,0.0469483568075117,0.000691458002340512,3275
855,65.1341,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0.024390243902439,0.000107979341637702,378243
17,0.7059,0,0,60,1,0,0,0,0,1,0,0,0,0,0,0.024390243902439,0.000107979341637702,378920
225,25.1339,0,0,97,1,0,0,0,0,3,0,0,0,0,0,0.024390243902439,0.000107979341637702,378921
21,66.2,0,0,387,1,0,0,0,0,4,0,0,0,0,0,0.024390243902439,0.000107979341637702,378922
40,40.05,0,0,74,4,0,0,0,0,6,0,0,0,0,0,0.024390243902439,0.000107979341637702,378923
114,129.6842,0,0,190,2,0,0,0,0,8,0,0,0,0,0,0.024390243902439,0.000107979341637702,378924
4,0,0,0,45,1,0,0,0,0,9,0,0,0,0,0,0.024390243902439,0.000107979341637702,378925
18,1,0,0,75,1,0,0,0,0,11,0,0,0,0,0,0.024390243902439,0.000107979341637702,378926
27,150.8148,0,0,30,4,0,0,0,0,12,0,0,0,0,0,0.024390243902439,0.000107979341637702,378934
59,35.6271,0,0,1,2,0,0,0,0,15,0,0,0,0,0,0.024390243902439,0.000107979341637702,378936
21,0,0,0,2,1,0,0,0,0,16,0,0,0,0,0,0.024390243902439,0.000107979341637702,378938
0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0.024390243902439,0.000107979341637702,378950
3,0,0,0,1,4,0,0,0,0,21,0,0,0,0,0,0.024390243902439,0.000107979341637702,378962
0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0.024390243902439,0.000107979341637702,395807
2,0,6,85,9,3,0,33875,18982,52,41,2,2,2,0,0,0.0454029511918275,8.44002676158639e-06,443129
2,392,0,217,0,0,0,0,0,167,34,0,0,0,0,0,0.024390243902439,0.000107979341637702,448597
2,465,0,76,0,0,0,0,0,61,36,0,0,0,0,0,0.024390243902439,0.000107979341637702,452598
