"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
3,0,15,171,0,7,9,6724,1743,146,1,6,6,6,1,0.4,0.05,0.489285823199214,259
3,47,15,181,0,3,10,3768,1375,165,9,6,6,6,0,0.4,0.0412371134020619,1,1555
7,1.1429,78,794,0,5,6,25726,29541,768,2,6,6,6,0,0.4,0.0315789473684211,0.931183600188095,2073
2,0,12,138,0,1,6,2622,992,119,5,6,6,6,0,0.4,0.0470588235294118,0.916877209478903,2075
9,1,67,284,0,4,7,2424,1280,271,3,0,0,0,0,0,0.0769230769230769,0.0246897016776198,2318
24,0.25,37,429,0,4,7,15029,10019,419,4,0,0,0,0,0,0.0769230769230769,0.0246897016776198,2319
0,0,0,0,0,3,6,0,0,0,11,0,0,0,0,0,0.0769230769230769,0.0246897016776198,2929
2,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0.0769230769230769,0.0246897016776198,194327
5,0,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0.0769230769230769,0.0246897016776198,378243
7,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0.0769230769230769,0.0246897016776198,432726
3,4,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0.0769230769230769,0.0246897016776198,432937
4,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0.0769230769230769,0.0246897016776198,434498
3,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0.0769230769230769,0.0246897016776198,443382
