"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,234,34,38,2,6,516139,18811,24,3,16,16,16,0,0.433333333333333,0.0253431890179514,0.432348056446876,1865
0,0,1526,47,14,4,8,465697,653338,42,4,24,24,24,0,0.217391304347826,0.0469667318982387,1,1866
0,0,602,28,26,1,7,168473,155462,20,5,30,30,30,38,0.128735632183908,0.0534521158129176,0.792526438529455,1867
0,0,4,0,0,1,10,3389,5746,0,7,14,14,14,10,0.461538461538462,0.0480961923847695,0.0237489275079007,1869
0,0,526,16,12,1,10,70781,65364,12,9,14,14,14,0,0.461538461538462,0.0471512770137525,0.323594752404226,1870
0,0,8,7,0,2,10,493,435,0,13,6,6,6,0,0.4,0.0505263157894737,0.0047853499617386,1871
0,0,298,8,11,3,9,104374,123068,8,15,20,20,20,10,0.294736842105263,0.0516129032258065,0.419996242475453,1873
0,0,116,0,6,1,9,10879,4732,0,17,18,18,18,32,0.339869281045752,0.0532150776053215,0.174273010129404,1874
0,0,220,0,3,3,7,27844,10647,0,18,22,22,22,26,0.242424242424242,0.050314465408805,0.336315235258789,1875
0,0,75,0,0,1,6,5631,1695,0,21,12,12,12,10,0.454545454545455,0.0473372781065089,0.0453228487227937,1876
0,0,2,0,0,4,7,32,4,0,22,4,4,4,0,0.333333333333333,0.0430879712746858,0.00257883016719897,3249
0,0,1,0,0,1,0,2,2,0,19,4,4,4,10,0.333333333333333,0.0479041916167665,0.00213693264522411,154678
0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0.04,0.0681622867901677,378243
0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0.04,0.0681622867901677,384792
0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0.04,0.0681622867901677,385205
0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0.04,0.0681622867901677,386232
0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0.04,0.0681622867901677,386236
0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0.04,0.0681622867901677,386244
0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0.04,0.0681622867901677,386256
0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0.04,0.0681622867901677,386268
0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0.04,0.0681622867901677,386277
0,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0.04,0.0681622867901677,397086
0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0.04,0.0681622867901677,397104
0,0,0,35,0,2,0,0,0,26,24,0,0,0,0,0,0.04,0.0681622867901677,432022
0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0.04,0.0681622867901677,432408
