"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
4,0,100,0,1224,7,9,78000,89555,0,7,10,10,10,5,0.0444444444444444,0.0356652949245542,0.980878104139861,273
5,213,0,0,0,2,7,0,0,0,6,0,0,0,0,0,0.037037037037037,0.306659955621643,319
5,0,4,0,1,1,10,1002,1002,0,8,0,0,0,0,0,0.037037037037037,0.306659955621643,443
1,0,0,0,16,5,7,0,0,0,9,0,0,0,0,0,0.037037037037037,0.306659955621643,460
1,7,0,0,278,1,9,0,0,0,12,0,0,0,0,0,0.037037037037037,0.306659955621643,462
1,0,0,0,0,1,6,0,0,0,4,0,0,0,0,0,0.037037037037037,0.306659955621643,494
14,23.6429,0,0,15,4,10,0,0,0,1,0,0,0,0,0,0.037037037037037,0.306659955621643,517
200,16.3556,2,0,0,5,9,40,16,0,5,2,2,2,0,0,0.0355191256830601,0,610
180,34.3466,56,0,203,2,6,1848,596,0,2,4,4,4,0,0.333333333333333,0.0314389359129383,1,611
329,9.9362,23,5,41,3,9,172,165,5,15,4,4,4,0,0.333333333333333,0.0317848410757946,0.968392636749196,612
1,0,8,0,0,1,8,42,40,0,27,4,4,4,0,0,0.0355191256830601,0,620
1,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0.037037037037037,0.306659955621643,671
190,16.8942,0,0,0,13,0,0,0,0,18,0,0,0,0,0,0.037037037037037,0.306659955621643,378243
1,0,0,0,8,2,0,0,0,0,10,0,0,0,0,0,0.037037037037037,0.306659955621643,379033
92,30.4565,0,0,1,1,0,0,0,0,11,0,0,0,0,0,0.037037037037037,0.306659955621643,379552
8,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0.037037037037037,0.306659955621643,380964
102,10.6176,0,0,14,1,0,0,0,0,14,0,0,0,0,0,0.037037037037037,0.306659955621643,381246
48,23.2708,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0.037037037037037,0.306659955621643,381449
2,33.5,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0.037037037037037,0.306659955621643,387404
1,0,0,0,0,1,0,0,0,0,23,0,0,0,0,0,0.037037037037037,0.306659955621643,390006
1,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.037037037037037,0.306659955621643,390020
1,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,0.037037037037037,0.306659955621643,390046
3,0.6667,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0.037037037037037,0.306659955621643,390073
7,4.2857,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0.037037037037037,0.306659955621643,447349
163,9.9632,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.037037037037037,0.306659955621643,447966
0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0.037037037037037,0.306659955621643,447981
2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.037037037037037,0.306659955621643,447983
