"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,19,44,0,3,7,471,313,38,7,48,48,48,26.0497696023783,0.326241134751773,0.104803493449782,0.0151557391854162,197
0,0,0,5,3,5,8,0,0,2,23,0,0,0,0,0,0.04,4.74597536456885e-07,276
18,81.8889,89,235,65,3,6,7449,1391,183,1,126,126,126,101.258461538462,0.0467301587301587,0.111627906976744,0.218521934557043,415
1,44,244,1117,88,3,9,10610,4549,923,24,50,50,50,0,0.300408163265306,0.102564102564103,0.480856556954198,444
3,4.3333,12,88,69,6,9,2226,127,57,3,30,30,30,13.0671428571429,0.418390804597701,0.106194690265487,0.0031894275190602,526
1,5,25,196,0,5,6,3244,1406,99,12,46,46,46,0,0.355555555555556,0.0699708454810496,0.0532684346897442,550
106,19.1698,732,1860,0,3,6,81201,24403,1710,2,50,50,50,0,0.300408163265306,0.051948051948052,0.818698419356524,818
54,44.2222,493,1744,105,1,8,31308,20251,1515,8,52,52,52,0,0.277526395173454,0.0676056338028169,0.793047644016541,832
6,26.6667,267,1257,338,1,9,13798,7982,1018,11,50,50,50,0,0.300408163265306,0.0518358531317495,0.39588631065845,838
0,0,18,189,115,5,8,2122,486,149,21,48,48,48,0,0.326241134751773,0.0948616600790514,0.0791451251977135,869
2,0,37,96,6,2,6,2785,563,60,5,0,0,0,0,0,0.04,4.74597536456885e-07,1527
1,3,6,59,57,2,8,287,91,33,4,48,48,48,7.52666666666667,0.326241134751773,0.10762331838565,0.014423513105483,1554
60,66.9,253,635,74,6,10,16441,7026,565,13,50,50,50,0,0.300408163265306,0.0745341614906832,0.519869511714185,2241
63,19.4762,432,1131,45,1,7,69540,27563,992,14,50,50,50,0,0.300408163265306,0.0321285140562249,1,2242
35,54.1143,273,1597,120,2,6,31246,13376,1431,16,56,56,56,19,0.238961038961039,0.0757097791798107,0.42268208213123,2244
14,250.5714,30,137,94,2,7,667,634,128,6,50,50,50,0.82051282051282,0.300408163265306,0.106666666666667,0.0372097310908426,2249
1,0,1,3,14,4,9,104,104,3,15,44,44,44,0,0.361522198731501,0.0991735537190083,0.0118308320915075,2253
7,24.7143,36,73,13,1,7,2067,565,65,18,50,50,50,0,0.300408163265306,0.102127659574468,0.0748684165459398,2256
1,0,5,36,0,2,7,884,152,23,19,122,122,122,92.1506049988659,0.0463351849342907,0.111111111111111,0.0248363325810881,2259
0,0,1,2,0,2,9,189,0,2,20,44,44,44,1.02239789196311,0.361522198731501,0.10126582278481,0.00988627842824005,2262
3,2.3333,13,58,24,2,8,1676,99,37,17,46,46,46,0,0.330434782608696,0.094488188976378,0.0676295776782136,2263
0,0,10,28,0,1,7,1390,259,27,22,46,46,46,0,0.330434782608696,0.094488188976378,0.0453196331359095,2269
1,524,10,80,5,4,9,3458,304,79,25,94,94,94,35.6248351648352,0.0782429649965683,0.111111111111111,0.06640710239084,2270
1009,10.96,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0.04,4.74597536456885e-07,378243
0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0.04,4.74597536456885e-07,432589
