"no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,0,0,0,7,7,0,0,0,43,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,106
2,0,129,99,12,4,8,144937,135529,75,48,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,152
3,103.6667,9552,346,96,5,8,10037984,13425775,266,47,28,28,28,11,0.174603174603175,0.0170940170940171,1,172
0,0,1744,0,1,2,9,898984,357374,0,49,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,309
1,0,36,0,2,3,8,365,183,0,7,6,6,6,0,0.4,0.0162877502544961,0.0783274014084926,392
31,0,0,0,71,2,9,0,0,0,6,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,432
0,0,0,0,20,4,10,0,0,0,4,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,554
46,1.3913,103,62,47,7,8,59213,4104,56,15,18,18,18,10,0.366013071895425,0.0175374497625137,0.0457942921386545,1351
4,0,0,0,1,6,6,0,0,0,16,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,1860
8,51,34,0,56,2,6,471,212,0,1,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,2003
0,0,296,0,1,3,6,200200,54238,0,39,22,22,22,20,0.277056277056277,0.0168067226890756,0.310255971299596,2106
0,0,199,0,1,1,7,42079,15084,0,36,20,20,20,0,0.315789473684211,0.0150375939849624,0.522437257675362,2107
1,5,4,20,0,1,9,651,22,9,2,4,4,4,18,0.333333333333333,0.0173850054328142,6.24768059176516e-05,2635
16,30,51,356,0,6,8,6639,1216,283,46,20,20,20,33,0.305263157894737,0.0176535490989334,0.0199793954541221,2639
326,11.3129,233,24,51,2,8,49117,21132,16,22,20,20,20,11,0.315789473684211,0.0173222663298448,0.193955194080964,2699
0,0,231,0,1,2,9,56159,15432,0,28,18,18,18,0,0.366013071895425,0.0126782884310618,0.72806958078567,2762
2,1,119,1,7,1,6,30018,7850,0,29,20,20,20,0,0.294736842105263,0.0161943319838057,0.312939929514128,2763
0,0,69,0,2,1,9,30441,6619,0,41,6,6,6,11,0.4,0.0163934426229508,0.0229088517044303,2765
0,0,44,0,0,4,10,4480,938,0,40,36,36,36,35,0.0888888888888889,0.0176730486008837,0.0755378400820674,2766
1,2,2,23,0,2,7,1153,80,0,45,2,2,2,0,0,0.0049235819058365,0.00644177945211591,2771
2,0,0,0,2,4,7,0,0,0,8,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,2906
51,6.8431,0,0,0,13,0,0,0,0,38,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,378243
1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,378804
0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,379145
2,0,0,0,2,1,0,0,0,0,9,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,380718
115,181,0,0,35,2,0,0,0,0,10,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381162
234,73.1282,0,0,48,1,0,0,0,0,12,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381698
55,76.1455,0,0,3,1,0,0,0,0,13,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381702
1,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381759
0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381777
0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381779
0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381787
3,344.3333,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381807
14,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381834
7,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381860
0,0,0,0,0,4,0,0,0,0,27,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,381917
0,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,382197
0,0,0,0,0,4,0,0,0,0,34,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,382303
2,0,0,0,0,2,0,0,0,0,37,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,382382
0,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,384772
1,49,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,432694
1,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,432764
1,149,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,434309
1,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,444342
1,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,444362
2,0.5,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,445339
1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,445371
1,3,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,447097
0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0.0204081632653061,1.90176774565994e-09,447507
