"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,0,0,75,6,6,0,0,0,26,0,0,0,0,0,0.0131578947368421,0.181374896149491,24
0,0,0,0,9,1,10,0,0,0,38,0,0,0,0,0,0.0131578947368421,0.181374896149491,26
0,0,0,0,5,2,6,0,0,0,17,0,0,0,0,0,0.0131578947368421,0.181374896149491,177
0,0,12,5,1,3,7,7035,6767,4,15,0,0,0,0,0,0.0131578947368421,0.181374896149491,197
195,0,65,250,65,3,6,6194,2505,195,8,12,12,12,15,0.121212121212121,0.0143102461362335,0.869185280473889,199
0,0,2,1,0,2,9,77,41,0,11,0,0,0,0,0,0.0131578947368421,0.181374896149491,258
6,0,4,6,120,7,9,25,33,6,13,6,6,6,0,0.4,0.0143184421534937,0.361134863895766,273
2,0,5,16,0,5,8,136,77,4,2,2,2,2,0,0,0.0141376060320452,0.105196905502796,276
0,0,0,0,8,2,7,0,0,0,12,0,0,0,0,0,0.0131578947368421,0.181374896149491,319
0,0,2,0,51,1,7,16,13,0,48,0,0,0,0,0,0.0131578947368421,0.181374896149491,341
0,0,64,0,141,3,6,13854,1151,0,50,0,0,0,0,0,0.0131578947368421,0.181374896149491,388
0,0,1572,1,469,4,6,235693,372222,1,10,0,0,0,0,0,0.0131578947368421,0.181374896149491,411
0,0,1283,1,191,2,7,122461,66561,0,16,0,0,0,0,0,0.0131578947368421,0.181374896149491,412
23,0,884,23,272,6,8,103709,67322,23,72,2,2,2,0,0,0.0133761369716426,0.419729987433744,417
0,0,20,0,0,2,7,49273,1096,0,28,0,0,0,0,0,0.0131578947368421,0.181374896149491,430
0,0,0,0,0,1,10,0,0,0,14,0,0,0,0,0,0.0131578947368421,0.181374896149491,443
0,0,5,2,60,6,9,713,75,1,6,0,0,0,0,0,0.0131578947368421,0.181374896149491,526
0,0,50,0,7,4,10,17163,1886,0,1,0,0,0,0,0,0.0131578947368421,0.181374896149491,527
3,0,17,29,3,5,8,404,1560,20,9,2,2,2,0,0,0.0142287990893569,0.120571509695912,587
9,0,3934,171,1371,4,7,593566,472249,133,73,8,8,8,20,0.285714285714286,0.0144397381594147,0.340767996065853,589
97,0,1962,111,1642,13,8,3348838,2320345,100,7,16,16,16,21,0.05,0.0144258511252164,1,670
0,0,0,0,0,2,8,0,0,0,21,0,0,0,0,0,0.0131578947368421,0.181374896149491,693
0,0,0,0,0,3,10,0,0,0,18,0,0,0,0,0,0.0131578947368421,0.181374896149491,721
0,0,199,0,58,2,10,46795,26668,0,30,0,0,0,0,0,0.0131578947368421,0.181374896149491,765
0,0,33,0,37,2,8,5475,1341,0,4,0,0,0,0,0,0.0131578947368421,0.181374896149491,808
0,0,0,0,0,1,7,0,0,0,31,0,0,0,0,0,0.0131578947368421,0.181374896149491,829
0,0,0,0,0,1,9,0,0,0,55,0,0,0,0,0,0.0131578947368421,0.181374896149491,1120
26,0,77,27,26,4,6,35286,37872,26,5,4,4,4,0,0.333333333333333,0.0143595634692705,0.212916739215627,1307
0,0,93,0,175,4,6,19902,7103,0,27,0,0,0,0,0,0.0131578947368421,0.181374896149491,1401
0,0,16,0,13,4,7,5477,1896,0,52,0,0,0,0,0,0.0131578947368421,0.181374896149491,1404
0,0,201,0,43,1,7,92160,1724,0,47,0,0,0,0,0,0.0131578947368421,0.181374896149491,1407
0,0,0,0,0,4,8,0,0,0,20,0,0,0,0,0,0.0131578947368421,0.181374896149491,1449
0,0,0,0,4,2,8,0,0,0,61,0,0,0,0,0,0.0131578947368421,0.181374896149491,1460
0,0,123,16,0,1,6,23377,32039,15,34,0,0,0,0,0,0.0131578947368421,0.181374896149491,1569
0,0,7,18,0,1,6,452,28,17,71,0,0,0,0,0,0.0131578947368421,0.181374896149491,2076
0,0,0,0,2,3,7,0,0,0,19,0,0,0,0,0,0.0131578947368421,0.181374896149491,2126
8,0,2,8,0,3,8,140,42,8,51,2,2,2,0,0,0.0133523233042549,0.342759937683848,2245
0,0,0,0,61,3,7,0,0,0,3,0,0,0,0,0,0.0131578947368421,0.181374896149491,2282
0,0,173,2,9,4,9,14034,7687,2,75,0,0,0,0,0,0.0131578947368421,0.181374896149491,2542
0,0,30,0,29,2,8,12471,7559,0,59,0,0,0,0,0,0.0131578947368421,0.181374896149491,2972
0,0,1,0,74,2,6,393,46,0,54,0,0,0,0,0,0.0131578947368421,0.181374896149491,2977
0,0,4,0,0,2,8,149,71,0,53,0,0,0,0,0,0.0131578947368421,0.181374896149491,2978
2,0,13,5,0,1,6,2553,531,3,70,2,2,2,0,0,0.014315709104791,0.0920835826007382,2986
0,0,15,0,29,5,6,1570,252,0,46,0,0,0,0,0,0.0131578947368421,0.181374896149491,3071
0,0,1,0,348,7,6,562,273,0,39,0,0,0,0,0,0.0131578947368421,0.181374896149491,3080
0,0,2,3,0,2,9,6,5,3,76,0,0,0,0,0,0.0131578947368421,0.181374896149491,3082
0,0,0,0,0,13,0,0,0,0,40,0,0,0,0,0,0.0131578947368421,0.181374896149491,378243
0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0.0131578947368421,0.181374896149491,379675
