"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
5,0,2,5,176,6,6,1,10,5,20,2,2,2,0,0,0.0305676855895196,0.169540158551619,24
174,0,1499,199,924,5,7,382374,374136,174,8,14,14,14,21,0,0.0319051959890611,1,95
0,0,0,0,34,5,7,0,0,0,13,0,0,0,0,0,0.0277777777777778,0.0847700882416133,198
0,0,14,0,163,7,9,22,22,0,11,0,0,0,0,0,0.0277777777777778,0.0847700882416133,273
0,0,0,0,0,3,10,0,0,0,14,0,0,0,0,0,0.0277777777777778,0.0847700882416133,371
0,0,0,0,106,2,7,0,0,0,23,0,0,0,0,0,0.0277777777777778,0.0847700882416133,379
3,0,0,3,21,3,6,0,0,3,3,0,0,0,0,0,0.0277777777777778,0.0847700882416133,415
0,0,8,0,37,1,6,688,66,0,6,0,0,0,0,0,0.0277777777777778,0.0847700882416133,494
6,0,0,6,15,4,10,0,0,6,4,2,2,2,0,0,0.030891438658429,0.127810946705256,517
21,0,3,21,40,6,9,1804,1797,21,5,2,2,2,0,0,0.025830258302583,0.899803402014287,526
1,0,11,1,131,4,10,51,42,1,1,0,0,0,0,0,0.0277777777777778,0.0847700882416133,527
7,0,25,9,100,4,10,61,97,7,15,2,2,2,0,0,0.030891438658429,0.127810723067956,554
0,0,0,0,13,3,10,0,0,0,7,0,0,0,0,0,0.0277777777777778,0.0847700882416133,1082
0,0,0,0,0,4,6,0,0,0,26,0,0,0,0,0,0.0277777777777778,0.0847700882416133,1159
0,0,201,0,56,2,7,14178,7316,0,2,0,0,0,0,0,0.0277777777777778,0.0847700882416133,1539
2,0,6,2,24,4,8,14,11,2,28,2,2,2,0,0,0.0305676855895196,0.169540114706912,1866
0,0,0,0,3,1,7,0,0,0,29,0,0,0,0,0,0.0277777777777778,0.0847700882416133,1867
4,0,13,4,2,3,10,29,20,4,36,0,0,0,0,0,0.0277777777777778,0.0847700882416133,2038
4,0,42,4,122,4,7,177,113,4,21,2,2,2,0,0,0.0296359017781541,0.294728084071261,2585
0,0,0,0,11,7,6,0,0,0,24,0,0,0,0,0,0.0277777777777778,0.0847700882416133,3080
0,0,0,0,13,1,8,0,0,0,30,0,0,0,0,0,0.0277777777777778,0.0847700882416133,3204
0,0,0,0,0,13,0,0,0,0,31,0,0,0,0,0,0.0277777777777778,0.0847700882416133,378243
0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0.0277777777777778,0.0847700882416133,378539
0,0,0,0,33,3,0,0,0,0,10,0,0,0,0,0,0.0277777777777778,0.0847700882416133,378553
0,0,0,0,50,2,0,0,0,0,16,0,0,0,0,0,0.0277777777777778,0.0847700882416133,379016
0,0,0,0,15,3,0,0,0,0,17,0,0,0,0,0,0.0277777777777778,0.0847700882416133,379031
0,0,0,0,34,2,0,0,0,0,18,0,0,0,0,0,0.0277777777777778,0.0847700882416133,379033
0,0,0,0,1,1,0,0,0,0,25,0,0,0,0,0,0.0277777777777778,0.0847700882416133,382296
2,0,0,2,21,1,0,0,0,2,27,2,2,2,0,0,0.0312221231043711,0.0860814476956321,385203
0,0,0,0,4,1,0,0,0,0,32,0,0,0,0,0,0.0277777777777778,0.0847700882416133,386603
0,0,0,0,40,2,0,0,0,0,35,0,0,0,0,0,0.0277777777777778,0.0847700882416133,386677
0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0.0277777777777778,0.0847700882416133,433472
0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0.0277777777777778,0.0847700882416133,434143
0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.0277777777777778,0.0847700882416133,446729
0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0.0277777777777778,0.0847700882416133,446983
0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0.0277777777777778,0.0847700882416133,447615
