"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
26,0,14,26,0,1,10,1420,258,26,14,4,4,4,0,0.333333333333333,0.0348484848484849,0.835612525983016,29
0,0,1,7,0,5,8,34,14,0,1,4,4,4,0,0.333333333333333,0.0375816993464052,0.545587260242807,276
29,0,223,34,70,4,7,63446,62156,29,11,8,8,8,0,0.214285714285714,0.0403508771929825,1,476
0,0,2,0,0,2,6,153,22,0,17,0,0,0,0,0,0.0416666666666667,0.22710499601356,478
0,0,0,0,0,1,9,0,0,0,12,0,0,0,0,0,0.0416666666666667,0.22710499601356,479
26,0,3353,33,194,1,6,270687,172212,26,3,8,8,8,3,0.214285714285714,0.041970802919708,0.943387627157536,494
19,0,7,27,61,5,9,866,279,19,4,4,4,4,1,0.333333333333333,0.0418181818181818,0.243940598619618,1489
0,0,694,0,117,2,7,479033,95911,0,6,0,0,0,0,0,0.0416666666666667,0.22710499601356,2216
1,0,2704,7,32,4,8,306303,278863,1,13,2,2,2,0,0,0.041970802919708,0.0405401086099759,2218
0,0,257,0,4,3,7,52488,28206,0,7,0,0,0,0,0,0.0416666666666667,0.22710499601356,2223
0,0,18,0,0,2,8,428,204,0,16,0,0,0,0,0,0.0416666666666667,0.22710499601356,2226
13,0,6,48,18,1,8,487254,343476,13,18,2,2,2,0,0,0.041970802919708,0.0405371811157145,2231
0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0.0416666666666667,0.22710499601356,378243
0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0416666666666667,0.22710499601356,378266
0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0.0416666666666667,0.22710499601356,378499
0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0.0416666666666667,0.22710499601356,382566
0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0.0416666666666667,0.22710499601356,390835
0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0.0416666666666667,0.22710499601356,390845
0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0.0416666666666667,0.22710499601356,390859
0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0.0416666666666667,0.22710499601356,390882
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0.0416666666666667,0.22710499601356,447097
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0.0416666666666667,0.22710499601356,447159
0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.0416666666666667,0.22710499601356,452216
0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0.0416666666666667,0.22710499601356,452626
