"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,0,0,0,7,7,0,0,0,43,0,0,0,0,0,0.0204081632653061,0.208662790142678,106
0,0,129,99,12,4,8,144937,135529,75,48,0,0,0,0,0,0.0204081632653061,0.208662790142678,152
249,0,9552,346,96,5,8,10037984,13425775,266,47,12,12,12,14,0.0303030303030303,0.02,0.720551976276949,172
0,0,1744,0,1,2,9,898984,357374,0,49,0,0,0,0,0,0.0204081632653061,0.208662790142678,309
0,0,36,0,2,3,8,365,183,0,7,0,0,0,0,0,0.0204081632653061,0.208662790142678,392
0,0,0,0,71,2,9,0,0,0,6,0,0,0,0,0,0.0204081632653061,0.208662790142678,432
0,0,0,0,20,4,10,0,0,0,4,0,0,0,0,0,0.0204081632653061,0.208662790142678,554
42,0,103,62,47,7,8,59213,4104,56,15,2,2,2,0,0,0.0133333333333333,0.831430680090684,1351
0,0,0,0,1,6,6,0,0,0,16,0,0,0,0,0,0.0204081632653061,0.208662790142678,1860
0,0,34,0,56,2,6,471,212,0,1,0,0,0,0,0,0.0204081632653061,0.208662790142678,2003
0,0,296,0,1,3,6,200200,54238,0,39,0,0,0,0,0,0.0204081632653061,0.208662790142678,2106
0,0,199,0,1,1,7,42079,15084,0,36,0,0,0,0,0,0.0204081632653061,0.208662790142678,2107
9,0,4,20,0,1,9,651,22,9,2,4,4,4,5,0.333333333333333,0.0193470374848851,0,2635
283,0,51,356,0,6,8,6639,1216,283,46,4,4,4,0,0.333333333333333,0.0180383314543405,1,2639
16,0,233,24,51,2,8,49117,21132,16,22,2,2,2,0,0,0.0195918367346939,0,2699
0,0,231,0,1,2,9,56159,15432,0,28,0,0,0,0,0,0.0204081632653061,0.208662790142678,2762
0,0,119,1,7,1,6,30018,7850,0,29,2,2,2,0,0,0.01995841995842,0,2763
0,0,69,0,2,1,9,30441,6619,0,41,0,0,0,0,0,0.0204081632653061,0.208662790142678,2765
0,0,44,0,0,4,10,4480,938,0,40,0,0,0,0,0,0.0204081632653061,0.208662790142678,2766
0,0,2,23,0,2,7,1153,80,0,45,2,2,2,0,0,0.01995841995842,0,2771
0,0,0,0,2,4,7,0,0,0,8,0,0,0,0,0,0.0204081632653061,0.208662790142678,2906
0,0,0,0,0,13,0,0,0,0,38,0,0,0,0,0,0.0204081632653061,0.208662790142678,378243
0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0.0204081632653061,0.208662790142678,378804
0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0.0204081632653061,0.208662790142678,379145
0,0,0,0,2,1,0,0,0,0,9,0,0,0,0,0,0.0204081632653061,0.208662790142678,380718
0,0,0,0,35,2,0,0,0,0,10,0,0,0,0,0,0.0204081632653061,0.208662790142678,381162
0,0,0,0,48,1,0,0,0,0,12,0,0,0,0,0,0.0204081632653061,0.208662790142678,381698
0,0,0,0,3,1,0,0,0,0,13,0,0,0,0,0,0.0204081632653061,0.208662790142678,381702
0,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0.0204081632653061,0.208662790142678,381759
0,0,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0.0204081632653061,0.208662790142678,381777
0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0.0204081632653061,0.208662790142678,381779
0,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0.0204081632653061,0.208662790142678,381787
0,0,0,0,0,2,0,0,0,0,20,0,0,0,0,0,0.0204081632653061,0.208662790142678,381807
0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,0,0.0204081632653061,0.208662790142678,381834
0,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0,0.0204081632653061,0.208662790142678,381860
0,0,0,0,0,4,0,0,0,0,27,0,0,0,0,0,0.0204081632653061,0.208662790142678,381917
0,0,0,0,0,2,0,0,0,0,30,0,0,0,0,0,0.0204081632653061,0.208662790142678,382197
0,0,0,0,0,4,0,0,0,0,34,0,0,0,0,0,0.0204081632653061,0.208662790142678,382303
0,0,0,0,0,2,0,0,0,0,37,0,0,0,0,0,0.0204081632653061,0.208662790142678,382382
0,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0.0204081632653061,0.208662790142678,384772
0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0.0204081632653061,0.208662790142678,432694
0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0.0204081632653061,0.208662790142678,432764
0,0,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0.0204081632653061,0.208662790142678,434309
0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0.0204081632653061,0.208662790142678,444342
0,0,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0.0204081632653061,0.208662790142678,444362
0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0.0204081632653061,0.208662790142678,445339
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0.0204081632653061,0.208662790142678,445371
0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0.0204081632653061,0.208662790142678,447097
0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0.0204081632653061,0.208662790142678,447507
