"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,2,0,0,7,9,10,2,0,4,0,0,0,0,0,0.0526315789473684,0.00656623234689163,273
1,0,22,1,0,4,6,2050,1693,1,3,4,4,4,2,0.333333333333333,0.0612244897959184,0.141287142054796,411
0,0,835,1,0,2,7,62697,31633,0,5,0,0,0,0,0,0.0526315789473684,0.00656623234689163,412
69,0,3200,89,0,4,7,491956,410253,74,17,6,6,6,0,0.266666666666667,0.0596026490066225,1,589
3,0,208,3,0,13,8,41449,19911,3,2,6,6,6,2,0.266666666666667,0.0612244897959184,0.476789105116045,670
0,0,0,0,0,3,10,0,0,0,6,0,0,0,0,0,0.0526315789473684,0.00656623234689163,721
0,0,0,0,0,2,10,0,0,0,7,0,0,0,0,0,0.0526315789473684,0.00656623234689163,765
0,0,0,0,0,1,7,0,0,0,8,0,0,0,0,0,0.0526315789473684,0.00656623234689163,829
15,0,112,16,0,1,6,21425,30470,15,9,4,4,4,0,0.333333333333333,0.0608108108108108,0.885140197565323,1569
0,0,0,0,0,3,7,0,0,0,1,0,0,0,0,0,0.0526315789473684,0.00656623234689163,2282
0,0,69,0,0,4,9,4786,1374,0,18,0,0,0,0,0,0.0526315789473684,0.00656623234689163,2542
0,0,0,0,0,2,9,0,0,0,19,0,0,0,0,0,0.0526315789473684,0.00656623234689163,3082
0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0.0526315789473684,0.00656623234689163,378243
0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,0.0526315789473684,0.00656623234689163,382758
0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0.0526315789473684,0.00656623234689163,432600
0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0.0526315789473684,0.00656623234689163,432620
0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0.0526315789473684,0.00656623234689163,432896
0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0.0526315789473684,0.00656623234689163,433641
0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0.0526315789473684,0.00656623234689163,433973
