"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
23,0,2283,25,830,3,9,164246,102556,23,4,2,2,2,0,0,0.100917431192661,0.0426935460079457,498
37,0,3299,52,444,5,6,848651,459541,37,5,4,4,4,0,0.333333333333333,0.092436974789916,0.932121907810842,499
0,0,2244,1,723,6,10,588174,500361,0,3,0,0,0,0,0,0.0833333333333333,0.00083309211055507,500
0,0,196,0,146,3,8,17679,9002,0,1,0,0,0,0,0,0.0833333333333333,0.00083309211055507,501
6,0,1326,7,590,5,8,226883,110112,6,2,2,2,2,0,0,0.0909090909090909,0.214105478437984,502
0,0,150,0,92,3,9,24101,7220,0,9,0,0,0,0,0,0.0833333333333333,0.00083309211055507,503
1,0,399,164,179,2,10,42374,27485,1,10,8,8,8,5,0.0714285714285714,0.10377358490566,1,504
0,0,0,0,0,4,7,0,0,0,12,0,0,0,0,0,0.0833333333333333,0.00083309211055507,589
0,0,32,0,13,2,7,440,204,0,7,0,0,0,0,0,0.0833333333333333,0.00083309211055507,2079
0,0,19,0,6,1,8,1554,74,0,6,0,0,0,0,0,0.0833333333333333,0.00083309211055507,2080
47,0,1757,55,321,5,6,382079,275744,47,8,4,4,4,3,0.333333333333333,0.0973451327433628,0.379565124836005,2081
0,0,0,0,12,1,0,0,0,0,11,0,0,0,0,0,0.0833333333333333,0.00083309211055507,425353
