"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
104,0,109,107,117,4,10,12081,4568,104,1,10,10,10,10.6666666666667,0.222222222222222,0.0206998521439133,0.062538959965604,517
562,0,170,613,99,4,9,163823,57918,562,30,12,12,12,0,0.181818181818182,0.0205983325159392,0.943971568972019,623
0,0,1929,0,91,2,7,180329,44368,0,35,0,0,0,0,0,0.0232558139534884,0.00156856285524552,820
0,0,0,0,0,2,8,0,0,0,2,0,0,0,0,0,0.0232558139534884,0.00156856285524552,1033
23,0,89,29,3,3,10,61355,3513,23,31,6,6,6,0.333333333333333,0.4,0.0206388206388206,0,2569
13,0,20,15,1,4,10,969,870,13,33,6,6,6,0,0.4,0.0205278592375367,0.0158239848763223,2735
0,0,2,1,0,2,10,5296,5281,0,43,4,4,4,3.66666666666667,0.333333333333333,0.0206388206388206,0,2737
159,0,35,177,12,3,6,5237,2580,159,42,6,6,6,5,0.266666666666667,0.0206388206388206,0.676212905283601,2740
324,0,1,341,47,4,10,45,4,324,41,4,4,4,0,0.333333333333333,0.00962199312714777,1,3295
0,0,0,0,0,13,0,0,0,0,39,0,0,0,0,0,0.0232558139534884,0.00156856285524552,378243
0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379027
0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379028
0,0,0,0,17,3,0,0,0,0,7,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379030
0,0,0,0,147,3,0,0,0,0,8,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379031
0,0,0,0,766,2,0,0,0,0,9,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379033
0,0,0,0,36,1,0,0,0,0,10,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379034
0,0,0,0,36,2,0,0,0,0,11,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379036
0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379039
0,0,0,0,6,2,0,0,0,0,14,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379041
0,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379044
0,0,0,0,6,2,0,0,0,0,16,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379049
0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379065
0,0,0,0,18,1,0,0,0,0,18,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379086
0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379110
0,0,0,0,23,1,0,0,0,0,21,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379145
0,0,0,0,14,4,0,0,0,0,22,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379228
0,0,0,0,49,1,0,0,0,0,23,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379245
0,0,0,0,18,2,0,0,0,0,24,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379303
0,0,0,0,4,1,0,0,0,0,25,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379405
0,0,0,0,5,1,0,0,0,0,26,0,0,0,0,0,0.0232558139534884,0.00156856285524552,379483
0,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0.0232558139534884,0.00156856285524552,380216
0,0,0,0,91,1,0,0,0,0,32,0,0,0,0,0,0.0232558139534884,0.00156856285524552,388273
0,0,0,0,1,2,0,0,0,0,34,0,0,0,0,0,0.0232558139534884,0.00156856285524552,390067
0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0232558139534884,0.00156856285524552,433031
0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0.0232558139534884,0.00156856285524552,433128
0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.0232558139534884,0.00156856285524552,434099
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0232558139534884,0.00156856285524552,434144
0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0.0232558139534884,0.00156856285524552,434330
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0232558139534884,0.00156856285524552,444954
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.0232558139534884,0.00156856285524552,446729
0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.0232558139534884,0.00156856285524552,446828
0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0.0232558139534884,0.00156856285524552,448015
0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0.0232558139534884,0.00156856285524552,448770
