"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
14,0,56,15,19,3,6,13675,3474,14,2,2,2,2,0,0,0.0565371024734982,0.0968190796366324,23
0,0,11,0,83,6,6,93,25,0,3,0,0,0,0,0,0.0588235294117647,0.0228491628965513,24
15,0,99,15,7,1,10,36995,36668,15,12,6,6,6,5,0.266666666666667,0.0686695278969957,0.286509615339082,29
21,0,1686,147,129,5,8,261231,209689,130,11,6,6,6,5,0.133333333333333,0.0686695278969957,0.293743892858135,475
30,0,1687,30,108,4,7,468373,351339,30,7,10,10,10,12,0.133333333333333,0.0714285714285714,1,476
0,0,393,0,2,1,9,107543,71870,0,14,0,0,0,0,0,0.0588235294117647,0.0228491628965513,477
0,0,17,0,0,2,6,6747,1472,0,16,0,0,0,0,0,0.0588235294117647,0.0228491628965513,478
4,0,461,4,4,1,9,151771,123433,4,8,4,4,4,0,0.333333333333333,0.0567375886524823,0.807769959165882,479
0,0,35,7,4,2,7,1678,277,5,9,0,0,0,0,0,0.0588235294117647,0.0228491628965513,480
0,0,25,6,7,3,6,2086,118,2,15,0,0,0,0,0,0.0588235294117647,0.0228491628965513,492
34,0,27,48,179,1,6,6747,336,41,1,4,4,4,0,0.333333333333333,0.065843621399177,0.263763113272915,494
0,0,10,0,1,3,8,168,93,0,13,0,0,0,0,0,0.0588235294117647,0.0228491628965513,1608
0,0,0,0,5,3,7,0,0,0,4,0,0,0,0,0,0.0588235294117647,0.0228491628965513,2223
4,0,0,4,0,4,8,0,0,4,17,4,4,4,0,0.333333333333333,0.0588235294117647,0.752159273702322,2793
0,0,0,0,0,7,6,0,0,0,5,0,0,0,0,0,0.0588235294117647,0.0228491628965513,3080
0,0,0,0,0,13,0,0,0,0,10,0,0,0,0,0,0.0588235294117647,0.0228491628965513,378243
0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0.0588235294117647,0.0228491628965513,382566
