"","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","pagerank"
"1",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"2",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"3",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"4",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"5",24,24,24,1,0.0072463768115942,0.0178236397748593,1,0.0216751466326368
"6",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"7",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"8",8,8,8,0,0.0714285714285714,0.0177902621722846,0.504199686402754,0.0228302632618001
"9",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"10",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"11",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"12",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"13",8,8,8,0,0.0714285714285714,0.0178125,0.433016895371385,0.0222907040322475
"14",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"15",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"16",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"17",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"18",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"19",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"20",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"21",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"22",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"23",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"24",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"25",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"26",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"27",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"28",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"29",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"30",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"31",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"32",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"33",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"34",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"35",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"36",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"37",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"38",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"39",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"40",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"41",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"42",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"43",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"44",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"45",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"46",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"47",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"48",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"49",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"50",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"51",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"52",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"53",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"54",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"55",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"56",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"57",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
"58",0,0,0,0,0,0.0172413793103448,0.0246090654679864,0.0169673433831512
