"","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","pagerank"
"1",20,20,20,4,0.0631578947368421,0.0124186871673566,1,0.0326412818938592
"2",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"3",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"4",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"5",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"6",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"7",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"8",10,10,10,7,0.266666666666667,0.01242787394585,0.0232230617922478,0.0118718882791143
"9",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"10",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"11",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"12",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"13",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"14",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"15",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"16",8,8,8,0,0.428571428571429,0.0124205234363448,0.0317759837278665,0.012001280497153
"17",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"18",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"19",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"20",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"21",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"22",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"23",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"24",2,2,2,0,0,0.012280701754386,0.00132474735047258,0.0114974230427978
"25",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"26",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"27",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"28",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"29",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"30",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"31",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"32",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"33",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"34",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"35",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"36",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"37",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"38",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"39",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"40",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"41",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"42",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"43",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"44",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"45",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"46",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"47",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"48",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"49",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"50",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"51",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"52",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"53",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"54",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"55",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"56",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"57",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"58",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"59",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"60",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"61",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"62",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"63",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"64",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"65",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"66",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"67",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
"68",0,0,0,0,0,0.0117647058823529,0.0160278289908838,0.0114565264793699
