"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",300,0,0,0,0,0,0.0149253731343284,0.249999998200049
"2",611,0,0,0,0,0,0.0149253731343284,0.249999998200049
"3",378327,0,0,0,0,0,0.0149253731343284,0.249999998200049
"4",199,0,0,0,0,0,0.0149253731343284,0.249999998200049
"5",273,4,4,4,0,0.333333333333333,0.0153846153846154,0.999999990612475
"6",1587,4,4,4,0,0.333333333333333,0.0153846153846154,1
"7",460,4,4,4,0,0.333333333333333,0.0153846153846154,0.999999980856674
"8",2967,0,0,0,0,0,0.0149253731343284,0.249999998200049
"9",413,0,0,0,0,0,0.0149253731343284,0.249999998200049
"10",379027,0,0,0,0,0,0.0149253731343284,0.249999998200049
"11",379036,0,0,0,0,0,0.0149253731343284,0.249999998200049
"12",379793,0,0,0,0,0,0.0149253731343284,0.249999998200049
"13",668,0,0,0,0,0,0.0149253731343284,0.249999998200049
"14",444879,0,0,0,0,0,0.0149253731343284,0.249999998200049
"15",446954,0,0,0,0,0,0.0149253731343284,0.249999998200049
"16",380752,0,0,0,0,0,0.0149253731343284,0.249999998200049
"17",380768,0,0,0,0,0,0.0149253731343284,0.249999998200049
"18",380789,0,0,0,0,0,0.0149253731343284,0.249999998200049
"19",380805,0,0,0,0,0,0.0149253731343284,0.249999998200049
"20",380875,0,0,0,0,0,0.0149253731343284,0.249999998200049
"21",462,0,0,0,0,0,0.0149253731343284,0.249999998200049
"22",380890,0,0,0,0,0,0.0149253731343284,0.249999998200049
"23",829,0,0,0,0,0,0.0149253731343284,0.249999998200049
"24",433088,0,0,0,0,0,0.0149253731343284,0.249999998200049
"25",381171,0,0,0,0,0,0.0149253731343284,0.249999998200049
"26",1626,0,0,0,0,0,0.0149253731343284,0.249999998200049
"27",381180,0,0,0,0,0,0.0149253731343284,0.249999998200049
"28",370,0,0,0,0,0,0.0149253731343284,0.249999998200049
"29",194325,0,0,0,0,0,0.0149253731343284,0.249999998200049
"30",381449,0,0,0,0,0,0.0149253731343284,0.249999998200049
"31",2569,0,0,0,0,0,0.0149253731343284,0.249999998200049
"32",382329,0,0,0,0,0,0.0149253731343284,0.249999998200049
"33",378243,0,0,0,0,0,0.0149253731343284,0.249999998200049
"34",444666,0,0,0,0,0,0.0149253731343284,0.249999998200049
"35",432947,0,0,0,0,0,0.0149253731343284,0.249999998200049
"36",447385,0,0,0,0,0,0.0149253731343284,0.249999998200049
"37",385978,0,0,0,0,0,0.0149253731343284,0.249999998200049
"38",380991,0,0,0,0,0,0.0149253731343284,0.249999998200049
"39",386001,0,0,0,0,0,0.0149253731343284,0.249999998200049
"40",386170,0,0,0,0,0,0.0149253731343284,0.249999998200049
"41",447599,0,0,0,0,0,0.0149253731343284,0.249999998200049
"42",447680,0,0,0,0,0,0.0149253731343284,0.249999998200049
"43",447894,0,0,0,0,0,0.0149253731343284,0.249999998200049
"44",447895,0,0,0,0,0,0.0149253731343284,0.249999998200049
"45",447896,0,0,0,0,0,0.0149253731343284,0.249999998200049
"46",389199,0,0,0,0,0,0.0149253731343284,0.249999998200049
"47",447897,0,0,0,0,0,0.0149253731343284,0.249999998200049
"48",447898,0,0,0,0,0,0.0149253731343284,0.249999998200049
"49",447900,0,0,0,0,0,0.0149253731343284,0.249999998200049
"50",434791,0,0,0,0,0,0.0149253731343284,0.249999998200049
"51",1463,0,0,0,0,0,0.0149253731343284,0.249999998200049
"52",447356,0,0,0,0,0,0.0149253731343284,0.249999998200049
"53",399827,0,0,0,0,0,0.0149253731343284,0.249999998200049
"54",1633,0,0,0,0,0,0.0149253731343284,0.249999998200049
"55",406922,0,0,0,0,0,0.0149253731343284,0.249999998200049
"56",410064,0,0,0,0,0,0.0149253731343284,0.249999998200049
"57",452119,0,0,0,0,0,0.0149253731343284,0.249999998200049
"58",445664,0,0,0,0,0,0.0149253731343284,0.249999998200049
"59",443654,0,0,0,0,0,0.0149253731343284,0.249999998200049
"60",452127,0,0,0,0,0,0.0149253731343284,0.249999998200049
"61",452128,0,0,0,0,0,0.0149253731343284,0.249999998200049
"62",444167,0,0,0,0,0,0.0149253731343284,0.249999998200049
"63",433826,0,0,0,0,0,0.0149253731343284,0.249999998200049
"64",426170,0,0,0,0,0,0.0149253731343284,0.249999998200049
"65",452145,0,0,0,0,0,0.0149253731343284,0.249999998200049
"66",2313,0,0,0,0,0,0.0149253731343284,0.249999998200049
"67",456195,0,0,0,0,0,0.0149253731343284,0.249999998200049
