"vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se"
"1",1,487,16.7946611909651,26.9392498283641,8,11.0153452685422,7.413,1,281,280,4.67572375930814,30.1722751841376,1.22073393391127
