"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",501,4,4,8,0,0.107142857142857,0.154929577464789,0.309544875262554
"2",502,7,7,14,10.6666666666667,0.043956043956044,0.159420289855072,0.483661963909863
"3",500,4,4,8,0,0.0357142857142857,0.144736842105263,0.675285879502028
"4",498,6,6,12,0,0.0454545454545455,0.150684931506849,0.438098777224095
"5",499,16,16,32,19.3333333333333,0.00806451612903226,0.161764705882353,1
"6",2080,0,0,0,0,NA,0.0833333333333333,1.3650098240662e-18
"7",2079,1,1,2,0,0,0.148648648648649,0.0181780044703732
"8",2081,4,4,8,0,0,0.150684931506849,0.451009320396199
"9",503,0,0,0,0,NA,0.0833333333333333,1.3650098240662e-18
"10",504,0,0,0,0,NA,0.0833333333333333,1.3650098240662e-18
"11",425353,0,0,0,0,NA,0.0833333333333333,1.3650098240662e-18
"12",589,0,0,0,0,NA,0.0833333333333333,1.3650098240662e-18
