"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",9,2,2,4,4,0,0.0975609756097561,1
"2",2624,1,1,2,0,0,0.096,0.109772228646444
"3",1580,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"4",20,2,2,4,4,0,0.0975609756097561,0.349030329381919
"5",2679,1,1,2,0,0,0.0930232558139535,0.943518824058935
"6",395088,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"7",712,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"8",710,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"9",2628,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"10",2626,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"11",714,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"12",4,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
"13",433476,0,0,0,0,NA,0.0769230769230769,3.94880973343989e-17
