"","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","pagerank"
"1",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"2",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"3",2,2,4,0,0.166666666666667,0.0616438356164384,0.912170513084133,0.135669409588263
"4",3,3,6,0,0.0666666666666667,0.0616438356164384,1,0.145483792409541
"5",1,1,2,0,0,0.0608108108108108,0.463156102348286,0.0979371477887865
"6",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"7",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"8",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"9",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"10",4,4,8,6,0.0357142857142857,0.0620689655172414,0.814929499944836,0.157794896115049
"11",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"12",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"13",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"14",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"15",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"16",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"17",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"18",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
"19",0,0,0,0,0,0.0526315789473684,0,0.0308743169398907
