"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",317,1,1,2,0,0,0.0909090909090909,0
"2",382974,0,0,0,0,NA,0.0833333333333333,1
"3",106,1,1,2,0,0,0.0909090909090909,0
"4",104,0,0,0,0,NA,0.0833333333333333,1
"5",378243,0,0,0,0,NA,0.0833333333333333,1
"6",315,0,0,0,0,NA,0.0833333333333333,1
"7",382301,0,0,0,0,NA,0.0833333333333333,1
"8",316,0,0,0,0,NA,0.0833333333333333,1
"9",107,0,0,0,0,NA,0.0833333333333333,1
"10",108,0,0,0,0,NA,0.0833333333333333,1
"11",576,0,0,0,0,NA,0.0833333333333333,1
"12",3234,0,0,0,0,NA,0.0833333333333333,1
