"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",300,1,1,2,0,0,0.0241206030150754,0.000574751067751061
"2",611,0,0,0,0,NA,0.0204081632653061,0
"3",1082,4,4,8,30,0.0357142857142857,0.0242057488653555,0.0255095404241764
"4",273,5,5,10,18,0.0444444444444444,0.0241691842900302,1
"5",371,5,5,10,30,0.0444444444444444,0.0242057488653555,0.0806122467937059
"6",379653,0,0,0,0,NA,0.0204081632653061,0
"7",432588,0,0,0,0,NA,0.0204081632653061,0
"8",348,0,0,0,0,NA,0.0204081632653061,0
"9",380730,0,0,0,0,NA,0.0204081632653061,0
"10",380752,2,2,4,14,0,0.0240360540811217,0.000122890337790547
"11",380759,0,0,0,0,NA,0.0204081632653061,0
"12",380768,2,2,4,0,0.166666666666667,0.024132730015083,0.0261633493387242
"13",380771,2,2,4,24,0,0.0240963855421687,0.00545155082357112
"14",380789,1,1,2,0,0,0.0208333333333333,0
"15",380797,0,0,0,0,NA,0.0204081632653061,0
"16",380805,0,0,0,0,NA,0.0204081632653061,0
"17",380823,0,0,0,0,NA,0.0204081632653061,0
"18",380824,0,0,0,0,NA,0.0204081632653061,0
"19",380827,0,0,0,0,NA,0.0204081632653061,0
"20",380853,0,0,0,0,NA,0.0204081632653061,0
"21",380877,0,0,0,0,NA,0.0204081632653061,0
"22",462,1,1,2,0,0,0.024,0.045061656007439
"23",380890,1,1,2,0,0,0.0208333333333333,0
"24",380921,0,0,0,0,NA,0.0204081632653061,0
"25",380926,0,0,0,0,NA,0.0204081632653061,0
"26",433088,0,0,0,0,NA,0.0204081632653061,0
"27",1626,1,1,2,0,0,0.0239520958083832,2.76882106405832e-06
"28",381180,0,0,0,0,NA,0.0204081632653061,0
"29",381265,0,0,0,0,NA,0.0204081632653061,0
"30",379681,0,0,0,0,NA,0.0204081632653061,0
"31",381645,0,0,0,0,NA,0.0204081632653061,0
"32",445371,0,0,0,0,NA,0.0204081632653061,0
"33",432947,0,0,0,0,NA,0.0204081632653061,0
"34",381449,0,0,0,0,NA,0.0204081632653061,0
"35",447383,0,0,0,0,NA,0.0204081632653061,0
"36",386206,0,0,0,0,NA,0.0204081632653061,0
"37",432755,0,0,0,0,NA,0.0204081632653061,0
"38",447580,0,0,0,0,NA,0.0204081632653061,0
"39",447581,0,0,0,0,NA,0.0204081632653061,0
"40",447582,0,0,0,0,NA,0.0204081632653061,0
"41",386444,0,0,0,0,NA,0.0204081632653061,0
"42",386445,0,0,0,0,NA,0.0204081632653061,0
"43",386447,0,0,0,0,NA,0.0204081632653061,0
"44",386448,0,0,0,0,NA,0.0204081632653061,0
"45",386517,0,0,0,0,NA,0.0204081632653061,0
"46",386519,0,0,0,0,NA,0.0204081632653061,0
"47",447599,0,0,0,0,NA,0.0204081632653061,0
"48",378243,0,0,0,0,NA,0.0204081632653061,0
"49",309802,0,0,0,0,NA,0.0204081632653061,0
