"","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","pagerank"
"1",3,3,6,0,0.0666666666666667,0.0691056910569106,0.448860971849992,0.0992432647481945
"2",1,1,2,0,0,0.0634328358208955,0.427327587113269,0.0835065340788474
"3",6,6,12,18,0.0151515151515152,0.0708333333333333,1,0.31811418697546
"4",3,3,6,8,0.0666666666666667,0.0702479338842975,0.225455949059016,0.0398368167826305
"5",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"6",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"7",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"8",1,1,2,0,0,0.0653846153846154,0.305233990795192,0.066606717895776
"9",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"10",1,1,2,0,0,0.0615942028985507,0.549421183431346,0.100406350261919
"11",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"12",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"13",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"14",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"15",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"16",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"17",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
"18",0,0,0,0,0,0.0555555555555556,0,0.0243571774380977
