"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",276,1,1,2,0,0,0.00662251655629139,1
"2",415,0,0,0,0,NA,0.00657894736842105,0
"3",261,0,0,0,0,NA,0.00657894736842105,0
"4",446670,0,0,0,0,NA,0.00657894736842105,0
"5",671,0,0,0,0,NA,0.00657894736842105,0
"6",262,0,0,0,0,NA,0.00657894736842105,0
"7",286,1,1,2,0,0,0.00662251655629139,1
"8",587,0,0,0,0,NA,0.00657894736842105,0
"9",259,0,0,0,0,NA,0.00657894736842105,0
"10",610,0,0,0,0,NA,0.00657894736842105,0
"11",756,0,0,0,0,NA,0.00657894736842105,0
"12",253,0,0,0,0,NA,0.00657894736842105,0
"13",258,0,0,0,0,NA,0.00657894736842105,0
"14",434144,0,0,0,0,NA,0.00657894736842105,0
"15",322,0,0,0,0,NA,0.00657894736842105,0
"16",319,0,0,0,0,NA,0.00657894736842105,0
"17",273,0,0,0,0,NA,0.00657894736842105,0
"18",434143,0,0,0,0,NA,0.00657894736842105,0
"19",1587,0,0,0,0,NA,0.00657894736842105,0
"20",443,0,0,0,0,NA,0.00657894736842105,0
"21",197,0,0,0,0,NA,0.00657894736842105,0
"22",23,0,0,0,0,NA,0.00657894736842105,0
"23",760,0,0,0,0,NA,0.00657894736842105,0
"24",189,0,0,0,0,NA,0.00657894736842105,0
"25",3014,0,0,0,0,NA,0.00657894736842105,0
"26",379589,0,0,0,0,NA,0.00657894736842105,0
"27",193,0,0,0,0,NA,0.00657894736842105,0
"28",379597,0,0,0,0,NA,0.00657894736842105,0
"29",185,0,0,0,0,NA,0.00657894736842105,0
"30",379607,0,0,0,0,NA,0.00657894736842105,0
"31",179,0,0,0,0,NA,0.00657894736842105,0
"32",182,0,0,0,0,NA,0.00657894736842105,0
"33",234,0,0,0,0,NA,0.00657894736842105,0
"34",1951,0,0,0,0,NA,0.00657894736842105,0
"35",2126,0,0,0,0,NA,0.00657894736842105,0
"36",249,0,0,0,0,NA,0.00657894736842105,0
"37",3017,0,0,0,0,NA,0.00657894736842105,0
"38",379634,0,0,0,0,NA,0.00657894736842105,0
"39",379637,0,0,0,0,NA,0.00657894736842105,0
"40",379642,0,0,0,0,NA,0.00657894736842105,0
"41",693,0,0,0,0,NA,0.00657894736842105,0
"42",1448,0,0,0,0,NA,0.00657894736842105,0
"43",2129,0,0,0,0,NA,0.00657894736842105,0
"44",432589,0,0,0,0,NA,0.00657894736842105,0
"45",379706,0,0,0,0,NA,0.00657894736842105,0
"46",665,0,0,0,0,NA,0.00657894736842105,0
"47",2394,0,0,0,0,NA,0.00657894736842105,0
"48",254,0,0,0,0,NA,0.00657894736842105,0
"49",446844,0,0,0,0,NA,0.00657894736842105,0
"50",668,0,0,0,0,NA,0.00657894736842105,0
"51",379862,0,0,0,0,NA,0.00657894736842105,0
"52",379870,0,0,0,0,NA,0.00657894736842105,0
"53",379890,0,0,0,0,NA,0.00657894736842105,0
"54",380112,0,0,0,0,NA,0.00657894736842105,0
"55",282,0,0,0,0,NA,0.00657894736842105,0
"56",433031,0,0,0,0,NA,0.00657894736842105,0
"57",251,0,0,0,0,NA,0.00657894736842105,0
"58",380479,0,0,0,0,NA,0.00657894736842105,0
"59",1979,0,0,0,0,NA,0.00657894736842105,0
"60",380730,0,0,0,0,NA,0.00657894736842105,0
"61",829,0,0,0,0,NA,0.00657894736842105,0
"62",433088,0,0,0,0,NA,0.00657894736842105,0
"63",380968,0,0,0,0,NA,0.00657894736842105,0
"64",257,0,0,0,0,NA,0.00657894736842105,0
"65",245,0,0,0,0,NA,0.00657894736842105,0
"66",433146,0,0,0,0,NA,0.00657894736842105,0
"67",381323,0,0,0,0,NA,0.00657894736842105,0
"68",3107,0,0,0,0,NA,0.00657894736842105,0
"69",432694,0,0,0,0,NA,0.00657894736842105,0
"70",445371,0,0,0,0,NA,0.00657894736842105,0
"71",445339,0,0,0,0,NA,0.00657894736842105,0
"72",393,0,0,0,0,NA,0.00657894736842105,0
"73",432600,0,0,0,0,NA,0.00657894736842105,0
"74",433641,0,0,0,0,NA,0.00657894736842105,0
"75",247,0,0,0,0,NA,0.00657894736842105,0
"76",383224,0,0,0,0,NA,0.00657894736842105,0
"77",378243,0,0,0,0,NA,0.00657894736842105,0
"78",383633,0,0,0,0,NA,0.00657894736842105,0
"79",383645,0,0,0,0,NA,0.00657894736842105,0
"80",432683,0,0,0,0,NA,0.00657894736842105,0
"81",432797,0,0,0,0,NA,0.00657894736842105,0
"82",432608,0,0,0,0,NA,0.00657894736842105,0
"83",447330,0,0,0,0,NA,0.00657894736842105,0
"84",384279,0,0,0,0,NA,0.00657894736842105,0
"85",384563,0,0,0,0,NA,0.00657894736842105,0
"86",278,0,0,0,0,NA,0.00657894736842105,0
"87",272,0,0,0,0,NA,0.00657894736842105,0
"88",386035,0,0,0,0,NA,0.00657894736842105,0
"89",433472,0,0,0,0,NA,0.00657894736842105,0
"90",384098,0,0,0,0,NA,0.00657894736842105,0
"91",387054,0,0,0,0,NA,0.00657894736842105,0
"92",445335,0,0,0,0,NA,0.00657894736842105,0
"93",1781,0,0,0,0,NA,0.00657894736842105,0
"94",434418,0,0,0,0,NA,0.00657894736842105,0
"95",320,0,0,0,0,NA,0.00657894736842105,0
"96",268,0,0,0,0,NA,0.00657894736842105,0
"97",911,0,0,0,0,NA,0.00657894736842105,0
"98",388687,0,0,0,0,NA,0.00657894736842105,0
"99",388019,0,0,0,0,NA,0.00657894736842105,0
"100",434791,0,0,0,0,NA,0.00657894736842105,0
"101",3025,0,0,0,0,NA,0.00657894736842105,0
"102",285,0,0,0,0,NA,0.00657894736842105,0
"103",433861,0,0,0,0,NA,0.00657894736842105,0
"104",448149,0,0,0,0,NA,0.00657894736842105,0
"105",391542,0,0,0,0,NA,0.00657894736842105,0
"106",444603,0,0,0,0,NA,0.00657894736842105,0
"107",1463,0,0,0,0,NA,0.00657894736842105,0
"108",1460,0,0,0,0,NA,0.00657894736842105,0
"109",434223,0,0,0,0,NA,0.00657894736842105,0
"110",380708,0,0,0,0,NA,0.00657894736842105,0
"111",398354,0,0,0,0,NA,0.00657894736842105,0
"112",398425,0,0,0,0,NA,0.00657894736842105,0
"113",252,0,0,0,0,NA,0.00657894736842105,0
"114",3045,0,0,0,0,NA,0.00657894736842105,0
"115",269,0,0,0,0,NA,0.00657894736842105,0
"116",445354,0,0,0,0,NA,0.00657894736842105,0
"117",3270,0,0,0,0,NA,0.00657894736842105,0
"118",400613,0,0,0,0,NA,0.00657894736842105,0
"119",400676,0,0,0,0,NA,0.00657894736842105,0
"120",400686,0,0,0,0,NA,0.00657894736842105,0
"121",400696,0,0,0,0,NA,0.00657894736842105,0
"122",401016,0,0,0,0,NA,0.00657894736842105,0
"123",401095,0,0,0,0,NA,0.00657894736842105,0
"124",401620,0,0,0,0,NA,0.00657894736842105,0
"125",401938,0,0,0,0,NA,0.00657894736842105,0
"126",449216,0,0,0,0,NA,0.00657894736842105,0
"127",289,0,0,0,0,NA,0.00657894736842105,0
"128",403548,0,0,0,0,NA,0.00657894736842105,0
"129",403622,0,0,0,0,NA,0.00657894736842105,0
"130",447606,0,0,0,0,NA,0.00657894736842105,0
"131",403944,0,0,0,0,NA,0.00657894736842105,0
"132",404802,0,0,0,0,NA,0.00657894736842105,0
"133",1990,0,0,0,0,NA,0.00657894736842105,0
"134",274,0,0,0,0,NA,0.00657894736842105,0
"135",266,0,0,0,0,NA,0.00657894736842105,0
"136",3038,0,0,0,0,NA,0.00657894736842105,0
"137",287,0,0,0,0,NA,0.00657894736842105,0
"138",288,0,0,0,0,NA,0.00657894736842105,0
"139",292,0,0,0,0,NA,0.00657894736842105,0
"140",3057,0,0,0,0,NA,0.00657894736842105,0
"141",3262,0,0,0,0,NA,0.00657894736842105,0
"142",3263,0,0,0,0,NA,0.00657894736842105,0
"143",3261,0,0,0,0,NA,0.00657894736842105,0
"144",906,0,0,0,0,NA,0.00657894736842105,0
"145",431690,0,0,0,0,NA,0.00657894736842105,0
"146",916,0,0,0,0,NA,0.00657894736842105,0
"147",200,0,0,0,0,NA,0.00657894736842105,0
"148",291,0,0,0,0,NA,0.00657894736842105,0
"149",2205,0,0,0,0,NA,0.00657894736842105,0
"150",382818,0,0,0,0,NA,0.00657894736842105,0
"151",391196,0,0,0,0,NA,0.00657894736842105,0
"152",3055,0,0,0,0,NA,0.00657894736842105,0
