"upeople_id","X129scmChanges","X123scrChanges","X1mslChanges","number_of_domain","country","X129linesadded","X129linesremoved","X123ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
219,3572,48,540,4,9,15759757,15098378,23,1,3,3,6,2,0.0666666666666667,0.0909090909090909,0.44304828242757
432,0,0,8,2,9,0,0,0,2,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
524,572,22,377,3,8,193869,173276,11,3,3,3,6,0,0.0666666666666667,0.0902255639097744,1
1351,1,6,15,7,8,84,7,4,5,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
1599,32,0,163,1,9,43105,42558,0,9,2,2,4,0,0.166666666666667,0.0902255639097744,0.937137144369959
1860,0,0,0,6,6,0,0,0,6,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
381522,0,0,5,2,0,0,0,0,4,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
381777,0,0,0,3,0,0,0,0,7,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
381787,0,0,0,2,0,0,0,0,8,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
382968,0,0,0,1,0,0,0,0,10,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
382969,0,0,0,2,0,0,0,0,11,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
382985,0,0,0,2,0,0,0,0,12,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
395807,0,0,0,1,0,0,0,0,13,0,0,0,0,NA,0.0769230769230769,5.99653097198185e-17
