"upeople_id","X232scmChanges","X303scrChanges","X1mslChanges","number_of_domain","country","X232linesadded","X232linesremoved","X303ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
22,3,0,7,2,10,440,5,0,4,1,1,2,0,0,0.0756756756756757,0.316227766016838
101,6,14,35,2,9,454,72,14,1,0,0,0,0,NA,0.0666666666666667,0
547,0,10,0,5,8,0,0,10,14,0,0,0,0,NA,0.0666666666666667,0
2151,624,0,113,3,8,131091,35519,0,3,2,2,4,2,0,0.0760869565217391,1
2152,97,0,20,4,7,17609,2069,0,2,1,1,2,0,0,0.0748663101604278,0.948683298050514
2157,7,27,11,3,9,5497,1115,26,11,0,0,0,0,NA,0.0666666666666667,0
2166,1,9,0,1,9,10,3,8,12,0,0,0,0,NA,0.0666666666666667,0
378243,0,0,0,13,0,0,0,0,6,0,0,0,0,NA,0.0666666666666667,0
387556,0,0,0,1,0,0,0,0,5,0,0,0,0,NA,0.0666666666666667,0
387558,0,0,0,1,0,0,0,0,7,0,0,0,0,NA,0.0666666666666667,0
387559,0,0,1,1,0,0,0,0,8,0,0,0,0,NA,0.0666666666666667,0
387563,0,0,0,1,0,0,0,0,9,0,0,0,0,NA,0.0666666666666667,0
387570,0,0,9,1,0,0,0,0,10,0,0,0,0,NA,0.0666666666666667,0
412675,0,0,0,1,0,0,0,0,13,0,0,0,0,NA,0.0666666666666667,0
434303,0,17,0,2,0,0,0,7,15,0,0,0,0,NA,0.0666666666666667,0
