"upeople_id","X46scmChanges","X1mslChanges","X2mslChanges","number_of_domain","country","X46linesadded","X46linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
524,169,0,43,3,8,954947,624664,1,1,1,2,0,0,0.127272727272727,0.867295401695068
525,0,0,0,1,0,0,0,3,0,0,0,0,NA,0.125,0
378243,0,0,0,13,0,0,0,5,0,0,0,0,NA,0.125,0
381522,0,2,0,2,0,0,0,2,0,0,0,0,NA,0.125,0
382969,0,0,0,2,0,0,0,4,0,0,0,0,NA,0.125,0
388797,0,0,32,3,0,0,0,6,2,2,4,0,0,0.127272727272727,1
435063,0,0,0,2,0,0,0,8,0,0,0,0,NA,0.125,0
448166,0,0,0,0,0,0,0,7,0,0,0,0,NA,0.125,0
