"upeople_id","X48scmChanges","X424scrChanges","X1mslChanges","number_of_domain","country","X48linesadded","X48linesremoved","X424ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
266,2,3,0,2,8,314,0,3,15,0,0,0,0,NA,0.05,0
398,16,1,10,2,8,7771,240,1,8,0,0,0,0,NA,0.05,0
411,0,0,0,4,6,0,0,0,6,0,0,0,0,NA,0.05,0
415,4,41,0,3,6,411,19,34,4,0,0,0,0,NA,0.05,0
527,281,90,47,4,10,112236,27444,86,1,1,1,2,0,0,0.053072625698324,0.970142500145332
531,262,701,56,6,9,52914,23345,663,19,2,2,4,2,0,0.0542857142857143,1
535,67,197,56,5,9,27538,9468,169,5,1,1,2,0,0,0.0539772727272727,0.242535625036333
536,13,59,20,2,7,1006,136,30,11,0,0,0,0,NA,0.05,0
538,4,17,0,1,8,5704,355,17,16,0,0,0,0,NA,0.05,0
541,1,11,0,1,8,92,69,5,14,0,0,0,0,NA,0.05,0
544,1,14,0,2,7,86,8,14,17,0,0,0,0,NA,0.05,0
797,2,5,0,4,9,43,9,5,10,0,0,0,0,NA,0.05,0
910,0,1,2,4,8,0,0,0,9,0,0,0,0,NA,0.05,0
3148,0,0,0,1,8,0,0,0,7,0,0,0,0,NA,0.05,0
378235,0,0,0,2,0,0,0,0,2,0,0,0,0,NA,0.05,0
378243,0,0,0,13,0,0,0,0,3,0,0,0,0,NA,0.05,0
385882,0,0,0,2,0,0,0,0,12,0,0,0,0,NA,0.05,0
385897,0,0,0,1,0,0,0,0,13,0,0,0,0,NA,0.05,0
399999,0,4,0,2,0,0,0,4,18,0,0,0,0,NA,0.05,0
446283,0,4,0,2,0,0,0,4,20,0,0,0,0,NA,0.05,0
