"upeople_id","X14scmChanges","X215scmChanges","X327scmChanges","X415scmChanges","X50scrChanges","X181scrChanges","X229scrChanges","X1mslChanges","number_of_domain","country","X14linesadded","X14linesremoved","X215linesadded","X215linesremoved","X327linesadded","X327linesremoved","X415linesadded","X415linesremoved","X50ReviewGotMerged","X181ReviewGotMerged","X229ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
381777,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
381779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
381787,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
381807,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
381834,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
381860,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
381917,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
382197,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
382303,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
382382,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
384772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
432694,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
432764,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
434309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
444342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
444362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
445339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
445371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
447097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
447507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,NA,0.0204081632653061,7.85046229341887e-17
