"upeople_id","X100scmChanges","X14scrChanges","X1mslChanges","number_of_domain","country","X100linesadded","X100linesremoved","X14ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
525,0,45,0,1,0,0,0,32,22,0,0,0,0,NA,0.024390243902439,0
834,3111,232,64,4,10,5474330,4464889,222,37,1,1,2,0,0,0.0343642611683849,0.000694199929154714
1129,1,3,16,4,8,0,0,3,17,1,1,2,0,0,0.0337837837837838,0.00391535127434722
1320,1911,124,122,3,10,8521988,5188180,109,2,6,6,12,9,0.136363636363636,0.0343938091143594,0.23875634728731
1334,152,0,36,5,6,53630,28420,0,10,4,4,8,35,0.0714285714285714,0.0344827586206897,0.088962581304798
1342,329,0,28,3,6,401686,299795,0,25,0,0,0,0,NA,0.024390243902439,0
1345,1200,916,223,4,8,1896287,1623730,806,35,0,0,0,0,NA,0.024390243902439,0
1346,76,49,2,1,6,1477254,1682715,43,13,0,0,0,0,NA,0.024390243902439,0
1347,142,438,0,1,10,53024,34676,394,5,0,0,0,0,NA,0.024390243902439,0
1348,8,0,0,1,9,140399,155529,0,18,0,0,0,0,NA,0.024390243902439,0
1350,342,58,24,3,9,393291,322388,47,14,2,2,4,0,0.166666666666667,0.0341296928327645,0.00334607549548303
1351,630,268,159,7,8,615804,325578,223,23,0,0,0,0,NA,0.024390243902439,0
1356,1,0,0,2,8,96,0,0,19,0,0,0,0,NA,0.024390243902439,0
1360,202,50,134,3,6,545382,234758,44,39,6,6,12,56,0.136363636363636,0.0347523892267593,0.337217569312399
1363,10,0,0,1,8,18635,3386,0,28,0,0,0,0,NA,0.024390243902439,0
1369,134,289,34,4,8,126701,87432,209,33,0,0,0,0,NA,0.024390243902439,0
1375,68,265,8,4,7,68387,55420,216,31,0,0,0,0,NA,0.024390243902439,0
1379,9,38,5,3,9,53089,64,21,26,0,0,0,0,NA,0.024390243902439,0
1381,8,28,1,3,10,13066,10400,15,32,0,0,0,0,NA,0.024390243902439,0
1384,2,12,1,3,6,710,706,5,38,0,0,0,0,NA,0.024390243902439,0
1385,28,274,7,3,8,18087,3074,207,24,0,0,0,0,NA,0.024390243902439,0
3235,1,11,0,1,8,387,187,8,27,0,0,0,0,NA,0.024390243902439,0
3244,68,351,0,3,10,366959,363079,189,29,0,0,0,0,NA,0.024390243902439,0
3275,7,10,0,4,10,107722,106532,8,40,0,0,0,0,NA,0.024390243902439,0
378243,0,0,0,13,0,0,0,0,7,0,0,0,0,NA,0.024390243902439,0
378920,0,0,60,1,0,0,0,0,1,6,6,12,11.6666666666667,0.181818181818182,0.0344234079173838,0.3044601069442
378921,0,0,97,1,0,0,0,0,3,2,2,4,0.666666666666667,0,0.0340136054421769,0.0653551238745082
378922,0,0,387,1,0,0,0,0,4,10,10,20,20,0.0947368421052632,0.0345721694036301,1
378923,0,0,74,4,0,0,0,0,6,7,7,14,30,0.120879120879121,0.0343053173241852,0.240109999933989
378924,0,0,190,2,0,0,0,0,8,7,7,14,0,0.120879120879121,0.0340425531914894,0.909940156033564
378925,0,0,45,1,0,0,0,0,9,7,7,14,31.6666666666667,0.131868131868132,0.0346020761245675,0.319503061186262
378926,0,0,75,1,0,0,0,0,11,5,5,10,35,0.177777777777778,0.0346620450606586,0.407193497261642
378934,0,0,30,4,0,0,0,0,12,5,5,10,82,0.0666666666666667,0.0347222222222222,0.0315465016096204
378936,0,0,1,2,0,0,0,0,15,0,0,0,0,NA,0.024390243902439,0
378938,0,0,2,1,0,0,0,0,16,0,0,0,0,NA,0.024390243902439,0
378950,0,0,0,1,0,0,0,0,20,0,0,0,0,NA,0.024390243902439,0
378962,0,0,1,4,0,0,0,0,21,0,0,0,0,NA,0.024390243902439,0
395807,0,0,0,1,0,0,0,0,30,0,0,0,0,NA,0.024390243902439,0
443129,6,85,9,3,0,33875,18982,52,41,0,0,0,0,NA,0.024390243902439,0
448597,0,217,0,0,0,0,0,167,34,0,0,0,0,NA,0.024390243902439,0
452598,0,76,0,0,0,0,0,61,36,0,0,0,0,NA,0.024390243902439,0
