"upeople_id","X1mslChanges","number_of_domain","country","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
14,13,1,10,29,1,1,2,0,0,0.0315876974231089,0.000830543585067896
37,30,1,7,25,0,0,0,0,NA,0.0256410256410256,0
45,1,3,8,36,0,0,0,0,NA,0.0256410256410256,0
93,3,1,10,27,0,0,0,0,NA,0.0256410256410256,0
114,69,3,10,39,1,1,2,0,0,0.0303030303030303,2.75935143897573e-05
166,5,1,10,22,1,1,2,0,0,0.0315352697095436,3.44918929871977e-06
199,5,3,6,11,1,1,2,0,0,0.0311730926989336,1.03475678961595e-05
259,19,7,9,12,0,0,0,0,NA,0.0256410256410256,0
273,2129,7,9,14,9,9,18,44,0,0.0317725752508361,1
300,6,4,8,5,0,0,0,0,NA,0.0256410256410256,0
340,2,2,9,6,0,0,0,0,NA,0.0256410256410256,0
379,14,2,7,17,1,1,2,0,0,0.0312243221035333,0.00249163075520369
432,6,2,9,16,0,0,0,0,NA,0.0256410256410256,0
494,142,1,6,10,0,0,0,0,NA,0.0256410256410256,0
501,28,3,8,20,0,0,0,0,NA,0.0256410256410256,0
526,121,6,9,7,5,5,10,36,0,0.0317195325542571,0.00415292991329085
527,11,4,10,1,0,0,0,0,NA,0.0256410256410256,0
535,2,5,9,4,0,0,0,0,NA,0.0256410256410256,0
610,0,5,9,13,0,0,0,0,NA,0.0256410256410256,0
670,45,13,8,8,1,1,2,0,0,0.0315876974231089,0.000830543585067895
844,6,3,9,2,0,0,0,0,NA,0.0256410256410256,0
1060,4,3,6,32,0,0,0,0,NA,0.0256410256410256,0
1098,2,7,10,31,0,0,0,0,NA,0.0256410256410256,0
1351,44,7,8,19,0,0,0,0,NA,0.0256410256410256,0
1407,0,1,7,24,0,0,0,0,NA,0.0256410256410256,0
1503,0,6,8,9,0,0,0,0,NA,0.0256410256410256,0
1727,0,1,6,28,0,0,0,0,NA,0.0256410256410256,0
2042,17,1,10,30,0,0,0,0,NA,0.0256410256410256,0
2151,30,3,8,23,0,0,0,0,NA,0.0256410256410256,0
2282,9,3,7,3,1,1,2,0,0,0.0315876974231089,0.000830543585067896
94773,0,2,0,37,0,0,0,0,NA,0.0256410256410256,0
378243,0,13,0,35,0,0,0,0,NA,0.0256410256410256,0
379033,0,2,0,15,0,0,0,0,NA,0.0256410256410256,0
381271,65,3,0,18,0,0,0,0,NA,0.0256410256410256,0
382296,10,1,0,21,0,0,0,0,NA,0.0256410256410256,0
386797,0,3,0,33,0,0,0,0,NA,0.0256410256410256,0
390996,0,2,0,34,0,0,0,0,NA,0.0256410256410256,0
432704,0,1,0,26,0,0,0,0,NA,0.0256410256410256,0
447507,0,0,0,38,0,0,0,0,NA,0.0256410256410256,0
