"upeople_id","X104scmChanges","X272scmChanges","X1mslChanges","number_of_domain","country","X104linesadded","X104linesremoved","X272linesadded","X272linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
432,714,0,166,2,9,144281,117663,0,0,6,2,2,4,2,0,0.0555555555555556,0
1431,542,806,211,3,10,29004,38831,304238,263253,2,1,1,2,0,0,0.0553935860058309,0
1435,8,187,28,2,6,129,8922,146472,137731,15,0,0,0,0,NA,0.05,0
1437,1,978,8,1,10,2,2,201029,153799,18,0,0,0,0,NA,0.05,0
1595,0,46,26,4,10,0,0,3305,2661,12,0,0,0,0,NA,0.05,0
2852,0,0,2,3,9,0,0,0,0,16,1,1,2,0,0,0.0553935860058309,0
378227,0,0,0,3,0,0,0,0,0,10,0,0,0,0,NA,0.05,0
378330,0,0,0,2,0,0,0,0,0,1,0,0,0,0,NA,0.05,0
378982,0,0,0,1,0,0,0,0,0,3,0,0,0,0,NA,0.05,0
379665,0,0,182,1,0,0,0,0,0,4,0,0,0,0,NA,0.05,0
379812,0,0,0,1,0,0,0,0,0,5,0,0,0,0,NA,0.05,0
381801,0,0,13,3,0,0,0,0,0,8,0,0,0,0,NA,0.05,0
381916,0,0,1,1,0,0,0,0,0,11,0,0,0,0,NA,0.05,0
382457,0,0,0,1,0,0,0,0,0,13,0,0,0,0,NA,0.05,0
382478,0,0,0,2,0,0,0,0,0,14,0,0,0,0,NA,0.05,0
387138,0,0,0,2,0,0,0,0,0,17,0,0,0,0,NA,0.05,0
414612,0,0,0,2,0,0,0,0,0,19,0,0,0,0,NA,0.05,0
432763,0,0,6,3,0,0,0,0,0,20,0,0,0,0,NA,0.05,0
432764,0,0,0,1,0,0,0,0,0,9,0,0,0,0,NA,0.05,0
433031,0,0,0,0,0,0,0,0,0,7,0,0,0,0,NA,0.05,0
