"upeople_id","X403scmChanges","X291scrChanges","X1mslChanges","number_of_domain","country","X403linesadded","X403linesremoved","X291ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
100,0,0,0,2,6,0,0,0,30,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
102,0,0,0,2,10,0,0,0,29,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
517,0,0,1,4,10,0,0,0,3,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
817,54,9,815,7,7,3403,3654,5,34,6,6,12,0,0.0606060606060606,0.0410958904109589,0.356117738399005
844,363,57,918,3,9,70557,79382,18,1,5,5,10,19,0.0666666666666667,0.0415094339622641,0.206794399187047
1551,0,0,0,1,8,0,0,0,2,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
2152,0,0,0,4,7,0,0,0,8,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
3080,8698,17,2713,7,6,723321,369007,10,14,16,16,32,98.5,0.00806451612903226,0.0418781725888325,1
3145,28,0,107,1,6,3006,1262,0,13,1,1,2,0,0,0.0268729641693811,0.862543716467529
3148,2,0,226,1,8,90,52,0,7,6,6,12,32.5,0.0757575757575758,0.0415617128463476,0.225526926153164
3217,0,0,0,1,9,0,0,0,5,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
378297,0,0,0,1,0,0,0,0,4,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
378330,0,0,0,2,0,0,0,0,6,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
379709,0,0,2,2,0,0,0,0,9,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
379930,0,0,26,3,0,0,0,0,10,2,2,4,6,0,0.041405269761606,0.0219230213440763
380502,0,0,62,3,0,0,0,0,11,1,1,2,0,0,0.0391459074733096,0.107817964558441
381295,0,0,9,2,0,0,0,0,12,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
383596,0,0,2,1,0,0,0,0,20,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
383605,0,0,72,1,0,0,0,0,21,2,2,4,0,0,0.0413016270337922,0.0646907787350647
383607,0,0,0,1,0,0,0,0,22,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
383608,0,0,14,3,0,0,0,0,23,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
383609,0,0,0,1,0,0,0,0,24,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
383610,0,0,0,1,0,0,0,0,25,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
383611,0,0,0,1,0,0,0,0,26,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
383615,0,0,126,3,0,0,0,0,27,3,3,6,1.5,0,0.041044776119403,0.00833414992251279
383626,0,0,57,3,0,0,0,0,28,2,2,4,0,0,0.0407407407407407,0.150945150381818
395964,0,0,43,2,0,0,0,0,31,2,2,4,0,0,0.0413016270337922,0.0226418782088525
406009,0,0,35,1,0,0,0,0,32,2,2,4,0,0.166666666666667,0.0411471321695761,0.0528535274757589
406805,0,0,56,1,0,0,0,0,33,2,2,4,0,0.166666666666667,0.0365044247787611,0.279007046445929
432680,0,0,0,1,0,0,0,0,15,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
443229,0,0,0,1,0,0,0,0,16,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
447262,0,0,0,0,0,0,0,0,17,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
447263,0,0,0,0,0,0,0,0,18,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
447264,0,0,0,0,0,0,0,0,19,0,0,0,0,NA,0.0294117647058824,5.00938526240446e-18
