"upeople_id","X375scmChanges","X222scrChanges","X1mslChanges","number_of_domain","country","X375linesadded","X375linesremoved","X222ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
1386,98,15,162,3,10,239593,108088,14,15,2,2,4,10,0,0.0794392523364486,0.108966940955397
2365,99,0,66,4,6,45893,36083,0,14,1,1,2,0,0,0.0776255707762557,0.0183402919206928
2967,10,0,13,1,8,250,110,0,16,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378243,0,0,0,13,0,0,0,0,18,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378767,0,0,49,2,0,0,0,0,1,3,3,6,16,0.0666666666666667,0.0805687203791469,0.629075478369213
378768,0,0,6,1,0,0,0,0,2,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378769,0,0,14,2,0,0,0,0,3,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378771,0,0,185,2,0,0,0,0,4,4,4,8,10,0.0357142857142857,0.0779816513761468,1
378777,0,0,0,1,0,0,0,0,5,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378778,0,0,201,2,0,0,0,0,6,3,3,6,10,0.0666666666666667,0.080188679245283,0.628619723660637
378782,0,0,0,1,0,0,0,0,7,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378783,0,0,2,2,0,0,0,0,8,1,1,2,0,0,0.0783410138248848,0.105803366947416
378790,0,0,0,1,0,0,0,0,9,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378793,0,0,0,1,0,0,0,0,10,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378794,0,0,0,1,0,0,0,0,11,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
378795,0,0,48,3,0,0,0,0,12,1,1,2,0,0,0.0762331838565022,0.168310606500368
378837,0,0,0,1,0,0,0,0,17,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
446705,0,0,0,0,0,0,0,0,13,0,0,0,0,NA,0.0555555555555556,5.65146139458578e-17
