"upeople_id","X16scmChanges","X20scmChanges","X25scmChanges","X224scmChanges","X380scmChanges","X260scrChanges","X262scrChanges","X266scrChanges","X386scrChanges","X412scrChanges","X1mslChanges","X2mslChanges","X3mslChanges","X4mslChanges","X5mslChanges","X6mslChanges","X7mslChanges","X8mslChanges","X9mslChanges","X10mslChanges","X11mslChanges","X12mslChanges","X13mslChanges","X14mslChanges","X15mslChanges","X16mslChanges","X17mslChanges","X18mslChanges","X19mslChanges","X20mslChanges","X21mslChanges","number_of_domain","country","X16linesadded","X16linesremoved","X20linesadded","X20linesremoved","X25linesadded","X25linesremoved","X224linesadded","X224linesremoved","X380linesadded","X380linesremoved","X260ReviewGotMerged","X262ReviewGotMerged","X266ReviewGotMerged","X386ReviewGotMerged","X412ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
247,0,2048,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,5,9,0,0,196815,122835,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,NA,0.00657894736842105,1
249,0,1,0,0,318,0,0,0,0,0,0,8,3,3,1,7,0,51,0,3,1,3,3,5,28,42,0,3,0,0,8,3,6,0,0,7,7,0,0,0,0,57940,19289,0,0,0,0,0,36,0,0,0,0,NA,0.00657894736842105,1
251,0,1129,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0,0,1,0,0,0,15,0,0,0,1,0,4,10,0,0,112567,61271,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,NA,0.00657894736842105,1
252,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,4,7,0,0,6375,1882,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,NA,0.00657894736842105,1
253,0,297,0,0,0,0,0,0,0,0,0,3,0,1,0,6,0,4,0,0,0,0,0,0,0,12,2,0,0,2,0,2,7,0,0,56232,21741,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,NA,0.00657894736842105,1
254,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,NA,0.00657894736842105,1
257,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,136,13,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,NA,0.00657894736842105,1
258,0,2,0,0,20,0,0,0,20,5,0,0,0,0,0,0,3,3,0,0,0,2,0,0,0,3,0,0,0,0,5,2,9,0,0,443,124,0,0,0,0,5320,521,0,0,0,20,5,13,0,0,0,0,NA,0.00657894736842105,1
259,0,3,0,0,0,0,0,0,2,7,0,0,0,11,0,3,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,7,9,0,0,114,15,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,NA,0.00657894736842105,1
261,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,295,15,0,0,126,22,0,0,0,1,0,0,0,3,0,0,0,0,NA,0.00657894736842105,1
262,0,13,0,0,916,0,0,0,181,0,0,35,0,0,0,0,3,4,3,0,0,0,2,0,0,15,0,2,0,0,0,6,8,0,0,3226,225,0,0,0,0,116821,32226,0,0,0,103,0,6,1,1,2,0,0,0.00670932195858882,0
266,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,198,1,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,NA,0.00657894736842105,1
268,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,NA,0.00657894736842105,1
269,0,110,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,14231,2962,0,0,0,0,62,31,0,0,0,0,4,115,0,0,0,0,NA,0.00657894736842105,1
272,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0,21,3,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,NA,0.00657894736842105,1
273,0,1,0,0,7,0,0,0,0,0,0,4,0,3,0,1,11,135,20,5,0,1,0,7,0,746,0,0,0,1,16,7,9,0,0,12,0,0,0,0,0,59,13,0,0,0,0,0,17,0,0,0,0,NA,0.00657894736842105,1
274,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,882,51,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,NA,0.00657894736842105,1
276,0,5,0,0,0,0,0,0,5,24,0,0,0,0,0,0,389,12,9,0,0,0,0,0,0,14,0,11,0,1,161,5,8,0,0,149,63,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,NA,0.00657894736842105,1
278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,64,2,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,NA,0.00657894736842105,1
282,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,54,3,0,0,0,0,0,0,0,0,0,0,0,55,3,3,6,6,0,0.00671051462092258,0
285,0,10,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,729,33,0,0,19,6,6,1,0,0,0,0,0,102,0,0,0,0,NA,0.00657894736842105,1
286,0,3,0,0,14,0,0,0,44,20,0,0,0,19,0,0,15,8,0,12,0,0,0,16,0,36,0,0,0,0,36,3,6,0,0,155,55,0,0,0,0,11370,11194,0,0,0,24,3,7,0,0,0,0,NA,0.00657894736842105,1
287,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,59,1,0,0,0,0,0,0,0,0,0,0,8,137,0,0,0,0,NA,0.00657894736842105,1
288,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,2582,348,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,NA,0.00657894736842105,1
289,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,16,0,0,0,0,0,24,2,0,0,0,0,0,127,0,0,0,0,NA,0.00657894736842105,1
291,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,NA,0.00657894736842105,1
292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,43,6,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,NA,0.00657894736842105,1
319,0,0,5,0,5979,0,0,0,0,0,0,162,0,24,0,5,7,97,26,9,1,0,0,3,7,475,0,0,0,0,0,2,7,0,0,0,0,39053,5,0,0,997973,376398,0,0,0,0,0,16,1,1,2,0,0,0.00670872578638706,5.51106454361551e-05
320,0,0,1,0,186,0,0,0,0,0,0,5,0,0,0,0,1,0,2,0,0,0,0,0,0,11,0,0,0,0,0,3,7,0,0,0,0,1,1,0,0,16557,6198,0,0,0,0,0,95,0,0,0,0,NA,0.00657894736842105,1
322,0,0,13,0,682,0,0,0,158,0,0,58,0,0,0,0,1,3,0,0,0,0,0,0,0,70,0,0,0,0,0,4,8,0,0,0,0,59,42,0,0,41904,21287,0,0,0,118,0,15,0,0,0,0,NA,0.00657894736842105,1
393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,NA,0.00657894736842105,1
415,0,0,0,0,24,0,0,0,82,0,0,3,0,0,0,0,1,2,4,0,0,0,0,0,0,82,0,0,186,0,0,3,6,0,0,0,0,0,0,0,0,2473,1022,0,0,0,38,0,2,0,0,0,0,NA,0.00657894736842105,1
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,18,0,126,0,204,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,NA,0.00657894736842105,1
587,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,2,0,35,0,0,0,5,8,0,0,0,0,0,0,0,0,7,3,0,0,0,8,0,8,0,0,0,0,NA,0.00657894736842105,1
610,0,0,0,587,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,40336,30960,0,0,0,26,0,0,0,10,0,0,0,0,NA,0.00657894736842105,1
665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,1,8,0,28,0,0,0,0,109,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,NA,0.00657894736842105,1
668,0,0,0,0,1820,0,0,0,0,0,0,294,3,4,0,3,0,70,5,0,0,6,0,0,0,167,0,0,0,0,1,4,9,0,0,0,0,0,0,0,0,685049,455744,0,0,0,0,0,50,0,0,0,0,NA,0.00657894736842105,1
671,0,0,0,206,0,0,14,0,0,0,0,0,4,0,0,0,1,45,5,225,0,0,14,0,0,98,0,0,0,0,1,3,6,0,0,0,0,0,0,7568,4099,0,0,0,14,0,0,0,5,0,0,0,0,NA,0.00657894736842105,1
693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,NA,0.00657894736842105,1
756,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131,22,4,0,0,6,0,3,9,27,0,0,1,0,71,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,NA,0.00657894736842105,1
760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,10,0,0,0,0,0,1,2,60,0,0,0,0,132,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,NA,0.00657894736842105,1
829,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,220,81,0,0,0,0,0,61,0,0,0,0,NA,0.00657894736842105,1
906,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,NA,0.00657894736842105,1
911,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,NA,0.00657894736842105,1
916,0,0,0,0,6,0,0,0,14,3,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,507,108,0,0,0,2,0,146,0,0,0,0,NA,0.00657894736842105,1
1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,6,0,0,2,74,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,NA,0.00657894736842105,1
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,NA,0.00657894736842105,1
1463,0,0,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,9,0,0,0,0,0,0,1971,907,0,0,0,1,0,0,0,107,0,0,0,0,NA,0.00657894736842105,1
1587,0,0,0,9,56,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,774,263,12338,2447,0,0,0,1,0,19,1,1,2,0,0,0.00670991823675791,0
1781,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,11278,3551,0,0,0,0,0,93,0,0,0,0,NA,0.00657894736842105,1
1951,0,0,0,0,3571,0,0,0,0,0,0,344,1,6,0,13,0,48,8,0,0,1,0,0,3,130,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,336389,139148,0,0,0,0,0,34,0,0,0,0,NA,0.00657894736842105,1
1979,0,0,0,0,325,0,0,0,11,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,67050,20448,0,0,0,10,0,59,0,0,0,0,NA,0.00657894736842105,1
1990,0,0,0,0,146,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,22728,3486,0,0,0,6,0,133,0,0,0,0,NA,0.00657894736842105,1
2126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,1,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,35,0,0,0,0,NA,0.00657894736842105,1
2129,0,0,0,624,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,4,10,0,0,0,0,0,0,56668,42415,0,0,0,0,0,0,0,43,0,0,0,0,NA,0.00657894736842105,1
2205,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,177,59,0,0,0,2,0,149,0,0,0,0,NA,0.00657894736842105,1
2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,NA,0.00657894736842105,1
3014,0,0,0,0,902,0,0,0,0,0,0,13,0,1,0,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,279673,79083,0,0,0,0,0,25,0,0,0,0,NA,0.00657894736842105,1
3017,0,0,0,0,1324,0,0,0,0,0,0,14,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,74729,47556,0,0,0,0,0,37,0,0,0,0,NA,0.00657894736842105,1
3025,0,0,0,0,1083,0,0,0,19,0,0,37,0,0,0,0,1,18,7,0,0,0,0,0,0,8,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,181025,44259,0,0,0,9,0,101,0,0,0,0,NA,0.00657894736842105,1
3038,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,2852,904,0,0,0,0,0,136,0,0,0,0,NA,0.00657894736842105,1
3045,0,0,0,0,82,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,8024,1599,0,0,0,4,0,114,0,0,0,0,NA,0.00657894736842105,1
3055,0,0,0,0,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,102,48,0,0,0,2,0,152,0,0,0,0,NA,0.00657894736842105,1
3057,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,2063,0,0,0,3738,283,0,0,0,0,0,140,0,0,0,0,NA,0.00657894736842105,1
3107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,NA,0.00657894736842105,1
3261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,895,29,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,NA,0.00657894736842105,1
3262,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,4,6,0,0,480,302,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,NA,0.00657894736842105,1
3263,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,205,3,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,NA,0.00657894736842105,1
3270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,208,24,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,NA,0.00657894736842105,1
378243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,NA,0.00657894736842105,1
379589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,4,2,6,0,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,NA,0.00657894736842105,1
379597,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,NA,0.00657894736842105,1
379607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,NA,0.00657894736842105,1
379634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,NA,0.00657894736842105,1
379637,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,41,0,39,0,0,0,0,0,0,0,0,0,0,0,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,NA,0.00657894736842105,1
379642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,NA,0.00657894736842105,1
379706,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,NA,0.00657894736842105,1
379862,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,9,0,0,0,0,0,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,NA,0.00657894736842105,1
379870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,NA,0.00657894736842105,1
379890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,NA,0.00657894736842105,1
380112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,NA,0.00657894736842105,1
380479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,NA,0.00657894736842105,1
380708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,NA,0.00657894736842105,1
380730,0,0,0,0,0,0,0,0,0,0,0,21,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,NA,0.00657894736842105,1
380968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,NA,0.00657894736842105,1
381323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,NA,0.00657894736842105,1
382818,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,NA,0.00657894736842105,1
383224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,NA,0.00657894736842105,1
383633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,NA,0.00657894736842105,1
383645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,NA,0.00657894736842105,1
384098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,NA,0.00657894736842105,1
384279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,NA,0.00657894736842105,1
384563,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,2,2,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,NA,0.00657894736842105,1
386035,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,NA,0.00657894736842105,1
387054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,NA,0.00657894736842105,1
388019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,NA,0.00657894736842105,1
