"upeople_id","X492scmChanges","X1mslChanges","number_of_domain","country","X492linesadded","X492linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
17,59,3,1,10,20546,8571,3,0,0,0,0,NA,0.2,0
378243,0,0,13,0,0,0,4,0,0,0,0,NA,0.2,0
383447,0,160,2,0,0,0,1,1,1,2,0,0,0.25,1
390720,0,14,2,0,0,0,2,0,0,0,0,NA,0.2,0
390748,0,28,2,0,0,0,5,1,1,2,0,0,0.25,1
