"","temp","degree_centralization","betweenness_centralization","closeness_centralization","eigenvector_centralization","global_clustcoeff","assortativity","diameter","avg_degree","modularity","density","avg_path_length","vertices","edges"
"24","133_11",0.00350837483023993,0,2.48382861489407e-05,0,0,0,1,0.0282685512367491,0.5,5.01215447460091e-05,1,283,4
"25","133_3",0.00353352447060007,0,2.50163383793982e-05,0.99645390070922,0,0,2,0.0141342756183746,-0.5,2.50607723730045e-05,1,283,2
"26","133_4",0.00353352447060007,0,2.50163383793982e-05,0.99645390070922,0,0,1,0.0141342756183746,-0.5,2.50607723730045e-05,1,283,2
"27","133_7",0.00348322518987978,0,2.46602339184816e-05,0,0,0,1,0.0424028268551237,0.666666666666667,7.51823171190136e-05,1,283,6
"28","133_9",0.00353352447060007,0,2.50163383793998e-05,0.99645390070922,0,0,1,0.0141342756183746,-0.5,2.50607723730045e-05,1,283,2
"29","134_1",0.0577256944444444,0.00128361406619385,0.00330759217316407,0.928135630358684,0,0.125,4,0.571428571428571,0.244897959183673,0.00595238095238095,1.36363636363636,49,14
"30","135_1",0.0524691358024691,0,0.00568551007147504,0,0,0,3,0.210526315789474,-0.5,0.00584795321637427,1,19,2
"31","136_1",0.176311728395062,0.0310807359589637,0.00898705024017624,0.888672713808517,0.394230769230769,-0.251085141903172,8,2.95890410958904,0.260116598079561,0.0205479452054795,2.24,73,108
"32","14_1",0.1375,0.0255263157894737,0.0183080521886604,0.886901368630216,0,-0.666666666666667,11,0.761904761904762,-0.25,0.019047619047619,1.8,21,8
"33","142_4",1.34765625,0.0866944516333103,0.0763988002698433,0.638167406142865,0.457894736842105,-0.629715396429257,4,17.4117647058824,-0.116508400292184,0.544117647058823,1.51515151515152,17,148
"34","142_5",0.19140625,0.0171440972222222,0.0459503883128854,0.649937820178301,0.310344827586207,0.242105263157895,3,4.23529411764706,0.104938271604938,0.132352941176471,1.37931034482759,17,36
"35","145_1",0.04796875,0.00389438291139241,0.00213405088977064,0.951799422078754,0,-0.556338028169014,4,0.419753086419753,0.242214532871972,0.00262345679012346,2,81,17
"36","147_1",0.5,0,0,1,0,0,0,0.666666666666667,0,0.166666666666667,0,3,1
"37","148_2",0.265625,0.09375,0.10538429779172,0.699151976349383,0.545454545454545,-0.480384461415262,4,2.22222222222222,-0.235,0.138888888888889,1.6,9,10
"38","153_1",0.0612244897959184,0.00118102796674225,0.0069613892154048,0.892857142857143,0,1,8,0.689655172413793,0.32,0.0123152709359606,1.28571428571429,29,10
"39","16_1",0.188271604938272,0.0468409586056645,0.0328990415171748,0.864257579619387,0.3,-0.00393700787401594,6,1.57894736842105,0.186666666666667,0.043859649122807,2.0952380952381,19,15
"40","161_1",0.354595336076818,0.101782833380784,0.0126515262285675,0.917667886997165,0.0656934306569343,-0.518720361309748,31,2.4,0.104224058769513,0.0222222222222222,2.20526315789474,55,66
"41","163_1",0.262755102040816,0.0588781809019904,0.0215723448281488,0.87224697355528,0.230769230769231,-0.788359788359788,5,1.79310344827586,-0.180473372781065,0.0320197044334975,1.86666666666667,29,26
"42","168_1",0.0577777777777778,0,0.00805555555555556,1,0,0,2,0.375,0.444444444444444,0.0125,1,16,3
"43","169_1",0.148148148148148,0.00925925925925926,0.0575520833333333,0.666666666666667,0,0,2,1.6,-0.25,0.0888888888888889,1.33333333333333,10,8
"44","17_1",0.275555555555556,0.00825396825396825,0.0310103291210236,0.821242653903491,0.461538461538462,-0.140845070422536,3,2.25,-0.216049382716049,0.075,1.3,16,18
"45","171_1",0.2304,0.05,0.0181464204112719,0.902020410288673,0,-1,21,0.923076923076923,-0.291666666666667,0.0184615384615385,1.71428571428571,26,12
"46","172_1",0.207482993197279,0.0250539240086278,0.00866503013498874,0.961560585306195,0,-0.328313253012048,13,0.976744186046512,0,0.0116279069767442,2.11111111111111,43,21
"47","173_1",0.321799307958477,0.0661764705882353,0.0318563146412411,0.861090072577304,0.25,-0.648936170212766,16,1.66666666666667,0.213333333333333,0.0490196078431373,1.6,18,15
"48","174_2",0.231404958677686,0,0.0286363636363637,0.842540835675556,1,-0.333333333333333,7,1.33333333333333,0,0.0606060606060606,1,12,8
"49","18_1",0.18491124260355,0.0323104685661247,0.0106860954176619,0.880819657587114,0.537313432835821,0.048500881834215,10,3.13207547169811,0.33386558281318,0.0301161103047896,1.975,53,83
"50","189_3",0.0453514739229025,0,0.00422593279736138,0.0952380952380952,0,0,1,0.181818181818182,-0.5,0.00432900432900433,1,22,2
"51","190_1",0.177593133674215,0.017846174383443,0.00351132350518329,0.927095157501235,0.315328467153285,-0.311316155463757,12,3.78523489932886,0.120693124088326,0.0127879557409759,2.18877551020408,149,282
"52","191_1",0.157974300831444,0.0325102106610409,0.00868163348898512,0.897887651117065,0.274509803921569,-0.201956830183133,9,2.40625,0.329229212346096,0.0190972222222222,2.34195402298851,64,77
"53","191_2",0.0453514739229025,0.000503905265810028,0.00092019816245054,0.984126984126984,0,-0.153846153846154,2,0.375,0.680555555555555,0.00297619047619048,1.28571428571429,64,12
"54","199_1",0.054783950617284,0,0.0014806473139807,0.0555555555555556,0,-0.5,1,0.162162162162162,0,0.00225225225225225,1,37,3
"55","20_1",0.0684799382716049,0.00391236306729264,0.00188948883302753,0,0,-1,6,0.273972602739726,-0.3,0.00190258751902588,1.66666666666667,73,10
"56","22_2",0.0548,8e-04,0.00220009404878476,0.948768943743823,0.666666666666667,0.384615384615385,2,0.627450980392157,0.53125,0.00627450980392157,1.2,51,16
"57","23_1",0.0198,0.000202020202020202,0.000394060214040991,0.0299997905138801,0,-1,3,0.0792079207920792,-0.375,0.000396039603960396,1.33333333333333,101,4
"58","24_2",0.253086419753086,0.0326797385620915,0.0227542116314654,0.875396973791438,0.375,-0.60632183908046,40,1.36842105263158,0,0.0380116959064327,1.5,19,13
"59","25_1",0.126543209876543,0.00974340353425321,0.0272401339490072,0.751994354714569,0,-0.333333333333333,5,1.68421052631579,0,0.0467836257309941,1.53333333333333,19,16
"60","29_1",0.0208333333333333,0,-3.27259889794206e-17,1,0,0,0,0.0408163265306122,0,0.000425170068027211,0,49,1
"61","32_1",0.154136084110296,0.0181324567121036,0.00655605336249072,0.900301440907901,0.36,-0.355339550768422,9,2.41666666666667,0.128947020742502,0.017018779342723,1.90196078431373,72,87
"62","35_1",0.21875,0.0683876811594203,0.0255486101784058,0.871910957475751,0.315789473684211,-0.084158415841584,38,1.92,0.267361111111111,0.04,2.30555555555556,25,24
"63","36_1",0.358024691358025,0.081517792302106,0.0343005882931003,0.867559404881049,0.3,-0.615550755939525,7,1.78947368421053,0,0.0497076023391813,1.61904761904762,19,17
"64","39_1",0.0490487514863258,0.000881365125059975,0.00230533410100893,0.940526038917531,0,-1,5,0.406779661016949,-0.208333333333333,0.00350672121566336,1.4,59,12
"65","40_3",0.224906289046231,0.0404556419042571,0.0158465608691653,0.873669488313243,0.315789473684211,0.196792233829271,21,4.4,0.329421487603306,0.0448979591836735,2.67142857142857,50,110
"66","40_4",0.0549770928779675,0.00433268545513443,0.00478612376432382,0.902547574590153,0,-0.17391304347826,6,0.72,0.123456790123457,0.0073469387755102,1.80952380952381,50,18
"67","40_5",0.0807996668054977,0.000850340136054422,0.00161602225002478,0.985060187600635,0,-0.5,2,0.24,0,0.00244897959183673,1.33333333333333,50,6
"68","43_1",0.201183431952663,0,0.0209859584859585,0.866765322494702,1,-0.333333333333333,2,1.14285714285714,-0.34375,0.043956043956044,1,14,8
"69","45_10",0.0058477508650519,0,6.85970982820938e-05,0.994117647058824,0,0,2,0.0233918128654971,-0.5,6.87994496044032e-05,1,171,2
"70","45_16",0.0058477508650519,0,6.85970982820938e-05,0.994117647058824,0,0,1,0.0233918128654971,-0.5,6.87994496044032e-05,1,171,2
"71","45_2",0.0175432525951557,0.000208840932822833,0.000205791552677744,0,0,-1,5,0.0701754385964912,-0.333333333333333,0.000206398348813209,1.5,171,6
"72","45_6",0.0058477508650519,0,6.85970982820938e-05,0.994117647058824,0,0,1,0.0233918128654971,-0.5,6.87994496044032e-05,1,171,2
"73","45_7",0.0116955017301038,6.96136442742778e-05,0.000137194253241709,0.0176468917824005,0,-1,2,0.0467836257309941,-0.375,0.000137598899208806,1.33333333333333,171,4
"74","46_1",0.23469387755102,0.0459183673469388,0.0447832826353059,0.775032470216178,0.428571428571429,-0.7,7,1.86666666666667,-0.214285714285714,0.0666666666666667,1.6,15,14
"75","47_1",0.0402897238569488,0.00389109556701081,0.00176683324323686,0.949863637485672,0,-0.0754716981132077,12,0.505263157894737,0.267361111111111,0.00268756998880179,2.08108108108108,95,24
"76","47_2",0.0405160706201901,0.00272528804451,0.00176901080501129,0.951064146815474,0,-0.191666666666667,15,0.463157894736842,0.161157024793388,0.00246360582306831,2.22222222222222,95,22
"77","51_1",0.489612188365651,0.105165830650595,0.0199188957273202,0.890454278602244,0.318181818181818,-0.398963434167773,52,3.74358974358974,0.224432351285419,0.0492577597840756,1.94166666666667,39,73
"78","55_1",0.09,0,0.0172727272727273,0.2,0,0,1,0.363636363636364,-0.5,0.0181818181818182,1,11,2
"79","62_1",0.1171875,0,0.00712316176470589,0.9375,0,0,6,0.470588235294118,0,0.0147058823529412,1,17,4
"80","63_3",0.204370575561711,0.012293159800085,0.00477229641050917,0.971348672393492,0.214285714285714,-0.0622281066767543,20,1.10344827586207,0,0.00967937084089534,1.88888888888889,58,32
"81","63_4",0.0517082179132041,0.0018796992481203,0.00179902494711628,0.0701738580488059,0,-1,2,0.206896551724138,-0.333333333333333,0.00181488203266788,1.5,58,6
"82","64_1",0.0369822485207101,0,0.00279421433267594,0.0769230769230769,0,0,1,0.148148148148148,-0.5,0.00284900284900285,1,27,2
"83","71_2",0.296326530612245,0.029530908467283,0.0232434613160923,0.819539899647415,0.55327868852459,0.0305277526329863,6,4.83333333333333,0.0922182586867486,0.069047619047619,1.91666666666667,36,87
"84","73_1",0.142011834319527,0.0128205128205128,0.0211560820637254,0.891214341355916,0,-1,2,0.571428571428571,-0.375,0.021978021978022,1.33333333333333,14,4
"85","74_1",0.138888888888889,0,0.0436507936507937,0,0,0,6,0.571428571428571,-0.5,0.0476190476190476,1,7,2
"86","75_1",0.203125,0.0267857142857143,0.0912560146009623,0.561799430231626,0.461538461538462,-0.166666666666666,11,3.11111111111111,-0.204081632653061,0.194444444444444,1.3,9,14
"87","79_1",0.253333333333333,0.0428199233716475,0.0147403721943907,0.909080345953006,0,-0.722543352601156,38,1.29032258064516,-0.015,0.021505376344086,1.85714285714286,31,20
"88","83_1",0.0453514739229025,0,0.00422593279736138,0,0,0,1,0.181818181818182,-0.5,0.00432900432900433,1,22,2
"89","84_1",0.155255102040816,0.0277867804881459,0.00381722903968422,0.923076463350093,0.294642857142857,-0.35143740087834,10,2.83687943262411,0.30535,0.0101317122593718,2.36032388663968,141,200
"90","84_2",0.00709183673469388,0,0.000100955275727297,0.992857142857143,0,0,2,0.0283687943262411,-0.5,0.000101317122593718,1,141,2
"91","86_1",0.198347107438017,0.00495867768595041,0.0660839160839161,0.545454545454546,0.666666666666667,0,3,4,-0.166666666666667,0.181818181818182,1.2,12,24
"92","87_1",0.130165289256198,0.012987012987013,0.0115962043072018,0.921270417837778,0,-1,10,0.521739130434783,-0.333333333333333,0.0118577075098814,1.5,23,6
"93","89_1",0.34375,0.046875,0.102891156462585,0.625,0.6,-0.750000000000001,6,3.11111111111111,-0.224489795918367,0.194444444444444,1.3,9,14
"94","91_1",0.184544405997693,0.0204280404972447,0.00744860876503011,0.92171305962484,0.445945945945946,-0.358885017421603,9,1.53846153846154,0.205,0.0150829562594268,1.74545454545455,52,40
"95","95_1",0.235555555555556,0.0177777777777778,0.0234642341785199,0.918490473431291,0,0.601449275362319,22,1.375,0,0.0458333333333333,1.66666666666667,16,11
"96","96_1",0.00762939453125,0,0.000118750876241736,0,0,0,1,0.062015503875969,0.5,0.000242248062015504,1,129,4
