"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.00547059265321905,-0.0277262329759093,0.0506887555393077,-0.0658708300734421,0.0946293245011523,-0.0375237719301754,0.0252010684495983,0.0487011800962033,0.049770993428594,-0.193559040632426,-0.00308857127279786,-0.00308857127279786,-0.00308857127279786,0.0181045686227595,-0.0574725677894741,-0.0252127147485324,-0.00122956736375228,0.0117147976716426
"avg_resolution",-0.00547059265321905,1,-0.026877691586007,-0.0320689985570003,-0.0520759794986845,0.0105387474617371,0.273739923798746,-0.0342248441364334,-0.0300304885775445,-0.032116618287211,-0.250465772469935,-0.0511167196570223,-0.0511167196570223,-0.0511167196570223,-0.00904485748047213,-0.0438088991580009,-0.0571383432466909,-0.039326494896779,-0.31271168245501
"scmChanges",-0.0277262329759093,-0.026877691586007,1,0.0408717462075068,0.0798958473674398,0.0300023767441583,0.284109949649803,0.774566098641271,0.661638017341228,0.0403273395308906,0.166960742635235,0.450051123752358,0.450051123752358,0.450051123752358,-0.0146574891572803,0.0374983003973795,0.360479404462425,0.868307130543889,-0.362632997594752
"scrChanges",0.0506887555393077,-0.0320689985570003,0.0408717462075068,1,0.0797963120436322,0.248885683466119,0.536408980950644,0.534720598516807,0.657880392736953,0.999809400725695,0.228608464331914,0.560568585978248,0.560568585978248,0.560568585978248,-0.029787366982226,0.462748678258765,0.584810408972478,0.404737249909332,-0.5331731393749
"mslChanges",-0.0658708300734421,-0.0520759794986845,0.0798958473674398,0.0797963120436322,1,0.0519713357451278,0.0155751115292357,0.0971900123571812,0.107236147585983,0.0808464714142155,-0.183620570224005,0.0671908822759976,0.0671908822759976,0.0671908822759976,-0.0751907654743761,-0.0217232997535865,0.0323280961854327,0.122952725159422,-0.0434644906185553
"number_of_domain",0.0946293245011523,0.0105387474617371,0.0300023767441583,0.248885683466119,0.0519713357451278,1,0.292369500691368,0.130240556505592,0.140120189296189,0.249891377949426,0.183418393028193,0.268956983141953,0.268956983141953,0.268956983141953,0.166236603813785,0.194614329518379,0.296602859819463,0.142002450668466,-0.338348255549042
"country",-0.0375237719301754,0.273739923798746,0.284109949649803,0.536408980950644,0.0155751115292357,0.292369500691368,1,0.472407130550074,0.447836491612745,0.5375244394917,0.261501314701515,0.813902220368752,0.813902220368752,0.813902220368752,0.545945484079923,0.64475008457342,0.932170298762828,0.504641277728,-0.972049350933659
"linesadded",0.0252010684495983,-0.0342248441364334,0.774566098641271,0.534720598516807,0.0971900123571812,0.130240556505592,0.472407130550074,1,0.961041179209516,0.528857688334213,0.21144235745206,0.738363390323327,0.738363390323327,0.738363390323327,0.0637394566334694,0.052467858599001,0.546453288061265,0.923199479020094,-0.518805960680202
"linesremoved",0.0487011800962033,-0.0300304885775445,0.661638017341228,0.657880392736953,0.107236147585983,0.140120189296189,0.447836491612745,0.961041179209516,1,0.652160930815137,0.198284295366711,0.67127553265404,0.67127553265404,0.67127553265404,-0.00890588077053107,0.0817045038812077,0.51992119751585,0.869110771788139,-0.49197649294147
"ReviewGotMerged",0.049770993428594,-0.032116618287211,0.0403273395308906,0.999809400725695,0.0808464714142155,0.249891377949426,0.5375244394917,0.528857688334213,0.652160930815137,1,0.226173102639178,0.556366532366862,0.556366532366862,0.556366532366862,-0.0340704854127082,0.469586532665697,0.584302812485268,0.402999828693047,-0.532879907223698
"X",-0.193559040632426,-0.250465772469935,0.166960742635235,0.228608464331914,-0.183620570224005,0.183418393028193,0.261501314701515,0.21144235745206,0.198284295366711,0.226173102639178,1,0.21777651445709,0.21777651445709,0.21777651445709,0.239489172093769,0.448485443483525,0.385131529075887,0.123788900923465,-0.235633161869778
"in_degree",-0.00308857127279786,-0.0511167196570223,0.450051123752358,0.560568585978248,0.0671908822759976,0.268956983141953,0.813902220368752,0.738363390323327,0.67127553265404,0.556366532366862,0.21777651445709,1,1,1,0.462218941828378,0.276836303011659,0.874539408171639,0.75038297854857,-0.804035555855826
"out_degree",-0.00308857127279786,-0.0511167196570223,0.450051123752358,0.560568585978248,0.0671908822759976,0.268956983141953,0.813902220368752,0.738363390323327,0.67127553265404,0.556366532366862,0.21777651445709,1,1,1,0.462218941828378,0.276836303011659,0.874539408171639,0.75038297854857,-0.804035555855826
"degree",-0.00308857127279786,-0.0511167196570223,0.450051123752358,0.560568585978248,0.0671908822759976,0.268956983141953,0.813902220368752,0.738363390323327,0.67127553265404,0.556366532366862,0.21777651445709,1,1,1,0.462218941828378,0.276836303011659,0.874539408171639,0.75038297854857,-0.804035555855826
"betweenness",0.0181045686227595,-0.00904485748047213,-0.0146574891572803,-0.029787366982226,-0.0751907654743761,0.166236603813785,0.545945484079923,0.0637394566334694,-0.00890588077053107,-0.0340704854127082,0.239489172093769,0.462218941828378,0.462218941828378,0.462218941828378,1,0.227552238528992,0.537489225823004,0.0154832336407426,-0.472496218994907
